PL0_4510_0001.OTOTN:1986, 1, 7,14,30, 0.17590E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986, 2, 3, 8,55, 0.22000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986, 3, 4, 8,35, 0.20300E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986, 4, 2, 8,45, 0.14100E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986, 6,17,14,15, 0.15800E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986, 7,15, 8,15, 0.49000E+00,-,ANA0082   
PL0_4510_0001.OTOTN:1986, 8,11,12,45, 0.19000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986,10,15, 8, 0, 0.72500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1986,12, 9, 8,45, 0.17000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 1, 6,13, 0, 0.20500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 2,24,13,25, 0.29000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 3,10,14,10, 0.18800E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 4, 7,14,50, 0.15500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 6, 2,14,30, 0.15700E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 7, 7, 9,10, 0.11100E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 8, 4, 8,35, 0.19500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987, 9, 2,14,15, 0.68000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987,10, 6,14, 0, 0.30500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987,11,17,13,45, 0.11500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1987,12,15,14,10, 0.25000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 2,23, 8,30, 0.19000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 3,14,14,45, 0.35000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 4,12,13,10, 0.12100E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 5,10,15,20, 0.16400E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 6, 7,14,15, 0.68000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 7, 6,14,15, 0.22900E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 8, 9,14,15, 0.17700E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988, 9, 7, 8,40, 0.14000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988,10, 4,14,40, 0.14800E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1988,11,15,14,45, 0.98000E+00,-,ANA0082   
PL0_4510_0001.OTOTN:1988,12, 6,14, 0, 0.16500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 1,18,14,10, 0.20000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 2,14,13,50, 0.18200E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 3, 8,14, 0, 0.31000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 4, 4, 8,30, 0.17000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 5, 1,14,30, 0.33000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 6,13,14,25, 0.18000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 7,11,14,20, 0.14900E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 8,15,14,15, 0.19500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989, 9,12,14, 5, 0.12300E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989,10,11,13,25, 0.10900E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989,11,14,14,30, 0.10700E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1989,12,12,14, 0, 0.19500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 1, 9, 9,50, 0.19000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 2, 6,14, 0, 0.16500E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 3, 6,14, 5, 0.18000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 4, 3,14,10, 0.26200E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 5,15,14,55, 0.17000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 6,12,14,25, 0.13000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 7,17,14,50, 0.15900E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 8,14,13,10, 0.16000E+01,-,ANA0082   
PL0_4510_0001.OTOTN:1990, 9,11,14, 5, 0.15300E+01,-,ANA0082   
