SJ3_2040_1980.OTOTN:2002, 4,16,14,15, 0.94000E+00,-,WQN0217   
SJ3_2040_1980.OTOTN:2002, 6,25,13,45, 0.17000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2002, 8,13,15,30, 0.31000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2002,11, 5,14, 0, 0.29000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2003, 1, 7,15,10, 0.21000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2003, 3,11,15,15, 0.18000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2003, 5,27,13,25, 0.12000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2003, 7,22,13,25, 0.24000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2003, 9,16,16, 0, 0.16000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2004, 2,11,11,15, 0.19000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2004, 4,27,17, 0, 0.11000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2004, 6, 3,12,30, 0.18000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2004, 8,18,13,45, 0.20000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2004,11, 3,12,30, 0.15000E+01,-,WQN0217   
SJ3_2040_1980.OTOTN:2005, 1,11, 8,30, 0.13000E+01,-,01558000  
SJ3_2040_1980.OTOTN:2005, 3,21,13, 0, 0.13000E+01,-,01558000  
SJ3_2040_1980.OTOTN:2005, 5,18,14,15, 0.20000E+01,-,01558000  
SJ3_2040_1980.OTOTN:2005, 7, 6,13,30, 0.24000E+01,-,01558000  
SJ3_2040_1980.OTOTN:2005, 9,13,14,45, 0.27000E+01,-,01558000  
SJ3_2040_1980.OTOTN:2005,10,24,13, 0, 0.25000E+01,-,01558000  
SJ3_2040_1980.OTOTN:2005,12,13,14,30, 0.15000E+01,-,01558000  
SJ3_2250_2230.OTOTN:2002, 4,16,12,50, 0.21000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2002, 6,25,12,30, 0.23000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2002, 8,13,13,15, 0.38000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2002,11, 5,12,20, 0.34000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2003, 1, 7,13,50, 0.30000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2003, 3,11,13,30, 0.24000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2003, 5,27,12,20, 0.18000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2003, 7,22,11,50, 0.30000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2003, 9,16,14,15, 0.23000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2004, 2,11, 9,45, 0.28000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2004, 4,27,15,30, 0.21000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2004, 6, 3,11, 0, 0.22000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2004, 8,18,11,45, 0.25000E+01,-,WQN0224   
SJ3_2250_2230.OTOTN:2004,11, 3,10,45, 0.23000E+01,-,WQN0224   
SJ4_2660_2360.OTOTN:1986,11,21,11,50, 0.23000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1987, 2, 3,10,30, 0.36000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1987, 4, 6,12, 0, 0.26000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1987, 5,12,10,30, 0.21000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1987, 7, 9,10,30, 0.27000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1987, 9, 2,14,10, 0.19000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1987,11, 5,11,30, 0.12000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1988, 2, 2,10, 0, 0.23000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1988, 4,13,10,15, 0.19000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1988, 5,18,15,30, 0.16000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1988, 7,27, 9,45, 0.20000E+01,-,01562000  
SJ4_2660_2360.OTOTN:1988, 8,31,10, 0, 0.15000E+01,-,01562000  
