TABLE->,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.432502,0.200288,0,0.043250,0.432502,0.500000,0.000200,0.000034
A10003,1,0,0,1,0,1,0,1,0,0.099445,0.067324,0,0.009943,0.099445,0.500000,0.000067,0.000017
A10005,1,0,0,1,0,1,0,1,0,0.474654,0.200181,0,0.047467,0.474654,0.500000,0.000200,0.000024
A11001,1,0,0,1,0,1,0,1,0,0.141563,0.123431,0,0.014158,0.141563,0.500000,0.000123,0.000023
A24001,1,0,0,1,0,1,0,1,0,0.118285,0.088678,0,0.011828,0.118285,0.500000,0.000088,0.000044
A24003,1,0,0,1,0,1,0,1,0,0.088887,0.060885,0,0.008888,0.088887,0.500000,0.000061,0.000018
A24005,1,0,0,1,0,1,0,1,0,0.181869,0.118927,0,0.018186,0.181869,0.500000,0.000119,0.000018
A24009,1,0,0,1,0,1,0,1,0,0.081938,0.058540,0,0.008194,0.081938,0.500000,0.000059,0.000022
A24011,1,0,0,1,0,1,0,1,0,0.111057,0.068575,0,0.011107,0.111057,0.500000,0.000069,0.000022
A24013,1,0,0,1,0,1,0,1,0,0.325672,0.141492,0,0.032565,0.325672,0.500000,0.000141,0.000039
A24015,1,0,0,1,0,1,0,1,0,0.156721,0.103341,0,0.015673,0.156721,0.500000,0.000103,0.000023
A24017,1,0,0,1,0,1,0,1,0,0.064840,0.051004,0,0.006484,0.064840,0.500000,0.000051,0.000027
A24019,1,0,0,1,0,1,0,1,0,0.097340,0.061891,0,0.009734,0.097340,0.500000,0.000062,0.000025
A24021,1,0,0,1,0,1,0,1,0,0.126333,0.087104,0,0.012634,0.126333,0.500000,0.000087,0.000024
A24023,1,0,0,1,0,1,0,1,0,0.087234,0.055850,0,0.008724,0.087234,0.500000,0.000056,0.000018
A24025,1,0,0,1,0,1,0,1,0,0.172888,0.105501,0,0.017289,0.172888,0.500000,0.000106,0.000018
A24027,1,0,0,1,0,1,0,1,0,0.150367,0.102798,0,0.015037,0.150367,0.500000,0.000103,0.000021
A24029,1,0,0,1,0,1,0,1,0,0.088592,0.064391,0,0.008859,0.088592,0.500000,0.000065,0.000016
A24031,1,0,0,1,0,1,0,1,0,0.130374,0.097991,0,0.013037,0.130374,0.500000,0.000098,0.000021
A24033,1,0,0,1,0,1,0,1,0,0.084530,0.062489,0,0.008453,0.084530,0.500000,0.000063,0.000026
A24035,1,0,0,1,0,1,0,1,0,0.224377,0.122546,0,0.022438,0.224377,0.500000,0.000123,0.000022
A24037,1,0,0,1,0,1,0,1,0,0.088897,0.070757,0,0.008890,0.088897,0.500000,0.000070,0.000027
A24039,1,0,0,1,0,1,0,1,0,0.092685,0.059715,0,0.009269,0.092685,0.500000,0.000059,0.000025
A24041,1,0,0,1,0,1,0,1,0,0.102236,0.066617,0,0.010223,0.102236,0.500000,0.000066,0.000020
A24043,1,0,0,1,0,1,0,1,0,0.283044,0.212044,0,0.028303,0.283044,0.500000,0.000212,0.000016
A24045,1,0,0,1,0,1,0,1,0,0.109847,0.076554,0,0.010985,0.109847,0.500000,0.000076,0.000028
A24047,1,0,0,1,0,1,0,1,0,0.112026,0.076147,0,0.011202,0.112026,0.500000,0.000076,0.000027
A24510,1,0,0,1,0,1,0,1,0,0.149441,0.096153,0,0.014944,0.149441,0.500000,0.000096,0.000016
A36003,1,0,0,1,0,1,0,1,0,0.133437,0.078999,0,0.013343,0.133437,0.500000,0.000079,0.000040
A36007,1,0,0,1,0,1,0,1,0,0.100971,0.072895,0,0.010097,0.100971,0.500000,0.000072,0.000019
A36015,1,0,0,1,0,1,0,1,0,0.123928,0.085090,0,0.012393,0.123928,0.500000,0.000085,0.000039
A36017,1,0,0,1,0,1,0,1,0,0.122888,0.072438,0,0.012289,0.122888,0.500000,0.000072,0.000019
A36023,1,0,0,1,0,1,0,1,0,0.096489,0.069643,0,0.009648,0.096489,0.500000,0.000070,0.000014
A36025,1,0,0,1,0,1,0,1,0,0.093052,0.067617,0,0.009306,0.093052,0.500000,0.000067,0.000018
A36043,1,0,0,1,0,1,0,1,0,0.106803,0.065513,0,0.010680,0.106803,0.500000,0.000066,0.000018
A36051,1,0,0,1,0,1,0,1,0,0.129618,0.080457,0,0.012961,0.129618,0.500000,0.000081,0.000025
A36053,1,0,0,1,0,1,0,1,0,0.122647,0.081878,0,0.012266,0.122647,0.500000,0.000082,0.000015
