 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SU1_1630_1610,p531_2010E3PJun16        , 0.26860E+13, 0.26860E+13, 0.13972E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.26839E+13, 0.26839E+13, 0.22215E+06, 0.00000E+00, 0.00000E+00
SW1_1570_1640,p531_2010E3PJun16        , 0.47066E+13, 0.47066E+13, 0.34534E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.47180E+13, 0.47180E+13, 0.96020E+06, 0.00000E+00, 0.00000E+00
PS1_4790_4830,p531_2010E3PJun16        , 0.23078E+13, 0.23078E+13, 0.14522E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.23076E+13, 0.23076E+13, 0.48922E+04, 0.00000E+00, 0.00000E+00
JL3_7020_7100,p531_2010E3PJun16        , 0.60375E+13, 0.60375E+13, 0.26417E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.60373E+13, 0.60373E+13, 0.69380E+05, 0.00000E+00, 0.00000E+00
PU0_3000_3090,p531_2010E3PJun16        , 0.13876E+13, 0.13876E+13, 0.11639E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.14025E+13, 0.14025E+13, 0.22838E+07, 0.00000E+00, 0.00000E+00
SJ2_2150_2130,p531_2010E3PJun16        , 0.21944E+13, 0.21944E+13, 0.93418E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.21937E+13, 0.21937E+13, 0.14156E+07, 0.00000E+00, 0.00000E+00
SU2_1550_1620,p531_2010E3PJun16        , 0.53889E+13, 0.53889E+13, 0.83699E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.53911E+13, 0.53911E+13, 0.31900E+07, 0.00000E+00, 0.00000E+00
PU0_3751_3752,p531_2010E3PJun16        , 0.19461E+12, 0.19461E+12, 0.14155E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.19896E+12, 0.19896E+12, 0.22166E+06, 0.00000E+00, 0.00000E+00
PS2_6730_6660,p531_2010E3PJun16        , 0.11930E+13, 0.11930E+13, 0.95018E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.11962E+13, 0.11962E+13, 0.88631E+06, 0.00000E+00, 0.00000E+00
JL1_7170_6800,p531_2010E3PJun16        , 0.14176E+13, 0.14176E+13, 0.12014E+03, 0.00000E+00, 0.00000E+00,p531pq                   , 0.14180E+13, 0.14180E+13, 0.17886E+03, 0.00000E+00, 0.00000E+00
SJ2_2110_2170,p531_2010E3PJun16        , 0.92576E+12, 0.92576E+12, 0.00000E+00, 0.00000E+00, 0.00000E+00,p531pq                   , 0.92735E+12, 0.92735E+12, 0.00000E+00, 0.00000E+00, 0.00000E+00
SW1_1560_1460,p531_2010E3PJun16        , 0.14201E+13, 0.14201E+13, 0.87938E+03, 0.00000E+00, 0.00000E+00,p531pq                   , 0.14206E+13, 0.14206E+13, 0.17404E+04, 0.00000E+00, 0.00000E+00
SU2_1200_1310,p531_2010E3PJun16        , 0.33736E+13, 0.33736E+13, 0.35319E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.33723E+13, 0.33723E+13, 0.73724E+05, 0.00000E+00, 0.00000E+00
SJ2_1900_1930,p531_2010E3PJun16        , 0.52900E+13, 0.52900E+13, 0.11124E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.52927E+13, 0.52927E+13, 0.28828E+07, 0.00000E+00, 0.00000E+00
PS2_5550_5560,p531_2010E3PJun16        , 0.51724E+13, 0.51724E+13, 0.46221E+04, 0.00000E+00, 0.00000E+00,p531pq                   , 0.51720E+13, 0.51720E+13, 0.61534E+05, 0.00000E+00, 0.00000E+00
SW1_1180_1190,p531_2010E3PJun16        , 0.97619E+12, 0.97619E+12, 0.00000E+00, 0.00000E+00, 0.00000E+00,p531pq                   , 0.97629E+12, 0.97629E+12, 0.00000E+00, 0.00000E+00, 0.00000E+00
JL2_6240_6520,p531_2010E3PJun16        , 0.34327E+13, 0.34327E+13, 0.12209E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.34392E+13, 0.34392E+13, 0.21107E+06, 0.00000E+00, 0.00000E+00
PU2_3090_4050,p531_2010E3PJun16        , 0.20509E+10, 0.20470E+10, 0.38461E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.23696E+10, 0.23656E+10, 0.40031E+07, 0.00000E+00, 0.00000E+00
SJ3_2160_2170,p531_2010E3PJun16        , 0.51308E+13, 0.51308E+13, 0.39158E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.51323E+13, 0.51323E+13, 0.12068E+05, 0.00000E+00, 0.00000E+00
JL2_7110_7120,p531_2010E3PJun16        , 0.57139E+13, 0.57139E+13, 0.79636E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.57194E+13, 0.57194E+13, 0.18122E+06, 0.00000E+00, 0.00000E+00
SW1_1160_1260,p531_2010E3PJun16        , 0.10793E+13, 0.10793E+13, 0.00000E+00, 0.00000E+00, 0.00000E+00,p531pq                   , 0.10798E+13, 0.10798E+13, 0.00000E+00, 0.00000E+00, 0.00000E+00
SU1_1480_1500,p531_2010E3PJun16        , 0.15196E+13, 0.15196E+13, 0.20854E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.15187E+13, 0.15187E+13, 0.30450E+08, 0.00000E+00, 0.00000E+00
PU2_4730_4220,p531_2010E3PJun16        , 0.13017E+13, 0.13017E+13, 0.31352E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.13451E+13, 0.13451E+13, 0.34826E+07, 0.00000E+00, 0.00000E+00
PS1_4830_5080,p531_2010E3PJun16        , 0.55368E+09, 0.55338E+09, 0.29758E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.93285E+09, 0.93249E+09, 0.36264E+06, 0.00000E+00, 0.00000E+00
