 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PU0_3000_3090,p531_2010NA              , 0.12065E+10, 0.12055E+10, 0.96697E+06, 0.00000E+00, 0.31140E+05,p531pq                   , 0.11734E+10, 0.11729E+10, 0.53590E+06, 0.00000E+00, 0.31086E+05
SW1_1570_1640,p531_2010NA              , 0.40286E+10, 0.40283E+10, 0.29136E+06, 0.00000E+00, 0.40290E+05,p531pq                   , 0.39471E+10, 0.39469E+10, 0.10619E+06, 0.00000E+00, 0.45864E+05
SU1_1630_1610,p531_2010NA              , 0.23092E+10, 0.23090E+10, 0.26471E+05, 0.00000E+00, 0.13636E+06,p531pq                   , 0.22456E+10, 0.22454E+10, 0.21328E+05, 0.00000E+00, 0.13658E+06
JL3_7020_7100,p531_2010NA              , 0.51249E+10, 0.51245E+10, 0.14523E+05, 0.00000E+00, 0.34728E+06,p531pq                   , 0.50527E+10, 0.50523E+10, 0.16086E+05, 0.00000E+00, 0.31076E+06
PS1_4790_4830,p531_2010NA              , 0.19613E+10, 0.19612E+10, 0.15762E+06, 0.00000E+00, 0.17752E+05,p531pq                   , 0.19302E+10, 0.19300E+10, 0.15722E+06, 0.00000E+00, 0.18389E+05
PU0_3751_3752,p531_2010NA              , 0.16806E+09, 0.16805E+09, 0.16876E+04, 0.00000E+00, 0.91883E+04,p531pq                   , 0.16674E+09, 0.16672E+09, 0.21194E+04, 0.00000E+00, 0.92191E+04
PS2_6730_6660,p531_2010NA              , 0.10200E+10, 0.10191E+10, 0.81294E+06, 0.00000E+00, 0.10858E+06,p531pq                   , 0.10001E+10, 0.99981E+09, 0.14424E+06, 0.00000E+00, 0.10813E+06
SW1_1560_1460,p531_2010NA              , 0.12107E+10, 0.12107E+10, 0.65275E+02, 0.00000E+00, 0.00000E+00,p531pq                   , 0.11879E+10, 0.11879E+10, 0.65275E+02, 0.00000E+00, 0.00000E+00
JL1_7170_6800,p531_2010NA              , 0.11946E+10, 0.11944E+10, 0.65084E+02, 0.00000E+00, 0.20945E+06,p531pq                   , 0.11866E+10, 0.11864E+10, 0.35606E+02, 0.00000E+00, 0.16358E+06
SU2_1550_1620,p531_2010NA              , 0.46290E+10, 0.46280E+10, 0.65371E+06, 0.00000E+00, 0.35714E+06,p531pq                   , 0.45104E+10, 0.45094E+10, 0.58279E+06, 0.00000E+00, 0.35526E+06
SW1_1180_1190,p531_2010NA              , 0.83016E+09, 0.83015E+09, 0.00000E+00, 0.00000E+00, 0.84549E+04,p531pq                   , 0.81642E+09, 0.81641E+09, 0.00000E+00, 0.00000E+00, 0.84501E+04
PS2_5550_5560,p531_2010NA              , 0.43832E+10, 0.43832E+10, 0.25130E+04, 0.00000E+00, 0.39487E+05,p531pq                   , 0.43249E+10, 0.43248E+10, 0.66828E+05, 0.00000E+00, 0.39593E+05
