 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
SW1_1570_1640,p531_2010E3NJun16        , 0.39365E+10, 0.39364E+10, 0.15839E+05, 0.00000E+00, 0.45868E+05,p531pq                   , 0.39471E+10, 0.39469E+10, 0.10619E+06, 0.00000E+00, 0.45864E+05
PU0_3000_3090,p531_2010E3NJun16        , 0.11604E+10, 0.11603E+10, 0.66045E+05, 0.00000E+00, 0.31089E+05,p531pq                   , 0.11734E+10, 0.11729E+10, 0.53590E+06, 0.00000E+00, 0.31086E+05
SU1_1630_1610,p531_2010E3NJun16        , 0.22470E+10, 0.22468E+10, 0.13050E+05, 0.00000E+00, 0.13658E+06,p531pq                   , 0.22456E+10, 0.22454E+10, 0.21328E+05, 0.00000E+00, 0.13658E+06
SJ2_2150_2130,p531_2010E3NJun16        , 0.18351E+10, 0.18349E+10, 0.26519E+04, 0.00000E+00, 0.11406E+06,p531pq                   , 0.18346E+10, 0.18344E+10, 0.67201E+05, 0.00000E+00, 0.11404E+06
PS1_4790_4830,p531_2010E3NJun16        , 0.19300E+10, 0.19300E+10, 0.60549E+04, 0.00000E+00, 0.18390E+05,p531pq                   , 0.19302E+10, 0.19300E+10, 0.15722E+06, 0.00000E+00, 0.18389E+05
JL3_7020_7100,p531_2010E3NJun16        , 0.50513E+10, 0.50510E+10, 0.95620E+04, 0.00000E+00, 0.31078E+06,p531pq                   , 0.50527E+10, 0.50523E+10, 0.16086E+05, 0.00000E+00, 0.31076E+06
PU0_3751_3752,p531_2010E3NJun16        , 0.16293E+09, 0.16292E+09, 0.59677E+02, 0.00000E+00, 0.92247E+04,p531pq                   , 0.16674E+09, 0.16672E+09, 0.21194E+04, 0.00000E+00, 0.92191E+04
SJ2_2110_2170,p531_2010E3NJun16        , 0.77409E+09, 0.77407E+09, 0.00000E+00, 0.00000E+00, 0.12266E+05,p531pq                   , 0.77548E+09, 0.77547E+09, 0.00000E+00, 0.00000E+00, 0.12265E+05
JL1_7170_6800,p531_2010E3NJun16        , 0.11859E+10, 0.11858E+10, 0.43389E+02, 0.00000E+00, 0.16358E+06,p531pq                   , 0.11866E+10, 0.11864E+10, 0.35606E+02, 0.00000E+00, 0.16358E+06
PS2_6730_6660,p531_2010E3NJun16        , 0.99742E+09, 0.99728E+09, 0.32319E+05, 0.00000E+00, 0.10815E+06,p531pq                   , 0.10001E+10, 0.99981E+09, 0.14424E+06, 0.00000E+00, 0.10813E+06
SU2_1550_1620,p531_2010E3NJun16        , 0.45076E+10, 0.45071E+10, 0.94118E+05, 0.00000E+00, 0.35527E+06,p531pq                   , 0.45104E+10, 0.45094E+10, 0.58279E+06, 0.00000E+00, 0.35526E+06
SW1_1560_1460,p531_2010E3NJun16        , 0.11875E+10, 0.11875E+10, 0.21758E+01, 0.00000E+00, 0.00000E+00,p531pq                   , 0.11879E+10, 0.11879E+10, 0.65275E+02, 0.00000E+00, 0.00000E+00
SJ2_1900_1930,p531_2010E3NJun16        , 0.44238E+10, 0.44237E+10, 0.19973E+05, 0.00000E+00, 0.57833E+05,p531pq                   , 0.44271E+10, 0.44267E+10, 0.37992E+06, 0.00000E+00, 0.57831E+05
