 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PU0_3000_3090,p531_2010NA              , 0.15072E+10, 0.14999E+10, 0.58052E+07, 0.93207E+06, 0.50640E+06,p531pq                   , 0.14612E+10, 0.14576E+10, 0.20025E+07, 0.93207E+06, 0.75445E+06
SW1_1570_1640,p531_2010NA              , 0.49641E+10, 0.49610E+10, 0.17497E+07, 0.80507E+06, 0.57672E+06,p531pq                   , 0.48672E+10, 0.48650E+10, 0.40838E+06, 0.80507E+06, 0.10354E+07
SU1_1630_1610,p531_2010NA              , 0.28412E+10, 0.28390E+10, 0.12137E+06, 0.33230E+06, 0.17120E+07,p531pq                   , 0.27657E+10, 0.27623E+10, 0.10270E+06, 0.33230E+06, 0.29064E+07
JL3_7020_7100,p531_2010NA              , 0.62870E+10, 0.62825E+10, 0.86763E+05, 0.50545E+06, 0.38888E+07,p531pq                   , 0.62039E+10, 0.61977E+10, 0.84972E+05, 0.50545E+06, 0.56108E+07
PS1_4790_4830,p531_2010NA              , 0.24087E+10, 0.24080E+10, 0.29984E+06, 0.15408E+06, 0.21741E+06,p531pq                   , 0.23725E+10, 0.23716E+10, 0.29813E+06, 0.15408E+06, 0.39073E+06
PU0_3751_3752,p531_2010NA              , 0.21456E+09, 0.21404E+09, 0.72404E+05, 0.30844E+06, 0.13278E+06,p531pq                   , 0.21348E+09, 0.21288E+09, 0.75112E+05, 0.30844E+06, 0.21673E+06
PS2_6730_6660,p531_2010NA              , 0.12669E+10, 0.12598E+10, 0.48784E+07, 0.70117E+06, 0.15178E+07,p531pq                   , 0.12389E+10, 0.12352E+10, 0.80061E+06, 0.70117E+06, 0.21519E+07
SW1_1560_1460,p531_2010NA              , 0.14833E+10, 0.14832E+10, 0.29671E+02, 0.65223E+05, 0.00000E+00,p531pq                   , 0.14561E+10, 0.14560E+10, 0.29671E+02, 0.65223E+05, 0.00000E+00
JL1_7170_6800,p531_2010NA              , 0.14666E+10, 0.14640E+10, 0.31918E+03, 0.18192E+06, 0.24146E+07,p531pq                   , 0.14593E+10, 0.14560E+10, 0.23225E+03, 0.18192E+06, 0.31165E+07
SU2_1550_1620,p531_2010NA              , 0.56819E+10, 0.56730E+10, 0.39267E+07, 0.71266E+06, 0.42898E+07,p531pq                   , 0.55445E+10, 0.55327E+10, 0.35386E+07, 0.71266E+06, 0.74832E+07
