 seg,scen,Total,Stream,PS,Sep,Atdep,calscen,Total,Stream,PS,Sep,Atdep
PU0_3000_3090,p531_2010NA              , 0.14415E+13, 0.14415E+13, 0.96352E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.14025E+13, 0.14025E+13, 0.22838E+07, 0.00000E+00, 0.00000E+00
SW1_1570_1640,p531_2010NA              , 0.48156E+13, 0.48155E+13, 0.29024E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.47180E+13, 0.47180E+13, 0.96020E+06, 0.00000E+00, 0.00000E+00
SU1_1630_1610,p531_2010NA              , 0.27601E+13, 0.27601E+13, 0.39034E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.26839E+13, 0.26839E+13, 0.22215E+06, 0.00000E+00, 0.00000E+00
JL3_7020_7100,p531_2010NA              , 0.61226E+13, 0.61226E+13, 0.14426E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.60373E+13, 0.60373E+13, 0.69380E+05, 0.00000E+00, 0.00000E+00
PS1_4790_4830,p531_2010NA              , 0.23449E+13, 0.23449E+13, 0.14236E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.23076E+13, 0.23076E+13, 0.48922E+04, 0.00000E+00, 0.00000E+00
PU0_3751_3752,p531_2010NA              , 0.20068E+12, 0.20068E+12, 0.22137E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.19896E+12, 0.19896E+12, 0.22166E+06, 0.00000E+00, 0.00000E+00
PS2_6730_6660,p531_2010NA              , 0.12193E+13, 0.12192E+13, 0.80902E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.11962E+13, 0.11962E+13, 0.88631E+06, 0.00000E+00, 0.00000E+00
SW1_1560_1460,p531_2010NA              , 0.14479E+13, 0.14479E+13, 0.17404E+04, 0.00000E+00, 0.00000E+00,p531pq                   , 0.14206E+13, 0.14206E+13, 0.17404E+04, 0.00000E+00, 0.00000E+00
JL1_7170_6800,p531_2010NA              , 0.14277E+13, 0.14277E+13, 0.63967E+03, 0.00000E+00, 0.00000E+00,p531pq                   , 0.14180E+13, 0.14180E+13, 0.17886E+03, 0.00000E+00, 0.00000E+00
SU2_1550_1620,p531_2010NA              , 0.55334E+13, 0.55334E+13, 0.65138E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.53911E+13, 0.53911E+13, 0.31900E+07, 0.00000E+00, 0.00000E+00
SW1_1180_1190,p531_2010NA              , 0.99275E+12, 0.99275E+12, 0.00000E+00, 0.00000E+00, 0.00000E+00,p531pq                   , 0.97629E+12, 0.97629E+12, 0.00000E+00, 0.00000E+00, 0.00000E+00
PS2_5550_5560,p531_2010NA              , 0.52414E+13, 0.52414E+13, 0.25468E+05, 0.00000E+00, 0.00000E+00,p531pq                   , 0.51720E+13, 0.51720E+13, 0.61534E+05, 0.00000E+00, 0.00000E+00
SU2_1200_1310,p531_2010NA              , 0.34648E+13, 0.34648E+13, 0.19222E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.33723E+13, 0.33723E+13, 0.73724E+05, 0.00000E+00, 0.00000E+00
JL2_6240_6520,p531_2010NA              , 0.35397E+13, 0.35397E+13, 0.66563E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.34392E+13, 0.34392E+13, 0.21107E+06, 0.00000E+00, 0.00000E+00
PU2_3090_4050,p531_2010NA              , 0.28656E+10, 0.28425E+10, 0.23069E+08, 0.00000E+00, 0.00000E+00,p531pq                   , 0.23696E+10, 0.23656E+10, 0.40031E+07, 0.00000E+00, 0.00000E+00
SW1_1160_1260,p531_2010NA              , 0.10923E+13, 0.10923E+13, 0.00000E+00, 0.00000E+00, 0.00000E+00,p531pq                   , 0.10798E+13, 0.10798E+13, 0.00000E+00, 0.00000E+00, 0.00000E+00
PU2_4730_4220,p531_2010NA              , 0.13484E+13, 0.13484E+13, 0.26842E+08, 0.00000E+00, 0.00000E+00,p531pq                   , 0.13451E+13, 0.13451E+13, 0.34826E+07, 0.00000E+00, 0.00000E+00
JL2_7110_7120,p531_2010NA              , 0.57707E+13, 0.57707E+13, 0.42434E+06, 0.00000E+00, 0.00000E+00,p531pq                   , 0.57194E+13, 0.57194E+13, 0.18122E+06, 0.00000E+00, 0.00000E+00
SU1_1480_1500,p531_2010NA              , 0.15622E+13, 0.15622E+13, 0.46838E+08, 0.00000E+00, 0.00000E+00,p531pq                   , 0.15187E+13, 0.15187E+13, 0.30450E+08, 0.00000E+00, 0.00000E+00
PS1_4830_5080,p531_2010NA              , 0.97492E+09, 0.97258E+09, 0.23366E+07, 0.00000E+00, 0.00000E+00,p531pq                   , 0.93285E+09, 0.93249E+09, 0.36264E+06, 0.00000E+00, 0.00000E+00
JL1_6560_6440,p531_2010NA              , 0.15588E+13, 0.15588E+13, 0.13995E+04, 0.00000E+00, 0.00000E+00,p531pq                   , 0.15212E+13, 0.15212E+13, 0.15943E+06, 0.00000E+00, 0.00000E+00
