lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  0.957088709
 A11001,  1.25
 A24001,  1.16012061
 A24003,  0.840798914
 A24005,  1.18855703
 A24009,  1.09686506
 A24011,  0.84559679
 A24013,  1.24688768
 A24015,  1.25
 A24017,  0.992764413
 A24019,  0.75
 A24021,  1.05245423
 A24023,  1.14722002
 A24025,  1.02204883
 A24027,  1.1804868
 A24029,  0.75
 A24031,  1.25
 A24033,  1.25
 A24035,  0.97756511
 A24037,  1.07426953
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.06025457
 A24047,  1.06269288
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06214941
 A36015,  1.18296182
 A36017,  1.04268765
 A36023,  1.0167408
 A36025,  1.00446546
 A36043,  1.16700804
 A36051,  1.13025486
 A36053,  1.24345326
 A36065,  1.25
 A36067,  1.04915297
 A36069,  1.13025486
 A36077,  0.949497104
 A36095,  1.00420105
 A36097,  1.17351198
 A36101,  1.24791849
 A36107,  1.04069006
 A36109,  1.04051864
 A36123,  1.13025486
 A37001,  0.75
 A37005,  1.25
 A37009,  1.16162813
 A37033,  1.17292905
 A37067,  1.25
 A37077,  0.75
 A37081,  1.25
 A37131,  1.23251188
 A37135,  0.75
 A37145,  1.17292905
 A37157,  1.22967279
 A37169,  1.23343801
 A37171,  1.03800201
 A37181,  0.75
 A37185,  0.75
 A37189,  0.991130769
 A42001,  1.15654683
 A42009,  1.05680668
 A42011,  0.909315526
 A42013,  1.06757951
 A42015,  1.15048683
 A42021,  1.11351693
 A42023,  1.25
 A42025,  1.15916169
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09249675
 A42035,  1.18139327
 A42037,  0.970444322
 A42041,  1.06331086
 A42043,  1.25
 A42047,  1.25
 A42055,  1.18008375
 A42057,  1.10368526
 A42061,  1.02179146
 A42063,  0.988113403
 A42065,  0.988113403
 A42067,  1.16126275
 A42069,  1.25
 A42071,  1.25
 A42075,  1.14114392
 A42079,  1.25
 A42081,  0.94884181
 A42083,  1.25
 A42087,  0.991626203
 A42093,  1.09252286
 A42097,  0.998729169
 A42099,  0.985272527
 A42105,  1.25
 A42107,  1.10051405
 A42109,  1.0690912
 A42111,  1.08280325
 A42113,  0.972157955
 A42115,  1.0766952
 A42117,  1.10685039
 A42119,  0.888263345
 A42127,  1.06899858
 A42131,  1.25
 A42133,  1.25
 A47091,  1.04467118
 A47163,  1.04467118
 A51001,  0.75
 A51003,  1.17916954
 A51005,  1.03608859
 A51007,  1.22956288
 A51009,  1.06229794
 A51011,  1.12481034
 A51013,  0.75
 A51015,  1.25
 A51017,  1.25
 A51019,  1.24307799
 A51021,  1.01863432
 A51023,  0.964711428
 A51025,  1.14520288
 A51027,  1.02901757
 A51029,  1.13225877
 A51031,  1.14010215
 A51033,  1.18033814
 A51035,  1.01701045
 A51036,  1.079301
 A51037,  1.10420156
 A51041,  1.23486757
 A51043,  1.25
 A51045,  0.934833407
 A51047,  1.08942294
 A51049,  1.14037502
 A51051,  1.10722947
 A51053,  1.19309711
 A51057,  1.03289044
 A51059,  1.25
 A51061,  1.12452734
 A51063,  1.24922884
 A51065,  1.25
 A51067,  1.07741988
 A51069,  1.24783421
 A51071,  0.90532434
 A51073,  0.75
 A51075,  1.11666703
 A51077,  1.25
 A51079,  1.0727849
 A51081,  1.19749737
 A51083,  1.25
 A51085,  1.08946872
 A51087,  1.079301
 A51089,  1.06728148
 A51091,  1.25
 A51093,  1.15541661
 A51095,  0.75
 A51097,  1.16644883
 A51099,  0.75
 A51101,  1.14573753
 A51103,  0.75
 A51105,  0.888901114
 A51107,  1.06508088
 A51109,  1.15092373
 A51111,  1.22770739
 A51113,  1.00996459
 A51115,  0.75
 A51117,  1.06700492
 A51119,  0.75
 A51121,  1.1023432
 A51125,  0.828011215
 A51127,  1.079301
 A51131,  0.75
 A51133,  0.75
 A51135,  1.22565937
 A51137,  1.19287574
 A51139,  1.1440376
 A51141,  1.09728312
 A51143,  1.20440984
 A51145,  1.10383785
 A51147,  1.17739952
 A51149,  1.07099044
 A51153,  1.09733462
 A51155,  1.19608307
 A51157,  0.930378497
 A51159,  0.990900457
 A51161,  0.980273426
 A51163,  1.19501805
 A51165,  1.25
 A51167,  1.21386051
 A51169,  1.16028261
 A51171,  1.25
 A51173,  1.19084263
 A51175,  1.16950679
 A51177,  1.19938719
 A51179,  1.086604
 A51181,  1.08320868
 A51183,  1.12129986
 A51185,  1.08665466
 A51187,  1.13297045
 A51191,  1.21137035
 A51193,  0.990900457
 A51195,  1.25
 A51197,  1.24641979
 A51199,  0.75
 A51510,  1.25
 A51515,  0.966797292
 A51520,  0.75
 A51530,  1.15966952
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  0.984263301
 A51590,  1.13992929
 A51595,  1.01604104
 A51600,  1.25
 A51610,  1.25
 A51620,  0.75
 A51630,  1.25
 A51640,  1.25
 A51650,  0.75
 A51660,  1.0444386
 A51670,  0.75
 A51678,  1.25
 A51680,  1.11635101
 A51683,  0.75
 A51685,  0.75
 A51690,  0.904231787
 A51700,  0.75
 A51710,  0.75
 A51720,  0.951709092
 A51730,  1.07099044
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.079301
 A51770,  0.963520825
 A51775,  1.00580335
 A51790,  1.25
 A51800,  1.0820024
 A51810,  0.75
 A51820,  0.85484606
 A51830,  0.75
 A51840,  1.25
 A54003,  1.14074278
 A54023,  1.08285928
 A54027,  1.18173456
 A54031,  1.15082276
 A54037,  1.18465734
 A54057,  1.25
 A54063,  1.07793725
 A54065,  1.10449684
 A54071,  1.22727597
 A54077,  0.774780273
 A54093,  0.75
 B24001,  1.08006573
 B24021,  1.15387356
 B37005,  1.25
 B37009,  1.12342691
 B42001,  1.15622663
 B42009,  0.967872977
 B42015,  1.1681143
 B42027,  1.19461477
 B42035,  1.14208663
 B42041,  1.25
 B42043,  0.970079243
 B42055,  1.12734687
 B42079,  0.965868175
 B42081,  1.1653161
 B42119,  1.00114834
 B42131,  1.16222286
 B51003,  1.25
 B51009,  0.75
 B51015,  0.853331268
 B51017,  1.09267521
 B51019,  1.14395678
 B51023,  1.00984442
 B51035,  0.75
 B51061,  1.03142464
 B51067,  1.11690021
 B51071,  1.12339699
 B51077,  1.25
 B51079,  1.03301644
 B51091,  1.05958712
 B51105,  0.888901114
 B51113,  0.937803984
 B51125,  0.860545874
 B51139,  1.14382231
 B51141,  0.916626334
 B51157,  0.931394219
 B51161,  1.04434776
 B51163,  1.25
 B51165,  1.09320414
 B51167,  1.20986319
 B51169,  1.16028261
 B51171,  0.997629881
 B51173,  1.09755278
 B51185,  1.22390223
 B51187,  1.14016342
 B51191,  1.04467118
 B51195,  0.957377136
 B51197,  1.25
 B54023,  1.25
 B54031,  1.1600467
 B54057,  1.25
 B54071,  1.25
 C42009,  1.16013646
 C51015,  1.19172347
 C51071,  1.05482292
 C51165,  1.11353648
 F10005,  0.75
 F11001,  1.25
 F24001,  1.15891278
 F24003,  0.840798914
 F24005,  1.11491263
 F24009,  1.09686506
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.08735383
 F24023,  1.0933404
 F24025,  0.75
 F24027,  1.25
 F24029,  0.75
 F24031,  1.25
 F24033,  1.09330094
 F24035,  0.75
 F24037,  0.882404089
 F24039,  0.75
 F24041,  0.75
 F24043,  1.22156239
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.09114039
 F36015,  1.2000109
 F36025,  1.00420105
 F36101,  1.25
 F42001,  1.10654998
 F42009,  0.75
 F42011,  0.846787274
 F42013,  1.25
 F42021,  1.25
 F42027,  1.14196372
 F42033,  0.983240664
 F42035,  0.75
 F42041,  1.21529901
 F42043,  0.955107868
 F42055,  1.08325183
 F42061,  1.16126275
 F42069,  1.25
 F42071,  0.75
 F42075,  0.896758735
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  0.981232345
 F42115,  0.75
 F42117,  1.25
 F42119,  0.75
 F42133,  1.07948148
 F51001,  0.75
 F51003,  1.25
 F51005,  1.0383209
 F51009,  0.75
 F51011,  1.21856451
 F51013,  0.75
 F51015,  0.888752997
 F51017,  1.25
 F51019,  1.15966952
 F51023,  0.999636889
 F51033,  1.18906379
 F51041,  0.75
 F51043,  1.10979342
 F51045,  0.936900735
 F51053,  0.75
 F51057,  0.75
 F51059,  0.889946699
 F51061,  1.07300758
 F51069,  0.752413154
 F51071,  0.90532434
 F51079,  0.955480993
 F51085,  1.079301
 F51087,  1.079301
 F51091,  1.00317323
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.03876138
 F51113,  0.931367695
 F51121,  0.971575081
 F51125,  0.75
 F51131,  0.75
 F51137,  1.25
 F51139,  1.14245605
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.09733462
 F51157,  0.918054461
 F51159,  0.75
 F51161,  0.923079908
 F51163,  1.1187557
 F51165,  1.04938304
 F51171,  0.942825973
 F51177,  1.19997704
 F51179,  1.086604
 F51181,  0.75
 F51187,  1.17650914
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.15966952
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.838698983
 F51830,  0.75
 F54003,  0.75
 F54023,  1.06205046
 F54027,  1.22619784
 F54031,  1.17994058
 F54037,  1.07592714
 F54057,  0.75
 F54063,  0.967970729
 F54065,  0.75
 F54071,  1.07545125
end,
