lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  0.953728855
 A11001,  1.25
 A24001,  1.15340495
 A24003,  0.806521714
 A24005,  1.18178713
 A24009,  1.09522223
 A24011,  0.81779182
 A24013,  1.23728049
 A24015,  1.25
 A24017,  0.990967453
 A24019,  0.75
 A24021,  1.03741169
 A24023,  1.15170944
 A24025,  1.01776886
 A24027,  1.17094564
 A24029,  0.75
 A24031,  1.25
 A24033,  1.24945569
 A24035,  0.974155605
 A24037,  1.0685761
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.06050789
 A24047,  1.0631268
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06308198
 A36015,  1.18940306
 A36017,  1.03847921
 A36023,  1.01330972
 A36025,  1.00792325
 A36043,  1.19237995
 A36051,  1.1158123
 A36053,  1.25
 A36065,  1.25
 A36067,  1.05137086
 A36069,  1.1158123
 A36077,  0.946533918
 A36095,  1.00783277
 A36097,  1.16547716
 A36101,  1.25
 A36107,  1.03690922
 A36109,  1.03672194
 A36123,  1.1158123
 A37001,  0.75
 A37005,  1.25
 A37009,  1.16702485
 A37033,  1.15844834
 A37067,  1.24919975
 A37077,  0.75
 A37081,  1.24919975
 A37131,  1.24370515
 A37135,  0.75
 A37145,  1.15844834
 A37157,  1.22083426
 A37169,  1.23006666
 A37171,  1.03203702
 A37181,  0.75
 A37185,  0.75
 A37189,  0.981230378
 A42001,  1.15605259
 A42009,  1.05957413
 A42011,  0.883174419
 A42013,  1.06717753
 A42015,  1.15199268
 A42021,  1.11894894
 A42023,  1.25
 A42025,  1.168419
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09192872
 A42035,  1.18627
 A42037,  0.96170032
 A42041,  1.05742979
 A42043,  1.25
 A42047,  1.25
 A42055,  1.18149722
 A42057,  1.10446692
 A42061,  1.0164659
 A42063,  0.978382707
 A42065,  0.978382707
 A42067,  1.17207491
 A42069,  1.25
 A42071,  1.24914896
 A42075,  1.14127898
 A42079,  1.25
 A42081,  0.944935024
 A42083,  1.25
 A42087,  0.982970774
 A42093,  1.09197688
 A42097,  0.994980037
 A42099,  0.985272527
 A42105,  1.25
 A42107,  1.10177231
 A42109,  1.0688895
 A42111,  1.08413351
 A42113,  0.971916318
 A42115,  1.0770489
 A42117,  1.10649157
 A42119,  0.869567633
 A42127,  1.06831849
 A42131,  1.25
 A42133,  1.25
 A47091,  1.03999114
 A47163,  1.03999114
 A51001,  0.75
 A51003,  1.17554402
 A51005,  1.03470099
 A51007,  1.21836936
 A51009,  1.06006014
 A51011,  1.11453545
 A51013,  0.75
 A51015,  1.25
 A51017,  1.25
 A51019,  1.24186134
 A51021,  1.01601696
 A51023,  0.960016608
 A51025,  1.13805234
 A51027,  1.02885664
 A51029,  1.11706066
 A51031,  1.12827134
 A51033,  1.17551672
 A51035,  1.00824606
 A51036,  1.07822275
 A51037,  1.08904278
 A51041,  1.25
 A51043,  1.25
 A51045,  0.93476367
 A51047,  1.0986141
 A51049,  1.13426638
 A51051,  1.10205293
 A51053,  1.17991579
 A51057,  1.02571046
 A51059,  1.25
 A51061,  1.12514651
 A51063,  1.24983752
 A51065,  1.25
 A51067,  1.07134998
 A51069,  1.25
 A51071,  0.90252924
 A51073,  0.75
 A51075,  1.11495233
 A51077,  1.25
 A51079,  1.07172871
 A51081,  1.19729626
 A51083,  1.25
 A51085,  1.0820334
 A51087,  1.07822275
 A51089,  1.06085646
 A51091,  1.25
 A51093,  1.16180658
 A51095,  0.75
 A51097,  1.16006851
 A51099,  0.75
 A51101,  1.13675201
 A51103,  0.75
 A51105,  0.878360808
 A51107,  1.06217825
 A51109,  1.14849877
 A51111,  1.220963
 A51113,  1.00851464
 A51115,  0.75
 A51117,  1.0448271
 A51119,  0.75
 A51121,  1.09881628
 A51125,  0.824562013
 A51127,  1.07822275
 A51131,  0.75
 A51133,  0.75
 A51135,  1.21368074
 A51137,  1.20398271
 A51139,  1.14168203
 A51141,  1.0986073
 A51143,  1.19359791
 A51145,  1.09574771
 A51147,  1.17336345
 A51149,  1.06999457
 A51153,  1.09241867
 A51155,  1.20676589
 A51157,  0.923387825
 A51159,  0.988922656
 A51161,  0.976528645
 A51163,  1.20240033
 A51165,  1.25
 A51167,  1.21618485
 A51169,  1.15451002
 A51171,  1.25
 A51173,  1.19066012
 A51175,  1.17322409
 A51177,  1.19773173
 A51179,  1.08012319
 A51181,  1.08324242
 A51183,  1.11871707
 A51185,  1.08067107
 A51187,  1.1290884
 A51191,  1.21429527
 A51193,  0.988922656
 A51195,  1.25
 A51197,  1.24488652
 A51199,  0.75
 A51510,  1.25
 A51515,  0.93863821
 A51520,  0.75
 A51530,  1.16963637
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  0.971226275
 A51590,  1.12219
 A51595,  0.991259575
 A51600,  1.25
 A51610,  1.25
 A51620,  0.75
 A51630,  1.25
 A51640,  1.25
 A51650,  0.75
 A51660,  1.03724027
 A51670,  0.75
 A51678,  1.25
 A51680,  1.12000978
 A51683,  0.75
 A51685,  0.75
 A51690,  0.878119826
 A51700,  0.75
 A51710,  0.75
 A51720,  0.9420681
 A51730,  1.06999457
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.07822275
 A51770,  0.950178027
 A51775,  0.997875392
 A51790,  1.25
 A51800,  1.0820024
 A51810,  0.75
 A51820,  0.841195762
 A51830,  0.75
 A51840,  1.25
 A54003,  1.13307524
 A54023,  1.07743037
 A54027,  1.17741561
 A54031,  1.14357233
 A54037,  1.18391418
 A54057,  1.25
 A54063,  1.08372593
 A54065,  1.09192419
 A54071,  1.23197818
 A54077,  0.75
 A54093,  0.75
 B24001,  1.07812989
 B24021,  1.14927649
 B37005,  1.25
 B37009,  1.12567091
 B42001,  1.15507233
 B42009,  0.963401139
 B42015,  1.17154431
 B42027,  1.19736016
 B42035,  1.148283
 B42041,  1.25
 B42043,  0.957366407
 B42055,  1.12616873
 B42079,  0.957727492
 B42081,  1.17583239
 B42119,  0.993558228
 B42131,  1.17711926
 B51003,  1.25
 B51009,  0.75
 B51015,  0.838624597
 B51017,  1.09277248
 B51019,  1.133286
 B51023,  1.00228441
 B51035,  0.75
 B51061,  1.02345777
 B51067,  1.11745906
 B51071,  1.13640928
 B51077,  1.25
 B51079,  1.02836967
 B51091,  1.05687666
 B51105,  0.878360808
 B51113,  0.930626392
 B51125,  0.861520648
 B51139,  1.14143991
 B51141,  0.904511988
 B51157,  0.924493432
 B51161,  1.03290832
 B51163,  1.25
 B51165,  1.09514046
 B51167,  1.21156895
 B51169,  1.15451002
 B51171,  0.99202466
 B51173,  1.09263587
 B51185,  1.22779107
 B51187,  1.1370461
 B51191,  1.03999114
 B51195,  0.947823703
 B51197,  1.25
 B54023,  1.25
 B54031,  1.15439856
 B54057,  1.25
 B54071,  1.25
 C42009,  1.15606475
 C51015,  1.20849645
 C51071,  1.05864346
 C51165,  1.10740566
 F10005,  0.75
 F11001,  1.25
 F24001,  1.154158
 F24003,  0.806521714
 F24005,  1.10223699
 F24009,  1.09522223
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.07576942
 F24023,  1.0878396
 F24025,  0.75
 F24027,  1.25
 F24029,  0.75
 F24031,  1.25
 F24033,  1.07730234
 F24035,  0.75
 F24037,  0.855042756
 F24039,  0.75
 F24041,  0.75
 F24043,  1.22140217
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.09632945
 F36015,  1.20756316
 F36025,  1.00783277
 F36101,  1.25
 F42001,  1.10105169
 F42009,  0.75
 F42011,  0.820880055
 F42013,  1.25
 F42021,  1.25
 F42027,  1.14813924
 F42033,  0.968386054
 F42035,  0.75
 F42041,  1.22059548
 F42043,  0.940993011
 F42055,  1.07887042
 F42061,  1.17207491
 F42069,  1.25
 F42071,  0.75
 F42075,  0.875460625
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  0.967602789
 F42115,  0.75
 F42117,  1.25
 F42119,  0.75
 F42133,  1.07786465
 F51001,  0.75
 F51003,  1.25
 F51005,  1.03716087
 F51009,  0.75
 F51011,  1.21914852
 F51013,  0.75
 F51015,  0.88021481
 F51017,  1.25
 F51019,  1.16963637
 F51023,  1.00124681
 F51033,  1.18567622
 F51041,  0.75
 F51043,  1.10325205
 F51045,  0.93701452
 F51053,  0.75
 F51057,  0.75
 F51059,  0.855718017
 F51061,  1.06583416
 F51069,  0.75
 F51071,  0.90252924
 F51079,  0.94669801
 F51085,  1.07822275
 F51087,  1.07822275
 F51091,  0.99385941
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.0309844
 F51113,  0.923442423
 F51121,  0.97518754
 F51125,  0.75
 F51131,  0.75
 F51137,  1.25
 F51139,  1.13995397
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.09241867
 F51157,  0.909991026
 F51159,  0.75
 F51161,  0.923541725
 F51163,  1.12260211
 F51165,  1.04599655
 F51171,  0.931350052
 F51177,  1.198421
 F51179,  1.08012319
 F51181,  0.75
 F51187,  1.17845142
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.16963637
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.821833551
 F51830,  0.75
 F54003,  0.75
 F54023,  1.04874837
 F54027,  1.22552681
 F54031,  1.17613661
 F54037,  1.06366956
 F54057,  0.75
 F54063,  0.962180316
 F54065,  0.75
 F54071,  1.06406128
end,
