lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  0.98759532
 A11001,  1.25
 A24001,  1.1734798
 A24003,  1.00074768
 A24005,  1.21323395
 A24009,  1.13854015
 A24011,  0.985423207
 A24013,  1.25
 A24015,  1.25
 A24017,  1.02290428
 A24019,  0.75
 A24021,  1.10552216
 A24023,  1.10975993
 A24025,  1.05581129
 A24027,  1.18485248
 A24029,  0.75
 A24031,  1.25
 A24033,  1.25
 A24035,  1.0202539
 A24037,  1.12189269
 A24039,  0.75
 A24041,  0.75
 A24043,  1.23833859
 A24045,  1.06441236
 A24047,  1.06593156
 A24510,  0.75
 A36003,  1.25
 A36007,  1.05860734
 A36015,  1.14874065
 A36017,  1.05411673
 A36023,  1.03233624
 A36025,  0.998808742
 A36043,  1.07565451
 A36051,  1.17493343
 A36053,  1.1753211
 A36065,  1.20303357
 A36067,  1.04344666
 A36069,  1.17493343
 A36077,  0.973021746
 A36095,  0.998017788
 A36097,  1.19130003
 A36101,  1.22383189
 A36107,  1.05492556
 A36109,  1.05482543
 A36123,  1.17493343
 A37001,  0.75
 A37005,  1.22659326
 A37009,  1.13047922
 A37033,  1.20485687
 A37067,  1.25
 A37077,  0.75
 A37081,  1.25
 A37131,  1.18809915
 A37135,  0.75
 A37145,  1.20485687
 A37157,  1.2294966
 A37169,  1.21777749
 A37171,  1.07365227
 A37181,  0.75
 A37185,  0.75
 A37189,  1.02977479
 A42001,  1.152794
 A42009,  1.04871356
 A42011,  1.01422679
 A42013,  1.06447077
 A42015,  1.12892425
 A42021,  1.08509958
 A42023,  1.25
 A42025,  1.11675453
 A42027,  1.25
 A42029,  1.25
 A42033,  1.08567119
 A42035,  1.14339745
 A42037,  1.00638819
 A42041,  1.08924854
 A42043,  1.25
 A42047,  1.25
 A42055,  1.16432643
 A42057,  1.10077834
 A42061,  1.04725838
 A42063,  1.02526391
 A42065,  1.02526391
 A42067,  1.11594594
 A42069,  1.25
 A42071,  1.23598218
 A42075,  1.11701429
 A42079,  1.14379478
 A42081,  0.981524587
 A42083,  1.25
 A42087,  1.03676283
 A42093,  1.07945919
 A42097,  1.02151346
 A42099,  0.990700603
 A42105,  1.22972691
 A42107,  1.08364868
 A42109,  1.07378089
 A42111,  1.07176769
 A42113,  0.981156588
 A42115,  1.07315004
 A42117,  1.11123419
 A42119,  0.984777212
 A42127,  1.06983984
 A42131,  1.24516559
 A42133,  1.25
 A47091,  1.06678247
 A47163,  1.06678247
 A51001,  0.75
 A51003,  1.19451463
 A51005,  1.0447154
 A51007,  1.25
 A51009,  1.04792476
 A51011,  1.155918
 A51013,  0.75
 A51015,  1.19582677
 A51017,  1.25
 A51019,  1.2260772
 A51021,  1.03918266
 A51023,  1.00316608
 A51025,  1.16896629
 A51027,  1.03889668
 A51029,  1.16966093
 A51031,  1.17430687
 A51033,  1.20425034
 A51035,  1.07056034
 A51036,  1.09557247
 A51037,  1.16139805
 A51041,  1.15477359
 A51043,  1.25
 A51045,  0.944687545
 A51047,  1.05953157
 A51049,  1.15154648
 A51051,  1.12971818
 A51053,  1.21967924
 A51057,  1.06475484
 A51059,  1.25
 A51061,  1.12454116
 A51063,  1.23597014
 A51065,  1.23370636
 A51067,  1.11905837
 A51069,  1.20945513
 A51071,  0.926792324
 A51073,  0.75
 A51075,  1.12403643
 A51077,  1.23127198
 A51079,  1.08845949
 A51081,  1.18981743
 A51083,  1.25
 A51085,  1.12115288
 A51087,  1.09557247
 A51089,  1.11294925
 A51091,  1.25
 A51093,  1.13532627
 A51095,  0.75
 A51097,  1.1958828
 A51099,  0.75
 A51101,  1.18474448
 A51103,  0.75
 A51105,  0.965451062
 A51107,  1.09006667
 A51109,  1.16719329
 A51111,  1.25
 A51113,  1.0198456
 A51115,  0.75
 A51117,  1.15596235
 A51119,  0.75
 A51121,  1.12541628
 A51125,  0.861596346
 A51127,  1.09557247
 A51131,  0.75
 A51133,  0.75
 A51135,  1.25
 A51137,  1.13923955
 A51139,  1.15107703
 A51141,  1.10615718
 A51143,  1.25
 A51145,  1.12892735
 A51147,  1.17418969
 A51149,  1.08928621
 A51153,  1.10612953
 A51155,  1.15333939
 A51157,  0.976137757
 A51159,  1.0280633
 A51161,  1.02063727
 A51163,  1.14460051
 A51165,  1.18963277
 A51167,  1.18869293
 A51169,  1.16374862
 A51171,  1.25
 A51173,  1.17349541
 A51175,  1.15518773
 A51177,  1.21213806
 A51179,  1.11901248
 A51181,  1.09605646
 A51183,  1.13530135
 A51185,  1.10874021
 A51187,  1.14889622
 A51191,  1.17976153
 A51193,  1.0280633
 A51195,  1.2170788
 A51197,  1.24891329
 A51199,  0.75
 A51510,  1.25
 A51515,  1.08128476
 A51520,  0.75
 A51530,  1.11507559
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  1.03940439
 A51590,  1.18690729
 A51595,  1.12033165
 A51600,  1.23612642
 A51610,  1.25
 A51620,  0.75
 A51630,  1.24870443
 A51640,  1.25
 A51650,  0.75
 A51660,  1.08104753
 A51670,  0.75
 A51678,  1.20176995
 A51680,  1.0966289
 A51683,  0.75
 A51685,  0.75
 A51690,  1.03446698
 A51700,  0.75
 A51710,  0.75
 A51720,  1.01304507
 A51730,  1.08928621
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.09557247
 A51770,  1.03622687
 A51775,  1.05635369
 A51790,  1.25
 A51800,  1.08904135
 A51810,  0.75
 A51820,  0.95023644
 A51830,  0.75
 A51840,  1.25
 A54003,  1.17149138
 A54023,  1.10283864
 A54027,  1.19084418
 A54031,  1.17439783
 A54037,  1.18905306
 A54057,  1.20828736
 A54063,  1.05743504
 A54065,  1.1488905
 A54071,  1.20372999
 A54077,  0.904877067
 A54093,  0.901760221
 B24001,  1.08055317
 B24021,  1.15848291
 B37005,  1.22677279
 B37009,  1.10714376
 B42001,  1.15300298
 B42009,  0.997337639
 B42015,  1.13654876
 B42027,  1.15560901
 B42035,  1.11197746
 B42041,  1.19220746
 B42043,  1.02614343
 B42055,  1.12803316
 B42079,  1.00011921
 B42081,  1.11960196
 B42119,  1.04135752
 B42131,  1.10313201
 B51003,  1.25
 B51009,  0.801955819
 B51015,  0.95197928
 B51017,  1.09807563
 B51019,  1.17393112
 B51023,  1.04554594
 B51035,  0.75
 B51061,  1.0729264
 B51067,  1.12866533
 B51071,  1.07968402
 B51077,  1.21148086
 B51079,  1.06763422
 B51091,  1.08090401
 B51105,  0.965451062
 B51113,  0.981645226
 B51125,  0.876798809
 B51139,  1.1509639
 B51141,  0.994811058
 B51157,  0.976709902
 B51161,  1.09945214
 B51163,  1.18413389
 B51165,  1.1014446
 B51167,  1.18685317
 B51169,  1.16374862
 B51171,  1.05018973
 B51173,  1.11128926
 B51185,  1.19330037
 B51187,  1.15207648
 B51191,  1.06678247
 B51195,  1.01728547
 B51197,  1.25
 B54023,  1.25
 B54031,  1.17278767
 B54057,  1.25
 B54071,  1.25
 C42009,  1.16196227
 C51015,  1.13074076
 C51071,  1.04947269
 C51165,  1.13574088
 F10005,  0.75
 F11001,  1.25
 F24001,  1.16771388
 F24003,  1.00074768
 F24005,  1.16414833
 F24009,  1.13854015
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.12403297
 F24023,  1.10550654
 F24025,  0.75
 F24027,  1.25
 F24029,  0.75
 F24031,  1.25
 F24033,  1.14556217
 F24035,  0.75
 F24037,  1.0219028
 F24039,  0.75
 F24041,  0.75
 F24043,  1.20451581
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.07140338
 F36015,  1.16047049
 F36025,  0.998017788
 F36101,  1.25
 F42001,  1.12717628
 F42009,  0.75
 F42011,  0.962499142
 F42013,  1.22674561
 F42021,  1.16048896
 F42027,  1.11193228
 F42033,  1.03908336
 F42035,  0.75
 F42041,  1.17312872
 F42043,  1.01821768
 F42055,  1.10243118
 F42061,  1.11594594
 F42069,  1.25
 F42071,  0.75
 F42075,  0.988720596
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  1.02748013
 F42115,  0.75
 F42117,  1.21050537
 F42119,  0.75
 F42133,  1.08218145
 F51001,  0.75
 F51003,  1.25
 F51005,  1.04596627
 F51009,  0.75
 F51011,  1.19310236
 F51013,  0.75
 F51015,  0.958625019
 F51017,  1.23707247
 F51019,  1.11507559
 F51023,  1.00860691
 F51033,  1.2079047
 F51041,  0.75
 F51043,  1.13862419
 F51045,  0.945971906
 F51053,  0.75
 F51057,  0.75
 F51059,  1.03611279
 F51061,  1.10875165
 F51069,  0.907536745
 F51071,  0.926792324
 F51079,  1.00875771
 F51085,  1.09557247
 F51087,  1.09557247
 F51091,  1.06460094
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.08189917
 F51113,  0.97721231
 F51121,  0.966831326
 F51125,  0.768761575
 F51131,  0.75
 F51137,  1.24870443
 F51139,  1.15028286
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.10612953
 F51157,  0.969143808
 F51159,  0.75
 F51161,  0.956690431
 F51163,  1.09692729
 F51165,  1.07859075
 F51171,  1.02149773
 F51177,  1.2123791
 F51179,  1.11901248
 F51181,  0.75
 F51187,  1.16772175
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.11507559
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.945879877
 F51830,  0.75
 F54003,  0.75
 F54023,  1.11785376
 F54027,  1.22012854
 F54031,  1.19070184
 F54037,  1.12429333
 F54057,  0.75
 F54063,  0.996762156
 F54065,  0.75
 F54071,  1.12334168
end,
