lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  1.00568068
 A11001,  1.25
 A24001,  1.16923678
 A24003,  1.03927636
 A24005,  1.1904217
 A24009,  1.13797081
 A24011,  1.03124535
 A24013,  1.24149692
 A24015,  1.25
 A24017,  1.04690778
 A24019,  0.75
 A24021,  1.11657739
 A24023,  1.08979475
 A24025,  1.05923104
 A24027,  1.16900814
 A24029,  0.75
 A24031,  1.25
 A24033,  1.23296106
 A24035,  1.02943611
 A24037,  1.12727952
 A24039,  0.75
 A24041,  0.75
 A24043,  1.20814931
 A24045,  1.07026231
 A24047,  1.07147133
 A24510,  0.75
 A36003,  1.25
 A36007,  1.0554961
 A36015,  1.13327754
 A36017,  1.05096889
 A36023,  1.03386295
 A36025,  1.00212586
 A36043,  1.05615318
 A36051,  1.17464948
 A36053,  1.14020908
 A36065,  1.15229714
 A36067,  1.04053128
 A36069,  1.17464948
 A36077,  0.984612465
 A36095,  1.00134492
 A36097,  1.18428004
 A36101,  1.20766151
 A36107,  1.05551934
 A36109,  1.05544114
 A36123,  1.17464948
 A37001,  0.75
 A37005,  1.18158364
 A37009,  1.11069381
 A37033,  1.19220591
 A37067,  1.23112309
 A37077,  0.75
 A37081,  1.23112309
 A37131,  1.18988132
 A37135,  0.75
 A37145,  1.19220591
 A37157,  1.20669985
 A37169,  1.19439316
 A37171,  1.07878649
 A37181,  0.75
 A37185,  0.75
 A37189,  1.03438163
 A42001,  1.14803243
 A42009,  1.0494895
 A42011,  1.03228486
 A42013,  1.06060266
 A42015,  1.11295784
 A42021,  1.07273626
 A42023,  1.25
 A42025,  1.10112095
 A42027,  1.25
 A42029,  1.25
 A42033,  1.07696974
 A42035,  1.12215424
 A42037,  1.01365781
 A42041,  1.09039223
 A42043,  1.22225845
 A42047,  1.24244952
 A42055,  1.15002072
 A42057,  1.09953916
 A42061,  1.05541503
 A42063,  1.03133106
 A42065,  1.03133106
 A42067,  1.10092402
 A42069,  1.25
 A42071,  1.19815075
 A42075,  1.09737277
 A42079,  1.1132102
 A42081,  0.995705247
 A42083,  1.25
 A42087,  1.05118561
 A42093,  1.06920433
 A42097,  1.0262723
 A42099,  0.999121547
 A42105,  1.18985653
 A42107,  1.07224345
 A42109,  1.07460701
 A42111,  1.06653285
 A42113,  0.987819552
 A42115,  1.06922984
 A42117,  1.10678399
 A42119,  1.01776719
 A42127,  1.0685885
 A42131,  1.18881595
 A42133,  1.25
 A47091,  1.06891596
 A47163,  1.06891596
 A51001,  0.75
 A51003,  1.19558775
 A51005,  1.05213726
 A51007,  1.25
 A51009,  1.0406549
 A51011,  1.15843594
 A51013,  0.75
 A51015,  1.16979969
 A51017,  1.25
 A51019,  1.21307766
 A51021,  1.04934227
 A51023,  1.02573407
 A51025,  1.17865264
 A51027,  1.04759073
 A51029,  1.16978502
 A51031,  1.17009878
 A51033,  1.2172991
 A51035,  1.07736683
 A51036,  1.10652816
 A51037,  1.16551089
 A51041,  1.13802934
 A51043,  1.25
 A51045,  0.95959866
 A51047,  1.06028378
 A51049,  1.15816021
 A51051,  1.12942684
 A51053,  1.21596611
 A51057,  1.07486999
 A51059,  1.25
 A51061,  1.12972808
 A51063,  1.20978284
 A51065,  1.21339643
 A51067,  1.12187016
 A51069,  1.20348716
 A51071,  0.944955289
 A51073,  0.75
 A51075,  1.12959504
 A51077,  1.18532073
 A51079,  1.09703362
 A51081,  1.19181168
 A51083,  1.25
 A51085,  1.13438809
 A51087,  1.10652816
 A51089,  1.11492312
 A51091,  1.22929883
 A51093,  1.13816464
 A51095,  0.75
 A51097,  1.21023333
 A51099,  0.75
 A51101,  1.20106173
 A51103,  0.75
 A51105,  0.992966354
 A51107,  1.10414243
 A51109,  1.17782676
 A51111,  1.25
 A51113,  1.02768707
 A51115,  0.75
 A51117,  1.17332196
 A51119,  0.75
 A51121,  1.13170481
 A51125,  0.888685524
 A51127,  1.10652816
 A51131,  0.75
 A51133,  0.75
 A51135,  1.25
 A51137,  1.12860739
 A51139,  1.14798522
 A51141,  1.10137665
 A51143,  1.25
 A51145,  1.13980114
 A51147,  1.17647183
 A51149,  1.10451496
 A51153,  1.10723567
 A51155,  1.13678968
 A51157,  0.999565899
 A51159,  1.03834391
 A51161,  1.04397762
 A51163,  1.13002038
 A51165,  1.17688882
 A51167,  1.16980636
 A51169,  1.15094733
 A51171,  1.25
 A51173,  1.15654755
 A51175,  1.15615439
 A51177,  1.2225256
 A51179,  1.13188112
 A51181,  1.10948992
 A51183,  1.14347816
 A51185,  1.10897863
 A51187,  1.15055716
 A51191,  1.15888953
 A51193,  1.03834391
 A51195,  1.18614447
 A51197,  1.23607278
 A51199,  0.75
 A51510,  1.25
 A51515,  1.10723567
 A51520,  0.75
 A51530,  1.10654914
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  1.05626142
 A51590,  1.178532
 A51595,  1.14497888
 A51600,  1.20769548
 A51610,  1.25
 A51620,  0.75
 A51630,  1.19501019
 A51640,  1.21358776
 A51650,  0.75
 A51660,  1.09150934
 A51670,  0.75
 A51678,  1.17111564
 A51680,  1.09395361
 A51683,  0.75
 A51685,  0.75
 A51690,  1.06162894
 A51700,  0.75
 A51710,  0.75
 A51720,  1.03157556
 A51730,  1.10451496
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.10652816
 A51770,  1.06136
 A51775,  1.07621098
 A51790,  1.25
 A51800,  1.10973322
 A51810,  0.75
 A51820,  0.98423028
 A51830,  0.75
 A51840,  1.25
 A54003,  1.17898023
 A54023,  1.10411346
 A54027,  1.19190538
 A54031,  1.18269956
 A54037,  1.19009709
 A54057,  1.18288946
 A54063,  1.05822814
 A54065,  1.15816915
 A54071,  1.19803262
 A54077,  0.942289829
 A54093,  0.945044696
 B24001,  1.07667065
 B24021,  1.15384901
 B37005,  1.18172705
 B37009,  1.09292996
 B42001,  1.14767897
 B42009,  1.0105803
 B42015,  1.11716497
 B42027,  1.12990832
 B42035,  1.099154
 B42041,  1.16359448
 B42043,  1.03559875
 B42055,  1.12133324
 B42079,  1.0076201
 B42081,  1.10351706
 B42119,  1.05407739
 B42131,  1.08635962
 B51003,  1.25
 B51009,  0.858073652
 B51015,  0.986261487
 B51017,  1.10141313
 B51019,  1.17437911
 B51023,  1.0595721
 B51035,  0.75
 B51061,  1.09048617
 B51067,  1.12415063
 B51071,  1.07524824
 B51077,  1.1724776
 B51079,  1.08227587
 B51091,  1.08902645
 B51105,  0.992966354
 B51113,  1.00110471
 B51125,  0.899466634
 B51139,  1.14789295
 B51141,  1.01682103
 B51157,  0.999999225
 B51161,  1.11338735
 B51163,  1.15751648
 B51165,  1.11736846
 B51167,  1.16841912
 B51169,  1.15094733
 B51171,  1.08277345
 B51173,  1.1062901
 B51185,  1.17327809
 B51187,  1.15206242
 B51191,  1.06891596
 B51195,  1.03499305
 B51197,  1.21358776
 B54023,  1.25
 B54031,  1.1755836
 B54057,  1.25
 B54071,  1.24335432
 C42009,  1.15456343
 C51015,  1.11852992
 C51071,  1.05455303
 C51165,  1.13625693
 F10005,  0.75
 F11001,  1.25
 F24001,  1.16444182
 F24003,  1.03927636
 F24005,  1.15192473
 F24009,  1.13797081
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.12966812
 F24023,  1.10207868
 F24025,  0.75
 F24027,  1.21181047
 F24029,  0.75
 F24031,  1.24279165
 F24033,  1.14874971
 F24035,  0.75
 F24037,  1.0546037
 F24039,  0.75
 F24041,  0.75
 F24043,  1.18750322
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.0630486
 F36015,  1.14320886
 F36025,  1.00134492
 F36101,  1.25
 F42001,  1.12913275
 F42009,  0.75
 F42011,  0.989588022
 F42013,  1.16724849
 F42021,  1.12369609
 F42027,  1.09912658
 F42033,  1.04783821
 F42035,  0.75
 F42041,  1.15018106
 F42043,  1.02941811
 F42055,  1.10198128
 F42061,  1.10092402
 F42069,  1.25
 F42071,  0.75
 F42075,  1.00808012
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  1.03276277
 F42115,  0.75
 F42117,  1.18624389
 F42119,  0.75
 F42133,  1.07893491
 F51001,  0.75
 F51003,  1.25
 F51005,  1.05310464
 F51009,  0.813652158
 F51011,  1.18916261
 F51013,  0.75
 F51015,  0.989209175
 F51017,  1.21207893
 F51019,  1.10654914
 F51023,  1.02346659
 F51033,  1.21974087
 F51041,  0.75
 F51043,  1.14505577
 F51045,  0.960658669
 F51053,  0.75
 F51057,  0.75
 F51059,  1.0734129
 F51061,  1.12298405
 F51069,  0.97333312
 F51071,  0.944955289
 F51079,  1.03028166
 F51085,  1.10652816
 F51087,  1.10652816
 F51091,  1.08243454
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.09923792
 F51113,  0.997431755
 F51121,  0.978208184
 F51125,  0.823462367
 F51131,  0.75
 F51137,  1.19501019
 F51139,  1.14750385
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.10723567
 F51157,  0.994254649
 F51159,  0.75
 F51161,  0.987304509
 F51163,  1.09416866
 F51165,  1.09819603
 F51171,  1.06067944
 F51177,  1.22268403
 F51179,  1.13188112
 F51181,  0.75
 F51187,  1.16186047
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.10654914
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.98227632
 F51830,  0.75
 F54003,  0.75
 F54023,  1.13169789
 F54027,  1.21876907
 F54031,  1.19560122
 F54037,  1.13448906
 F54057,  0.75
 F54063,  1.01143003
 F54065,  0.75
