lseg, evap fac ***
 A10001,  1.24830306
 A10003,  0.75
 A10005,  0.950107157
 A11001,  1.25
 A24001,  1.14748704
 A24003,  0.775501668
 A24005,  1.17769325
 A24009,  1.09467494
 A24011,  0.794358253
 A24013,  1.2317735
 A24015,  1.25
 A24017,  0.989970386
 A24019,  0.75
 A24021,  1.02511036
 A24023,  1.15553808
 A24025,  1.01514685
 A24027,  1.16046011
 A24029,  0.75
 A24031,  1.24881268
 A24033,  1.2468394
 A24035,  0.972211182
 A24037,  1.06556439
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.06037509
 A24047,  1.06316781
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06432176
 A36015,  1.19570708
 A36017,  1.03476179
 A36023,  1.01089787
 A36025,  1.01145864
 A36043,  1.21830356
 A36051,  1.10110605
 A36053,  1.25
 A36065,  1.25
 A36067,  1.05465019
 A36069,  1.10110605
 A36077,  0.943914235
 A36095,  1.0115391
 A36097,  1.15706837
 A36101,  1.25
 A36107,  1.03337646
 A36109,  1.03317392
 A36123,  1.10110605
 A37001,  0.75
 A37005,  1.25
 A37009,  1.17241955
 A37033,  1.14527762
 A37067,  1.24880362
 A37077,  0.75
 A37081,  1.24880362
 A37131,  1.25
 A37135,  0.75
 A37145,  1.14527762
 A37157,  1.21288109
 A37169,  1.22749865
 A37171,  1.02790141
 A37181,  0.75
 A37185,  0.75
 A37189,  0.972373664
 A42001,  1.15627539
 A42009,  1.06220293
 A42011,  0.859064579
 A42013,  1.06677568
 A42015,  1.15283084
 A42021,  1.12435997
 A42023,  1.25
 A42025,  1.17823064
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09120965
 A42035,  1.19022632
 A42037,  0.954194784
 A42041,  1.05232024
 A42043,  1.25
 A42047,  1.25
 A42055,  1.18227136
 A42057,  1.10580242
 A42061,  1.01160789
 A42063,  0.969143569
 A42065,  0.969143569
 A42067,  1.1832695
 A42069,  1.25
 A42071,  1.24842119
 A42075,  1.14206183
 A42079,  1.25
 A42081,  0.942143619
 A42083,  1.25
 A42087,  0.975047112
 A42093,  1.090886
 A42097,  0.992846072
 A42099,  0.984780133
 A42105,  1.25
 A42107,  1.10279834
 A42109,  1.06918526
 A42111,  1.08504152
 A42113,  0.972008884
 A42115,  1.07740271
 A42117,  1.10661316
 A42119,  0.852099657
 A42127,  1.06763875
 A42131,  1.25
 A42133,  1.25
 A47091,  1.03584778
 A47163,  1.03584778
 A51001,  0.75
 A51003,  1.17151451
 A51005,  1.03289902
 A51007,  1.21105254
 A51009,  1.05835605
 A51011,  1.10823619
 A51013,  0.75
 A51015,  1.25
 A51017,  1.25
 A51019,  1.23896909
 A51021,  1.01407814
 A51023,  0.956178546
 A51025,  1.13381946
 A51027,  1.02847946
 A51029,  1.11089087
 A51031,  1.12210763
 A51033,  1.17013216
 A51035,  1.00143456
 A51036,  1.07768393
 A51037,  1.08039522
 A51041,  1.25
 A51043,  1.25
 A51045,  0.934693933
 A51047,  1.10737336
 A51049,  1.12792015
 A51051,  1.09712541
 A51053,  1.16834068
 A51057,  1.02213299
 A51059,  1.25
 A51061,  1.12590182
 A51063,  1.25
 A51065,  1.25
 A51067,  1.06823027
 A51069,  1.25
 A51071,  0.899742782
 A51073,  0.75
 A51075,  1.1139487
 A51077,  1.25
 A51079,  1.07081497
 A51081,  1.19879639
 A51083,  1.25
 A51085,  1.07587719
 A51087,  1.07768393
 A51089,  1.05613589
 A51091,  1.25
 A51093,  1.16705835
 A51095,  0.75
 A51097,  1.15314949
 A51099,  0.75
 A51101,  1.12727761
 A51103,  0.75
 A51105,  0.870094895
 A51107,  1.05986881
 A51109,  1.14722371
 A51111,  1.22085738
 A51113,  1.00674009
 A51115,  0.75
 A51117,  1.02881753
 A51119,  0.75
 A51121,  1.09793949
 A51125,  0.821536481
 A51127,  1.07768393
 A51131,  0.75
 A51133,  0.75
 A51135,  1.20676684
 A51137,  1.21376777
 A51139,  1.1401844
 A51141,  1.10033548
 A51143,  1.1860863
 A51145,  1.08744872
 A51147,  1.16906798
 A51149,  1.06901312
 A51153,  1.08860862
 A51155,  1.21791208
 A51157,  0.916903317
 A51159,  0.987934709
 A51161,  0.974815547
 A51163,  1.20746017
 A51165,  1.25
 A51167,  1.21816051
 A51169,  1.14876616
 A51171,  1.25
 A51173,  1.18949926
 A51175,  1.17657876
 A51177,  1.19548154
 A51179,  1.07742953
 A51181,  1.083125
 A51183,  1.11673224
 A51185,  1.07503378
 A51187,  1.12612224
 A51191,  1.21599948
 A51193,  0.987934709
 A51195,  1.25
 A51197,  1.24181068
 A51199,  0.75
 A51510,  1.25
 A51515,  0.911741793
 A51520,  0.75
 A51530,  1.17914248
 A51540,  1.25
