lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  0.962172806
 A11001,  1.25
 A24001,  1.16611362
 A24003,  0.878214419
 A24005,  1.1995312
 A24009,  1.10070407
 A24011,  0.876883864
 A24013,  1.25
 A24015,  1.25
 A24017,  0.995669067
 A24019,  0.75
 A24021,  1.06718862
 A24023,  1.14113021
 A24025,  1.0283221
 A24027,  1.18828821
 A24029,  0.75
 A24031,  1.25
 A24033,  1.25
 A24035,  0.982941687
 A24037,  1.08672571
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.06004679
 A24047,  1.06228173
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06134856
 A36015,  1.17599833
 A36017,  1.04677856
 A36023,  1.02061772
 A36025,  1.00137222
 A36043,  1.14231288
 A36051,  1.14424133
 A36053,  1.23223686
 A36065,  1.25
 A36067,  1.04746437
 A36069,  1.14424133
 A36077,  0.953097582
 A36095,  1.00094509
 A36097,  1.18088555
 A36101,  1.24491358
 A36107,  1.04457331
 A36109,  1.04441833
 A36123,  1.14424133
 A37001,  0.75
 A37005,  1.25
 A37009,  1.15577686
 A37033,  1.18700421
 A37067,  1.25
 A37077,  0.75
 A37081,  1.25
 A37131,  1.22573304
 A37135,  0.75
 A37145,  1.18700421
 A37157,  1.23653603
 A37169,  1.23492169
 A37171,  1.0448842
 A37181,  0.75
 A37185,  0.75
 A37189,  1.00128245
 A42001,  1.1569351
 A42009,  1.05402792
 A42011,  0.936184227
 A42013,  1.06776297
 A42015,  1.14819086
 A42021,  1.10785997
 A42023,  1.25
 A42025,  1.1496073
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09282112
 A42035,  1.17560577
 A42037,  0.980075777
 A42041,  1.07003689
 A42043,  1.25
 A42047,  1.25
 A42055,  1.17802072
 A42057,  1.10307908
 A42061,  1.02752709
 A42063,  0.997940898
 A42065,  0.997940898
 A42067,  1.15055025
 A42069,  1.25
 A42071,  1.25
 A42075,  1.13999081
 A42079,  1.23362505
 A42081,  0.953496397
 A42083,  1.25
 A42087,  1.00121903
 A42093,  1.09252286
 A42097,  1.00366902
 A42099,  0.985765159
 A42105,  1.25
 A42107,  1.09858799
 A42109,  1.06977367
 A42111,  1.08093321
 A42113,  0.972933769
 A42115,  1.0761137
 A42117,  1.10724068
 A42119,  0.908693373
 A42127,  1.06957603
 A42131,  1.25
 A42133,  1.25
 A47091,  1.04989457
 A47163,  1.04989457
 A51001,  0.75
 A51003,  1.18354547
 A51005,  1.03729761
 A51007,  1.24214554
 A51009,  1.06499469
 A51011,  1.13751984
 A51013,  0.75
 A51015,  1.25
 A51017,  1.25
 A51019,  1.24291086
 A51021,  1.02182376
 A51023,  0.970886767
 A51025,  1.15762401
 A51027,  1.02979231
 A51029,  1.14837325
 A51031,  1.1561439
 A51033,  1.18517935
 A51035,  1.02853966
 A51036,  1.08091998
 A51037,  1.12592864
 A51041,  1.21510971
 A51043,  1.25
 A51045,  0.935127139
 A51047,  1.08054173
 A51049,  1.14471424
 A51051,  1.11265612
 A51053,  1.20812178
 A51057,  1.04012072
 A51059,  1.25
 A51061,  1.12355506
 A51063,  1.25
 A51065,  1.25
 A51067,  1.08977938
 A51069,  1.2381469
 A51071,  0.908468962
 A51073,  0.75
 A51075,  1.11849225
 A51077,  1.25
 A51079,  1.07495558
 A51081,  1.20126677
 A51083,  1.25
 A51085,  1.09702182
 A51087,  1.08091998
 A51089,  1.07633281
 A51091,  1.25
 A51093,  1.1490618
 A51095,  0.75
 A51097,  1.1728642
 A51099,  0.75
 A51101,  1.15473402
 A51103,  0.75
 A51105,  0.902234614
 A51107,  1.06846678
 A51109,  1.15383852
 A51111,  1.24258208
 A51113,  1.01167262
 A51115,  0.75
 A51117,  1.09743321
 A51119,  0.75
 A51121,  1.10870826
 A51125,  0.832717597
 A51127,  1.08091998
 A51131,  0.75
 A51133,  0.75
 A51135,  1.24081182
 A51137,  1.18066359
 A51139,  1.14782774
 A51141,  1.09725606
 A51143,  1.22338164
 A51145,  1.11074769
 A51147,  1.1790576
 A51149,  1.0727098
 A51153,  1.10227263
 A51155,  1.18614435
 A51157,  0.93858999
 A51159,  0.995854974
 A51161,  0.986708403
 A51163,  1.1855216
 A51165,  1.23856199
 A51167,  1.21067786
 A51169,  1.16492367
 A51171,  1.25
 A51173,  1.19005752
 A51175,  1.16643798
 A51177,  1.20104492
 A51179,  1.09312367
 A51181,  1.08379591
 A51183,  1.12518048
 A51185,  1.0928241
 A51187,  1.13805175
 A51191,  1.20722854
 A51193,  0.995854974
 A51195,  1.25
 A51197,  1.24795496
 A51199,  0.75
 A51510,  1.25
 A51515,  0.995801151
 A51520,  0.75
 A51530,  1.14936697
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  0.997384131
 A51590,  1.15722311
 A51595,  1.0485543
 A51600,  1.25
 A51610,  1.25
 A51620,  0.75
 A51630,  1.25
 A51640,  1.25
 A51650,  0.75
 A51660,  1.0535661
 A51670,  0.75
 A51678,  1.25
 A51680,  1.11235929
 A51683,  0.75
 A51685,  0.75
 A51690,  0.933582187
 A51700,  0.75
 A51710,  0.75
 A51720,  0.963335514
 A51730,  1.0727098
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.08091998
 A51770,  0.980046272
 A51775,  1.01681221
 A51790,  1.25
 A51800,  1.0820024
 A51810,  0.75
 A51820,  0.872995615
 A51830,  0.75
 A51840,  1.25
 A54003,  1.14886713
 A54023,  1.08850873
 A54027,  1.18590653
 A54031,  1.15811276
 A54037,  1.18614709
 A54057,  1.25
 A54063,  1.07189739
 A54065,  1.11709034
 A54071,  1.22215343
 A54077,  0.803412974
 A54093,  0.775277376
 B24001,  1.08152699
 B24021,  1.15733516
 B37005,  1.25
 B37009,  1.1209166
 B42001,  1.15702677
 B42009,  0.97304666
 B42015,  1.16372788
 B42027,  1.19055772
 B42035,  1.13557887
 B42041,  1.24184358
 B42043,  0.984228134
 B42055,  1.12850618
 B42079,  0.975043952
 B42081,  1.15469563
 B42119,  1.00959885
 B42131,  1.14743638
 B51003,  1.25
 B51009,  0.75
 B51015,  0.872565091
 B51017,  1.09271407
 B51019,  1.15451789
 B51023,  1.01822579
 B51035,  0.75
 B51061,  1.03963065
 B51067,  1.12192631
 B51071,  1.11036611
 B51077,  1.25
 B51079,  1.03919351
 B51091,  1.06283438
 B51105,  0.902234614
 B51113,  0.946159244
 B51125,  0.860863805
 B51139,  1.14763963
 B51141,  0.93109107
 B51157,  0.939508021
 B51161,  1.05851018
 B51163,  1.25
 B51165,  1.09223497
 B51167,  1.20727468
 B51169,  1.16492367
 B51171,  1.00495696
 B51173,  1.10266626
 B51185,  1.21921968
 B51187,  1.14447629
 B51191,  1.04989457
 B51195,  0.968840003
 B51197,  1.25
 B54023,  1.25
 B54031,  1.16540158
 B54057,  1.25
 B54071,  1.25
 C42009,  1.16321898
 C51015,  1.17576241
 C51071,  1.05134606
 C51165,  1.12116647
 F10005,  0.75
 F11001,  1.25
 F24001,  1.16322327
 F24003,  0.878214419
 F24005,  1.13107884
 F24009,  1.10070407
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.09832478
 F24023,  1.09842551
 F24025,  0.75
 F24027,  1.25
 F24029,  0.75
 F24031,  1.25
 F24033,  1.10899103
 F24035,  0.75
 F24037,  0.915935457
 F24039,  0.75
 F24041,  0.75
 F24043,  1.22043598
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.08640349
 F36015,  1.19185889
 F36025,  1.00094509
 F36101,  1.25
 F42001,  1.1124388
 F42009,  0.75
 F42011,  0.874534845
 F42013,  1.25
 F42021,  1.25
 F42027,  1.13547611
 F42033,  0.99825865
 F42035,  0.75
 F42041,  1.20918989
 F42043,  0.970867157
 F42055,  1.08815205
 F42061,  1.15055025
 F42069,  1.25
 F42071,  0.75
 F42075,  0.919505298
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  0.994618058
 F42115,  0.75
 F42117,  1.25
 F42119,  0.75
 F42133,  1.0811007
 F51001,  0.75
 F51003,  1.25
 F51005,  1.03929543
 F51009,  0.75
 F51011,  1.21528947
 F51013,  0.75
 F51015,  0.900587857
 F51017,  1.25
 F51019,  1.14936697
 F51023,  0.998871744
 F51033,  1.19246101
 F51041,  0.75
 F51043,  1.11755383
 F51045,  0.937002599
 F51053,  0.75
 F51057,  0.75
 F51059,  0.92554456
 F51061,  1.08022928
 F51069,  0.78213346
 F51071,  0.908468962
 F51079,  0.965804338
 F51085,  1.08091998
 F51087,  1.08091998
 F51091,  1.01461077
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.04701674
 F51113,  0.940397799
 F51121,  0.968038082
 F51125,  0.75
 F51131,  0.75
 F51137,  1.25
 F51139,  1.14640391
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.10227263
 F51157,  0.927435637
 F51159,  0.75
 F51161,  0.924926043
 F51163,  1.11397493
 F51165,  1.05395138
 F51171,  0.956328988
 F51177,  1.20153511
 F51179,  1.09312367
 F51181,  0.75
 F51187,  1.17590559
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.14936697
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.860106051
 F51830,  0.75
 F54003,  0.75
 F54023,  1.07582843
 F54027,  1.22677946
 F54031,  1.18386567
 F54037,  1.08885181
 F54057,  0.75
 F54063,  0.97379601
 F54065,  0.75
 F54071,  1.08714294
end,
