TABLE->,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-PROPS#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3,QUAL-INPUT#3
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.080148,0.451171,0,0.008015,0.080148,0.500000,0.000451,0.121344
A10003,1,0,0,1,0,1,0,1,0,0.025312,0.142485,0,0.002531,0.025312,0.500000,0.000142,0.122154
A10005,1,0,0,1,0,1,0,1,0,0.176950,0.996086,0,0.017695,0.176950,0.500000,0.000996,0.087757
A11001,1,0,0,1,0,1,0,1,0,0.133036,0.748888,0,0.013304,0.133036,0.500000,0.000749,0.154079
A24001,1,0,0,1,0,1,0,1,0,0.053618,0.301828,0,0.005362,0.053618,0.500000,0.000302,0.280774
A24003,1,0,0,1,0,1,0,1,0,0.037529,0.211261,0,0.003753,0.037529,0.500000,0.000211,0.129281
A24005,1,0,0,1,0,1,0,1,0,0.017599,0.099070,0,0.001760,0.017599,0.500000,0.000099,0.096029
A24009,1,0,0,1,0,1,0,1,0,0.019168,0.107903,0,0.001917,0.019168,0.500000,0.000108,0.134482
A24011,1,0,0,1,0,1,0,1,0,0.125081,0.704108,0,0.012508,0.125081,0.500000,0.000704,0.139984
A24013,1,0,0,1,0,1,0,1,0,0.024145,0.135920,0,0.002415,0.024145,0.500000,0.000136,0.144045
A24015,1,0,0,1,0,1,0,1,0,0.038304,0.215619,0,0.003830,0.038304,0.500000,0.000216,0.129728
A24017,1,0,0,1,0,1,0,1,0,0.048824,0.274841,0,0.004883,0.048824,0.500000,0.000275,0.187302
A24019,1,0,0,1,0,1,0,1,0,0.095148,0.535609,0,0.009515,0.095148,0.500000,0.000536,0.163010
A24021,1,0,0,1,0,1,0,1,0,0.015060,0.084777,0,0.001506,0.015060,0.500000,0.000085,0.147683
A24023,1,0,0,1,0,1,0,1,0,0.033285,0.187368,0,0.003329,0.033285,0.500000,0.000187,0.114166
A24025,1,0,0,1,0,1,0,1,0,0.047391,0.266773,0,0.004739,0.047391,0.500000,0.000267,0.098314
A24027,1,0,0,1,0,1,0,1,0,0.007560,0.042555,0,0.000756,0.007560,0.500000,0.000043,0.119730
