rseg,lseg,shortName,landuse_type,const,lbs
EU0_4472_0000,A24035,UrbStrmRest,npd,SED,13.13639
EU0_4472_0000,A24035,UrbStrmRest,npd,TN,1.31E-01
EU0_4472_0000,A24035,UrbStrmRest,npd,TP,1.64E-02
EU0_4473_0000,A24035,UrbStrmRest,rid,SED,0.5804051
EU0_4473_0000,A24035,UrbStrmRest,rid,TN,0.00580405
EU0_4473_0000,A24035,UrbStrmRest,rid,TP,0.000725506
EU0_4473_0000,A24035,UrbStrmRest,nid,SED,23.43943
EU0_4473_0000,A24035,UrbStrmRest,nid,TN,0.2343943
EU0_4473_0000,A24035,UrbStrmRest,nid,TP,2.93E-02
EU0_4473_0000,A24035,UrbStrmRest,rpd,SED,4.164149
EU0_4473_0000,A24035,UrbStrmRest,rpd,TN,0.04164149
EU0_4473_0000,A24035,UrbStrmRest,rpd,TP,0.005205186
EU0_4473_0000,A24035,UrbStrmRest,npd,SED,136.0002
EU0_4473_0000,A24035,UrbStrmRest,npd,TN,1.36E+00
EU0_4473_0000,A24035,UrbStrmRest,npd,TP,1.70E-01
EU0_4474_0000,A24035,UrbStrmRest,rid,SED,2.979298
EU0_4474_0000,A24035,UrbStrmRest,rid,TN,0.02979298
EU0_4474_0000,A24035,UrbStrmRest,rid,TP,0.003724123
EU0_4474_0000,A24035,UrbStrmRest,nid,SED,3.0995
EU0_4474_0000,A24035,UrbStrmRest,nid,TN,0.030995
EU0_4474_0000,A24035,UrbStrmRest,nid,TP,3.87E-03
EU0_4474_0000,A24035,UrbStrmRest,rpd,SED,10.30305
EU0_4474_0000,A24035,UrbStrmRest,rpd,TN,0.1030305
EU0_4474_0000,A24035,UrbStrmRest,rpd,TP,0.01287881
EU0_4474_0000,A24035,UrbStrmRest,npd,SED,22.32327
EU0_4474_0000,A24035,UrbStrmRest,npd,TN,2.23E-01
EU0_4474_0000,A24035,UrbStrmRest,npd,TP,2.79E-02
EU0_4474_0000,A24041,UrbStrmRest,rid,SED,0
EU0_4474_0000,A24041,UrbStrmRest,rid,TN,0
EU0_4474_0000,A24041,UrbStrmRest,rid,TP,0
EU0_4474_0000,A24041,UrbStrmRest,nid,SED,4.902534
EU0_4474_0000,A24041,UrbStrmRest,nid,TN,4.90E-02
EU0_4474_0000,A24041,UrbStrmRest,nid,TP,6.13E-03
EU0_4474_0000,A24041,UrbStrmRest,rpd,SED,0
EU0_4474_0000,A24041,UrbStrmRest,rpd,TN,0.00E+00
EU0_4474_0000,A24041,UrbStrmRest,rpd,TP,0.00E+00
EU0_4474_0000,A24041,UrbStrmRest,npd,SED,16.91417
EU0_4474_0000,A24041,UrbStrmRest,npd,TN,0.1691417
EU0_4474_0000,A24041,UrbStrmRest,npd,TP,2.11E-02
EU0_4475_0000,A24035,UrbStrmRest,rid,SED,0
EU0_4475_0000,A24035,UrbStrmRest,rid,TN,0.00E+00
EU0_4475_0000,A24035,UrbStrmRest,rid,TP,0.00E+00
EU0_4475_0000,A24035,UrbStrmRest,nid,SED,0.2404045
EU0_4475_0000,A24035,UrbStrmRest,nid,TN,0.002404045
EU0_4475_0000,A24035,UrbStrmRest,nid,TP,3.01E-04
EU0_4475_0000,A24035,UrbStrmRest,rpd,SED,0
EU0_4475_0000,A24035,UrbStrmRest,rpd,TN,0.00E+00
EU0_4475_0000,A24035,UrbStrmRest,rpd,TP,0.00E+00
EU0_4475_0000,A24035,UrbStrmRest,npd,SED,1.571215
EU0_4475_0000,A24035,UrbStrmRest,npd,TN,0.01571215
EU0_4475_0000,A24035,UrbStrmRest,npd,TP,1.96E-03
EU0_4475_0000,A24041,UrbStrmRest,rid,SED,0.1013133
EU0_4475_0000,A24041,UrbStrmRest,rid,TN,1.01E-03
EU0_4475_0000,A24041,UrbStrmRest,rid,TP,1.27E-04
EU0_4475_0000,A24041,UrbStrmRest,nid,SED,18.20205
EU0_4475_0000,A24041,UrbStrmRest,nid,TN,0.1820205
EU0_4475_0000,A24041,UrbStrmRest,nid,TP,0.02275256
EU0_4475_0000,A24041,UrbStrmRest,rpd,SED,3.97E-01
EU0_4475_0000,A24041,UrbStrmRest,rpd,TN,3.97E-03
EU0_4475_0000,A24041,UrbStrmRest,rpd,TP,4.96E-04
EU0_4475_0000,A24041,UrbStrmRest,npd,SED,69.88901
EU0_4475_0000,A24041,UrbStrmRest,npd,TN,0.69889
EU0_4475_0000,A24041,UrbStrmRest,npd,TP,8.74E-02
EU0_4491_0000,A24035,UrbStrmRest,rid,SED,0.1270709
EU0_4491_0000,A24035,UrbStrmRest,rid,TN,0.001270709
EU0_4491_0000,A24035,UrbStrmRest,rid,TP,1.59E-04
EU0_4491_0000,A24035,UrbStrmRest,nid,SED,29.9647
EU0_4491_0000,A24035,UrbStrmRest,nid,TN,0.299647
EU0_4491_0000,A24035,UrbStrmRest,nid,TP,0.03745587
EU0_4491_0000,A24035,UrbStrmRest,rpd,SED,0.5340413
EU0_4491_0000,A24035,UrbStrmRest,rpd,TN,5.34E-03
EU0_4491_0000,A24035,UrbStrmRest,rpd,TP,6.68E-04
EU0_4491_0000,A24035,UrbStrmRest,npd,SED,176.0104
EU0_4491_0000,A24035,UrbStrmRest,npd,TN,1.760104
EU0_4491_0000,A24035,UrbStrmRest,npd,TP,2.20E-01
EU0_4610_0000,A24035,UrbStrmRest,rid,SED,0.01717175
EU0_4610_0000,A24035,UrbStrmRest,rid,TN,0.000171718
EU0_4610_0000,A24035,UrbStrmRest,rid,TP,2.15E-05
EU0_4610_0000,A24035,UrbStrmRest,nid,SED,28.76268
EU0_4610_0000,A24035,UrbStrmRest,nid,TN,0.2876267
EU0_4610_0000,A24035,UrbStrmRest,nid,TP,0.03595334
EU0_4610_0000,A24035,UrbStrmRest,rpd,SED,1.08E-01
EU0_4610_0000,A24035,UrbStrmRest,rpd,TN,1.08E-03
EU0_4610_0000,A24035,UrbStrmRest,rpd,TP,1.35E-04
EU0_4610_0000,A24035,UrbStrmRest,npd,SED,167.167
EU0_4610_0000,A24035,UrbStrmRest,npd,TN,1.67167
EU0_4610_0000,A24035,UrbStrmRest,npd,TP,2.09E-01
EU0_4700_0000,A24041,UrbStrmRest,rid,SED,3.07E+00
EU0_4700_0000,A24041,UrbStrmRest,rid,TN,3.07E-02
EU0_4700_0000,A24041,UrbStrmRest,rid,TP,3.84E-03
EU0_4700_0000,A24041,UrbStrmRest,nid,SED,36.74754
EU0_4700_0000,A24041,UrbStrmRest,nid,TN,0.3674754
EU0_4700_0000,A24041,UrbStrmRest,nid,TP,0.04593442
EU0_4700_0000,A24041,UrbStrmRest,rpd,SED,15.02528
EU0_4700_0000,A24041,UrbStrmRest,rpd,TN,0.1502528
EU0_4700_0000,A24041,UrbStrmRest,rpd,TP,0.0187816
EU0_4700_0000,A24041,UrbStrmRest,npd,SED,165.3639
EU0_4700_0000,A24041,UrbStrmRest,npd,TN,1.653639
EU0_4700_0000,A24041,UrbStrmRest,npd,TP,0.2067049
EU0_4873_0000,A24041,UrbStrmRest,rid,SED,0.008585874
EU0_4873_0000,A24041,UrbStrmRest,rid,TN,8.59E-05
EU0_4873_0000,A24041,UrbStrmRest,rid,TP,1.07E-05
EU0_4873_0000,A24041,UrbStrmRest,nid,SED,29.44954
EU0_4873_0000,A24041,UrbStrmRest,nid,TN,0.2944954
EU0_4873_0000,A24041,UrbStrmRest,nid,TP,0.03681193
EU0_4873_0000,A24041,UrbStrmRest,rpd,SED,0.04979806
EU0_4873_0000,A24041,UrbStrmRest,rpd,TN,0.000497981
EU0_4873_0000,A24041,UrbStrmRest,rpd,TP,6.22E-05
EU0_4873_0000,A24041,UrbStrmRest,npd,SED,166.4801
EU0_4873_0000,A24041,UrbStrmRest,npd,TN,1.66E+00
EU0_4873_0000,A24041,UrbStrmRest,npd,TP,2.08E-01
WU0_3162_0000,A24025,UrbStrmRest,rid,SED,0
WU0_3162_0000,A24025,UrbStrmRest,rid,TN,0
WU0_3162_0000,A24025,UrbStrmRest,rid,TP,0
WU0_3162_0000,A24025,UrbStrmRest,nid,SED,0
WU0_3162_0000,A24025,UrbStrmRest,nid,TN,0.00E+00
WU0_3162_0000,A24025,UrbStrmRest,nid,TP,0.00E+00
WU0_3162_0000,A24025,UrbStrmRest,rpd,SED,0
WU0_3162_0000,A24025,UrbStrmRest,rpd,TN,0
WU0_3162_0000,A24025,UrbStrmRest,rpd,TP,0
WU0_3162_0000,A24025,UrbStrmRest,npd,SED,0
WU0_3162_0000,A24025,UrbStrmRest,npd,TN,0
WU0_3162_0000,A24025,UrbStrmRest,npd,TP,0
WU0_3162_0000,F24025,UrbStrmRest,rid,SED,87.0978
WU0_3162_0000,F24025,UrbStrmRest,rid,TN,0.870978
WU0_3162_0000,F24025,UrbStrmRest,rid,TP,0.1088722
WU0_3162_0000,F24025,UrbStrmRest,nid,SED,0.1360903
WU0_3162_0000,F24025,UrbStrmRest,nid,TN,0.001360903
WU0_3162_0000,F24025,UrbStrmRest,nid,TP,0.000170113
WU0_3162_0000,F24025,UrbStrmRest,rpd,SED,387.4037
WU0_3162_0000,F24025,UrbStrmRest,rpd,TN,3.874038
WU0_3162_0000,F24025,UrbStrmRest,rpd,TP,0.4842547
WU0_3162_0000,F24025,UrbStrmRest,npd,SED,0.5443613
WU0_3162_0000,F24025,UrbStrmRest,npd,TN,0.005443613
WU0_3162_0000,F24025,UrbStrmRest,npd,TP,0.000680452
WU1_3240_3331,A24025,UrbStrmRest,rid,SED,347.9376
WU1_3240_3331,A24025,UrbStrmRest,rid,TN,3.479376
WU1_3240_3331,A24025,UrbStrmRest,rid,TP,0.434922
WU1_3240_3331,A24025,UrbStrmRest,nid,SED,220.9199
WU1_3240_3331,A24025,UrbStrmRest,nid,TN,2.209199
WU1_3240_3331,A24025,UrbStrmRest,nid,TP,0.2761499
WU1_3240_3331,A24025,UrbStrmRest,rpd,SED,2235.057
WU1_3240_3331,A24025,UrbStrmRest,rpd,TN,2.24E+01
WU1_3240_3331,A24025,UrbStrmRest,rpd,TP,2.79E+00
WU1_3240_3331,A24025,UrbStrmRest,npd,SED,940.8377
WU1_3240_3331,A24025,UrbStrmRest,npd,TN,9.408377
WU1_3240_3331,A24025,UrbStrmRest,npd,TP,1.176047
WU0_3250_0001,A24025,UrbStrmRest,rid,SED,771.6321
WU0_3250_0001,A24025,UrbStrmRest,rid,TN,7.72E+00
WU0_3250_0001,A24025,UrbStrmRest,rid,TP,9.65E-01
WU0_3250_0001,A24025,UrbStrmRest,nid,SED,74.39603
WU0_3250_0001,A24025,UrbStrmRest,nid,TN,0.7439603
WU0_3250_0001,A24025,UrbStrmRest,nid,TP,0.09299504
WU0_3250_0001,A24025,UrbStrmRest,rpd,SED,3430.837
WU0_3250_0001,A24025,UrbStrmRest,rpd,TN,34.30836
WU0_3250_0001,A24025,UrbStrmRest,rpd,TP,4.288546
WU0_3250_0001,A24025,UrbStrmRest,npd,SED,109.3259
WU0_3250_0001,A24025,UrbStrmRest,npd,TN,1.09E+00
WU0_3250_0001,A24025,UrbStrmRest,npd,TP,1.37E-01
WU0_3250_0001,F24025,UrbStrmRest,rid,SED,0.2721806
WU0_3250_0001,F24025,UrbStrmRest,rid,TN,0.002721806
WU0_3250_0001,F24025,UrbStrmRest,rid,TP,0.000340226
WU0_3250_0001,F24025,UrbStrmRest,nid,SED,0
WU0_3250_0001,F24025,UrbStrmRest,nid,TN,0.00E+00
WU0_3250_0001,F24025,UrbStrmRest,nid,TP,0.00E+00
WU0_3250_0001,F24025,UrbStrmRest,rpd,SED,0.1814537
WU0_3250_0001,F24025,UrbStrmRest,rpd,TN,0.001814537
WU0_3250_0001,F24025,UrbStrmRest,rpd,TP,2.27E-04
WU0_3250_0001,F24025,UrbStrmRest,npd,SED,0.00E+00
WU0_3250_0001,F24025,UrbStrmRest,npd,TN,0.00E+00
WU0_3250_0001,F24025,UrbStrmRest,npd,TP,0.00E+00
WU0_3251_0000,A24025,UrbStrmRest,rid,SED,107.0577
WU0_3251_0000,A24025,UrbStrmRest,rid,TN,1.070577
WU0_3251_0000,A24025,UrbStrmRest,rid,TP,0.1338221
WU0_3251_0000,A24025,UrbStrmRest,nid,SED,0.3538348
WU0_3251_0000,A24025,UrbStrmRest,nid,TN,3.54E-03
WU0_3251_0000,A24025,UrbStrmRest,nid,TP,4.42E-04
WU0_3251_0000,A24025,UrbStrmRest,rpd,SED,309.3786
WU0_3251_0000,A24025,UrbStrmRest,rpd,TN,3.093786
WU0_3251_0000,A24025,UrbStrmRest,rpd,TP,0.3867233
WU0_3251_0000,A24025,UrbStrmRest,npd,SED,0.3084714
WU0_3251_0000,A24025,UrbStrmRest,npd,TN,0.003084714
WU0_3251_0000,A24025,UrbStrmRest,npd,TP,3.86E-04
WU0_3251_0000,F24025,UrbStrmRest,rid,SED,64.41608
WU0_3251_0000,F24025,UrbStrmRest,rid,TN,0.6441607
WU0_3251_0000,F24025,UrbStrmRest,rid,TP,0.08052009
WU0_3251_0000,F24025,UrbStrmRest,nid,SED,0.09072687
WU0_3251_0000,F24025,UrbStrmRest,nid,TN,0.000907269
WU0_3251_0000,F24025,UrbStrmRest,nid,TP,0.000113409
WU0_3251_0000,F24025,UrbStrmRest,rpd,SED,242.2408
WU0_3251_0000,F24025,UrbStrmRest,rpd,TN,2.422407
WU0_3251_0000,F24025,UrbStrmRest,rpd,TP,3.03E-01
WU0_3251_0000,F24025,UrbStrmRest,npd,SED,0.317544
WU0_3251_0000,F24025,UrbStrmRest,npd,TN,0.00317544
WU0_3251_0000,F24025,UrbStrmRest,npd,TP,0.00039693
PL1_4460_4780,A24031,UrbStrmRest,rid,SED,681.8929
PL1_4460_4780,A24031,UrbStrmRest,rid,TN,6.818929
PL1_4460_4780,A24031,UrbStrmRest,rid,TP,8.52E-01
PL1_4460_4780,A24031,UrbStrmRest,nid,SED,15.52137
PL1_4460_4780,A24031,UrbStrmRest,nid,TN,0.1552137
PL1_4460_4780,A24031,UrbStrmRest,nid,TP,0.01940172
PL1_4460_4780,A24031,UrbStrmRest,rpd,SED,1995.687
PL1_4460_4780,A24031,UrbStrmRest,rpd,TN,19.95687
PL1_4460_4780,A24031,UrbStrmRest,rpd,TP,2.494608
PL1_4460_4780,A24031,UrbStrmRest,npd,SED,42.65997
PL1_4460_4780,A24031,UrbStrmRest,npd,TN,4.27E-01
PL1_4460_4780,A24031,UrbStrmRest,npd,TP,5.33E-02
PL1_4460_4780,F24031,UrbStrmRest,rid,SED,23.23445
PL1_4460_4780,F24031,UrbStrmRest,rid,TN,0.2323445
PL1_4460_4780,F24031,UrbStrmRest,rid,TP,0.02904306
PL1_4460_4780,F24031,UrbStrmRest,nid,SED,0
PL1_4460_4780,F24031,UrbStrmRest,nid,TN,0.00E+00
PL1_4460_4780,F24031,UrbStrmRest,nid,TP,0.00E+00
PL1_4460_4780,F24031,UrbStrmRest,rpd,SED,40.18417
PL1_4460_4780,F24031,UrbStrmRest,rpd,TN,0.4018417
PL1_4460_4780,F24031,UrbStrmRest,rpd,TP,0.05023021
PL1_4460_4780,F24031,UrbStrmRest,npd,SED,0
PL1_4460_4780,F24031,UrbStrmRest,npd,TN,0.00E+00
PL1_4460_4780,F24031,UrbStrmRest,npd,TP,0.00E+00
PL0_4510_0001,A11001,UrbStrmRest,rid,SED,495.4912
PL0_4510_0001,A11001,UrbStrmRest,rid,TN,4.954912
PL0_4510_0001,A11001,UrbStrmRest,rid,TP,0.619364
PL0_4510_0001,A11001,UrbStrmRest,nid,SED,0.4344885
PL0_4510_0001,A11001,UrbStrmRest,nid,TN,0.004344885
PL0_4510_0001,A11001,UrbStrmRest,nid,TP,5.43E-04
PL0_4510_0001,A11001,UrbStrmRest,rpd,SED,454.5791
PL0_4510_0001,A11001,UrbStrmRest,rpd,TN,4.545791
PL0_4510_0001,A11001,UrbStrmRest,rpd,TP,0.5682239
PL0_4510_0001,A11001,UrbStrmRest,npd,SED,0.3724187
PL0_4510_0001,A11001,UrbStrmRest,npd,TN,0.003724187
PL0_4510_0001,A11001,UrbStrmRest,npd,TP,0.000465523
PL0_4510_0001,A24031,UrbStrmRest,rid,SED,438.5026
PL0_4510_0001,A24031,UrbStrmRest,rid,TN,4.385026
PL0_4510_0001,A24031,UrbStrmRest,rid,TP,0.5481282
PL0_4510_0001,A24031,UrbStrmRest,nid,SED,5.161095
PL0_4510_0001,A24031,UrbStrmRest,nid,TN,0.05161095
PL0_4510_0001,A24031,UrbStrmRest,nid,TP,0.006451368
PL0_4510_0001,A24031,UrbStrmRest,rpd,SED,1349.122
PL0_4510_0001,A24031,UrbStrmRest,rpd,TN,13.49122
PL0_4510_0001,A24031,UrbStrmRest,rpd,TP,1.69E+00
PL0_4510_0001,A24031,UrbStrmRest,npd,SED,13.42646
PL0_4510_0001,A24031,UrbStrmRest,npd,TN,1.34E-01
PL0_4510_0001,A24031,UrbStrmRest,npd,TP,1.68E-02
PL0_4510_0001,A24033,UrbStrmRest,rid,SED,179.9718
PL0_4510_0001,A24033,UrbStrmRest,rid,TN,1.799718
PL0_4510_0001,A24033,UrbStrmRest,rid,TP,2.25E-01
PL0_4510_0001,A24033,UrbStrmRest,nid,SED,0
PL0_4510_0001,A24033,UrbStrmRest,nid,TN,0.00E+00
PL0_4510_0001,A24033,UrbStrmRest,nid,TP,0.00E+00
PL0_4510_0001,A24033,UrbStrmRest,rpd,SED,336.4234
PL0_4510_0001,A24033,UrbStrmRest,rpd,TN,3.36E+00
PL0_4510_0001,A24033,UrbStrmRest,rpd,TP,4.21E-01
PL0_4510_0001,A24033,UrbStrmRest,npd,SED,0
PL0_4510_0001,A24033,UrbStrmRest,npd,TN,0
PL0_4510_0001,A24033,UrbStrmRest,npd,TP,0
PL0_4510_0001,F11001,UrbStrmRest,rid,SED,13.18279
PL0_4510_0001,F11001,UrbStrmRest,rid,TN,1.32E-01
PL0_4510_0001,F11001,UrbStrmRest,rid,TP,1.65E-02
PL0_4510_0001,F11001,UrbStrmRest,nid,SED,0.6364108
PL0_4510_0001,F11001,UrbStrmRest,nid,TN,0.006364108
PL0_4510_0001,F11001,UrbStrmRest,nid,TP,0.000795513
PL0_4510_0001,F11001,UrbStrmRest,rpd,SED,43.63959
PL0_4510_0001,F11001,UrbStrmRest,rpd,TN,0.4363959
PL0_4510_0001,F11001,UrbStrmRest,rpd,TP,0.05454949
PL0_4510_0001,F11001,UrbStrmRest,npd,SED,2.078076
PL0_4510_0001,F11001,UrbStrmRest,npd,TN,0.02078076
PL0_4510_0001,F11001,UrbStrmRest,npd,TP,2.60E-03
PL0_4510_0001,F24033,UrbStrmRest,rid,SED,0.1730406
PL0_4510_0001,F24033,UrbStrmRest,rid,TN,0.001730406
PL0_4510_0001,F24033,UrbStrmRest,rid,TP,0.000216301
PL0_4510_0001,F24033,UrbStrmRest,nid,SED,0
PL0_4510_0001,F24033,UrbStrmRest,nid,TN,0.00E+00
PL0_4510_0001,F24033,UrbStrmRest,nid,TP,0.00E+00
PL0_4510_0001,F24033,UrbStrmRest,rpd,SED,0.7080541
PL0_4510_0001,F24033,UrbStrmRest,rpd,TN,0.007080541
PL0_4510_0001,F24033,UrbStrmRest,rpd,TP,0.000885068
PL0_4510_0001,F24033,UrbStrmRest,npd,SED,0
PL0_4510_0001,F24033,UrbStrmRest,npd,TN,0.00E+00
PL0_4510_0001,F24033,UrbStrmRest,npd,TP,0.00E+00
PL1_4540_0001,A24031,UrbStrmRest,rid,SED,229.0117
PL1_4540_0001,A24031,UrbStrmRest,rid,TN,2.290117
PL1_4540_0001,A24031,UrbStrmRest,rid,TP,0.2862646
PL1_4540_0001,A24031,UrbStrmRest,nid,SED,0.666562
PL1_4540_0001,A24031,UrbStrmRest,nid,TN,6.67E-03
PL1_4540_0001,A24031,UrbStrmRest,nid,TP,8.33E-04
PL1_4540_0001,A24031,UrbStrmRest,rpd,SED,665.8002
PL1_4540_0001,A24031,UrbStrmRest,rpd,TN,6.66E+00
PL1_4540_0001,A24031,UrbStrmRest,rpd,TP,8.32E-01
PL1_4540_0001,A24031,UrbStrmRest,npd,SED,1.27599
PL1_4540_0001,A24031,UrbStrmRest,npd,TN,0.0127599
PL1_4540_0001,A24031,UrbStrmRest,npd,TP,0.001594988
PL1_4540_0001,A24033,UrbStrmRest,rid,SED,666.562
PL1_4540_0001,A24033,UrbStrmRest,rid,TN,6.66562
PL1_4540_0001,A24033,UrbStrmRest,rid,TP,8.33E-01
PL1_4540_0001,A24033,UrbStrmRest,nid,SED,1.428347
PL1_4540_0001,A24033,UrbStrmRest,nid,TN,0.01428347
PL1_4540_0001,A24033,UrbStrmRest,nid,TP,0.001785434
PL1_4540_0001,A24033,UrbStrmRest,rpd,SED,1210.096
PL1_4540_0001,A24033,UrbStrmRest,rpd,TN,12.10096
PL1_4540_0001,A24033,UrbStrmRest,rpd,TP,1.51E+00
PL1_4540_0001,A24033,UrbStrmRest,npd,SED,1.247423
PL1_4540_0001,A24033,UrbStrmRest,npd,TN,1.25E-02
PL1_4540_0001,A24033,UrbStrmRest,npd,TP,1.56E-03
PL1_4540_0001,F24031,UrbStrmRest,rid,SED,9.493748
PL1_4540_0001,F24031,UrbStrmRest,rid,TN,0.09493747
PL1_4540_0001,F24031,UrbStrmRest,rid,TP,0.01186718
PL1_4540_0001,F24031,UrbStrmRest,nid,SED,0
PL1_4540_0001,F24031,UrbStrmRest,nid,TN,0.00E+00
PL1_4540_0001,F24031,UrbStrmRest,nid,TP,0.00E+00
PL1_4540_0001,F24031,UrbStrmRest,rpd,SED,31.61409
PL1_4540_0001,F24031,UrbStrmRest,rpd,TN,3.16E-01
PL1_4540_0001,F24031,UrbStrmRest,rpd,TP,3.95E-02
PL1_4540_0001,F24031,UrbStrmRest,npd,SED,0
PL1_4540_0001,F24031,UrbStrmRest,npd,TN,0
PL1_4540_0001,F24031,UrbStrmRest,npd,TP,0
PL1_4540_0001,F24033,UrbStrmRest,rid,SED,52.56318
PL1_4540_0001,F24033,UrbStrmRest,rid,TN,0.5256318
PL1_4540_0001,F24033,UrbStrmRest,rid,TP,6.57E-02
PL1_4540_0001,F24033,UrbStrmRest,nid,SED,0.1618794
PL1_4540_0001,F24033,UrbStrmRest,nid,TN,0.001618794
PL1_4540_0001,F24033,UrbStrmRest,nid,TP,0.000202349
PL1_4540_0001,F24033,UrbStrmRest,rpd,SED,195.874
PL1_4540_0001,F24033,UrbStrmRest,rpd,TN,1.95874
PL1_4540_0001,F24033,UrbStrmRest,rpd,TP,0.2448425
PL1_4540_0001,F24033,UrbStrmRest,npd,SED,0.1904463
PL1_4540_0001,F24033,UrbStrmRest,npd,TN,0.001904463
PL1_4540_0001,F24033,UrbStrmRest,npd,TP,0.000238058
PL1_4780_0001,A24031,UrbStrmRest,rid,SED,3.913671
PL1_4780_0001,A24031,UrbStrmRest,rid,TN,0.03913671
PL1_4780_0001,A24031,UrbStrmRest,rid,TP,0.004892089
PL1_4780_0001,A24031,UrbStrmRest,nid,SED,0
PL1_4780_0001,A24031,UrbStrmRest,nid,TN,0
PL1_4780_0001,A24031,UrbStrmRest,nid,TP,0
PL1_4780_0001,A24031,UrbStrmRest,rpd,SED,15.14048
PL1_4780_0001,A24031,UrbStrmRest,rpd,TN,0.1514048
PL1_4780_0001,A24031,UrbStrmRest,rpd,TP,0.0189256
PL1_4780_0001,A24031,UrbStrmRest,npd,SED,0.00E+00
PL1_4780_0001,A24031,UrbStrmRest,npd,TN,0.00E+00
PL1_4780_0001,A24031,UrbStrmRest,npd,TP,0.00E+00
PL2_4810_0000,A11001,UrbStrmRest,rid,SED,2249.462
PL2_4810_0000,A11001,UrbStrmRest,rid,TN,22.49462
PL2_4810_0000,A11001,UrbStrmRest,rid,TP,2.811827
PL2_4810_0000,A11001,UrbStrmRest,nid,SED,1.52E+02
PL2_4810_0000,A11001,UrbStrmRest,nid,TN,1.52E+00
PL2_4810_0000,A11001,UrbStrmRest,nid,TP,1.90E-01
PL2_4810_0000,A11001,UrbStrmRest,rpd,SED,1933.736
PL2_4810_0000,A11001,UrbStrmRest,rpd,TN,19.33736
PL2_4810_0000,A11001,UrbStrmRest,rpd,TP,2.41717
PL2_4810_0000,A11001,UrbStrmRest,npd,SED,130.1617
PL2_4810_0000,A11001,UrbStrmRest,npd,TN,1.301617
PL2_4810_0000,A11001,UrbStrmRest,npd,TP,0.1627022
PL2_4810_0000,A24033,UrbStrmRest,rid,SED,375.1792
PL2_4810_0000,A24033,UrbStrmRest,rid,TN,3.751792
PL2_4810_0000,A24033,UrbStrmRest,rid,TP,0.468974
PL2_4810_0000,A24033,UrbStrmRest,nid,SED,0.009522315
PL2_4810_0000,A24033,UrbStrmRest,nid,TN,9.52E-05
PL2_4810_0000,A24033,UrbStrmRest,nid,TP,1.19E-05
PL2_4810_0000,A24033,UrbStrmRest,rpd,SED,564.2924
PL2_4810_0000,A24033,UrbStrmRest,rpd,TN,5.64E+00
PL2_4810_0000,A24033,UrbStrmRest,rpd,TP,7.05E-01
PL2_4810_0000,A24033,UrbStrmRest,npd,SED,0.009522315
PL2_4810_0000,A24033,UrbStrmRest,npd,TN,9.52E-05
PL2_4810_0000,A24033,UrbStrmRest,npd,TP,1.19E-05
PL2_4810_0000,F11001,UrbStrmRest,rid,SED,118.1468
PL2_4810_0000,F11001,UrbStrmRest,rid,TN,1.18E+00
PL2_4810_0000,F11001,UrbStrmRest,rid,TP,1.48E-01
PL2_4810_0000,F11001,UrbStrmRest,nid,SED,304.3782
PL2_4810_0000,F11001,UrbStrmRest,nid,TN,3.043782
PL2_4810_0000,F11001,UrbStrmRest,nid,TP,0.3804727
PL2_4810_0000,F11001,UrbStrmRest,rpd,SED,244.3036
PL2_4810_0000,F11001,UrbStrmRest,rpd,TN,2.44E+00
PL2_4810_0000,F11001,UrbStrmRest,rpd,TP,3.05E-01
PL2_4810_0000,F11001,UrbStrmRest,npd,SED,619.4363
PL2_4810_0000,F11001,UrbStrmRest,npd,TN,6.194363
PL2_4810_0000,F11001,UrbStrmRest,npd,TP,0.7742954
PL2_4810_0000,F24033,UrbStrmRest,rid,SED,1.285512
PL2_4810_0000,F24033,UrbStrmRest,rid,TN,1.29E-02
PL2_4810_0000,F24033,UrbStrmRest,rid,TP,1.61E-03
PL2_4810_0000,F24033,UrbStrmRest,nid,SED,0.00E+00
PL2_4810_0000,F24033,UrbStrmRest,nid,TN,0.00E+00
PL2_4810_0000,F24033,UrbStrmRest,nid,TP,0.00E+00
PL2_4810_0000,F24033,UrbStrmRest,rpd,SED,1.64E+00
PL2_4810_0000,F24033,UrbStrmRest,rpd,TN,1.64E-02
PL2_4810_0000,F24033,UrbStrmRest,rpd,TP,2.05E-03
PL2_4810_0000,F24033,UrbStrmRest,npd,SED,0
PL2_4810_0000,F24033,UrbStrmRest,npd,TN,0.00E+00
PL2_4810_0000,F24033,UrbStrmRest,npd,TP,0.00E+00
PL2_5800_0000,A24017,UrbStrmRest,rid,SED,8.20E-01
PL2_5800_0000,A24017,UrbStrmRest,rid,TN,8.20E-03
PL2_5800_0000,A24017,UrbStrmRest,rid,TP,1.02E-03
PL2_5800_0000,A24017,UrbStrmRest,nid,SED,0
PL2_5800_0000,A24017,UrbStrmRest,nid,TN,0
PL2_5800_0000,A24017,UrbStrmRest,nid,TP,0.00E+00
PL2_5800_0000,A24017,UrbStrmRest,rpd,SED,2.37E+00
PL2_5800_0000,A24017,UrbStrmRest,rpd,TN,2.37E-02
PL2_5800_0000,A24017,UrbStrmRest,rpd,TP,2.96E-03
PL2_5800_0000,A24017,UrbStrmRest,npd,SED,0.001490241
PL2_5800_0000,A24017,UrbStrmRest,npd,TN,1.49E-05
PL2_5800_0000,A24017,UrbStrmRest,npd,TP,1.86E-06
PL0_5830_0001,A24037,UrbStrmRest,rid,SED,0.02026727
