rseg,lseg,shortName,landuse_type,const,lbs
EL0_4595_0000,A24045,UrbStrmRest,rpd,TN,3.03E-02
EL0_4595_0000,A24045,UrbStrmRest,rpd,TP,3.79E-03
EL0_4595_0000,A24045,UrbStrmRest,npd,SED,22.96774
EL0_4595_0000,A24045,UrbStrmRest,npd,TN,0.2296774
EL0_4595_0000,A24045,UrbStrmRest,npd,TP,2.87E-02
EL0_4596_0000,A24045,UrbStrmRest,rid,SED,0.5600041
EL0_4596_0000,A24045,UrbStrmRest,rid,TN,5.60E-03
EL0_4596_0000,A24045,UrbStrmRest,rid,TP,7.00E-04
EL0_4596_0000,A24045,UrbStrmRest,nid,SED,2.009204
EL0_4596_0000,A24045,UrbStrmRest,nid,TN,2.01E-02
EL0_4596_0000,A24045,UrbStrmRest,nid,TP,2.51E-03
EL0_4596_0000,A24045,UrbStrmRest,rpd,SED,0.6054099
EL0_4596_0000,A24045,UrbStrmRest,rpd,TN,6.05E-03
EL0_4596_0000,A24045,UrbStrmRest,rpd,TP,7.57E-04
EL0_4596_0000,A24045,UrbStrmRest,npd,SED,2.171908
EL0_4596_0000,A24045,UrbStrmRest,npd,TN,2.17E-02
EL0_4596_0000,A24045,UrbStrmRest,npd,TP,2.71E-03
EL2_4630_0000,A24011,UrbStrmRest,rid,SED,0
EL2_4630_0000,A24011,UrbStrmRest,rid,TN,0
EL2_4630_0000,A24011,UrbStrmRest,rid,TP,0
EL2_4630_0000,A24011,UrbStrmRest,nid,SED,0.1793527
EL2_4630_0000,A24011,UrbStrmRest,nid,TN,1.79E-03
EL2_4630_0000,A24011,UrbStrmRest,nid,TP,2.24E-04
EL2_4630_0000,A24011,UrbStrmRest,rpd,SED,0
EL2_4630_0000,A24011,UrbStrmRest,rpd,TN,0
EL2_4630_0000,A24011,UrbStrmRest,rpd,TP,0
EL2_4630_0000,A24011,UrbStrmRest,npd,SED,0.4654088
EL2_4630_0000,A24011,UrbStrmRest,npd,TN,4.65E-03
EL2_4630_0000,A24011,UrbStrmRest,npd,TP,5.82E-04
EL2_4630_0000,A24019,UrbStrmRest,rid,SED,7.57E-04
EL2_4630_0000,A24019,UrbStrmRest,rid,TN,7.57E-06
EL2_4630_0000,A24019,UrbStrmRest,rid,TP,9.46E-07
EL2_4630_0000,A24019,UrbStrmRest,nid,SED,0.9005471
EL2_4630_0000,A24019,UrbStrmRest,nid,TN,9.01E-03
EL2_4630_0000,A24019,UrbStrmRest,nid,TP,1.13E-03
EL2_4630_0000,A24019,UrbStrmRest,rpd,SED,4.54E-03
EL2_4630_0000,A24019,UrbStrmRest,rpd,TN,4.54E-05
EL2_4630_0000,A24019,UrbStrmRest,rpd,TP,5.68E-06
EL2_4630_0000,A24019,UrbStrmRest,npd,SED,3.469755
EL2_4630_0000,A24019,UrbStrmRest,npd,TN,3.47E-02
EL2_4630_0000,A24019,UrbStrmRest,npd,TP,4.34E-03
EL2_4630_0000,A24045,UrbStrmRest,rid,SED,0
EL2_4630_0000,A24045,UrbStrmRest,rid,TN,0
EL2_4630_0000,A24045,UrbStrmRest,rid,TP,0
EL2_4630_0000,A24045,UrbStrmRest,nid,SED,9.69E-02
EL2_4630_0000,A24045,UrbStrmRest,nid,TN,9.69E-04
EL2_4630_0000,A24045,UrbStrmRest,nid,TP,1.21E-04
EL2_4630_0000,A24045,UrbStrmRest,rpd,SED,0
EL2_4630_0000,A24045,UrbStrmRest,rpd,TN,0
EL2_4630_0000,A24045,UrbStrmRest,rpd,TP,0
EL2_4630_0000,A24045,UrbStrmRest,npd,SED,0.6129775
EL2_4630_0000,A24045,UrbStrmRest,npd,TN,6.13E-03
EL2_4630_0000,A24045,UrbStrmRest,npd,TP,7.66E-04
EL0_4633_0000,A24045,UrbStrmRest,rid,SED,6.21E-02
EL0_4633_0000,A24045,UrbStrmRest,rid,TN,6.21E-04
EL0_4633_0000,A24045,UrbStrmRest,rid,TP,7.76E-05
EL0_4633_0000,A24045,UrbStrmRest,nid,SED,0.703789
EL0_4633_0000,A24045,UrbStrmRest,nid,TN,7.04E-03
EL0_4633_0000,A24045,UrbStrmRest,nid,TP,8.80E-04
EL0_4633_0000,A24045,UrbStrmRest,rpd,SED,0.2467045
EL0_4633_0000,A24045,UrbStrmRest,rpd,TN,2.47E-03
EL0_4633_0000,A24045,UrbStrmRest,rpd,TP,3.08E-04
EL0_4633_0000,A24045,UrbStrmRest,npd,SED,2.735696
EL0_4633_0000,A24045,UrbStrmRest,npd,TN,2.74E-02
EL0_4633_0000,A24045,UrbStrmRest,npd,TP,3.42E-03
EL0_5040_0000,A24045,UrbStrmRest,rid,SED,1.063251
EL0_5040_0000,A24045,UrbStrmRest,rid,TN,0.01063251
EL0_5040_0000,A24045,UrbStrmRest,rid,TP,1.33E-03
EL0_5040_0000,A24045,UrbStrmRest,nid,SED,8.967633
EL0_5040_0000,A24045,UrbStrmRest,nid,TN,8.97E-02
EL0_5040_0000,A24045,UrbStrmRest,nid,TP,1.12E-02
EL0_5040_0000,A24045,UrbStrmRest,rpd,SED,3.526512
EL0_5040_0000,A24045,UrbStrmRest,rpd,TN,3.53E-02
EL0_5040_0000,A24045,UrbStrmRest,rpd,TP,4.41E-03
EL0_5040_0000,A24045,UrbStrmRest,npd,SED,29.92995
EL0_5040_0000,A24045,UrbStrmRest,npd,TN,0.2992995
EL0_5040_0000,A24045,UrbStrmRest,npd,TP,3.74E-02
EL2_5110_5270,A24045,UrbStrmRest,rid,SED,1.14E-02
EL2_5110_5270,A24045,UrbStrmRest,rid,TN,1.14E-04
EL2_5110_5270,A24045,UrbStrmRest,rid,TP,1.42E-05
EL2_5110_5270,A24045,UrbStrmRest,nid,SED,4.01084
EL2_5110_5270,A24045,UrbStrmRest,nid,TN,4.01E-02
EL2_5110_5270,A24045,UrbStrmRest,nid,TP,5.01E-03
EL2_5110_5270,A24045,UrbStrmRest,rpd,SED,1.97E-02
EL2_5110_5270,A24045,UrbStrmRest,rpd,TN,1.97E-04
EL2_5110_5270,A24045,UrbStrmRest,rpd,TP,2.46E-05
EL2_5110_5270,A24045,UrbStrmRest,npd,SED,7.6433
EL2_5110_5270,A24045,UrbStrmRest,npd,TN,7.64E-02
EL2_5110_5270,A24045,UrbStrmRest,npd,TP,9.55E-03
EL2_5110_5270,A24047,UrbStrmRest,rid,SED,0.2073529
EL2_5110_5270,A24047,UrbStrmRest,rid,TN,2.07E-03
EL2_5110_5270,A24047,UrbStrmRest,rid,TP,2.59E-04
EL2_5110_5270,A24047,UrbStrmRest,nid,SED,1.729202
EL2_5110_5270,A24047,UrbStrmRest,nid,TN,1.73E-02
EL2_5110_5270,A24047,UrbStrmRest,nid,TP,2.16E-03
EL2_5110_5270,A24047,UrbStrmRest,rpd,SED,0.582707
EL2_5110_5270,A24047,UrbStrmRest,rpd,TN,5.83E-03
EL2_5110_5270,A24047,UrbStrmRest,rpd,TP,7.28E-04
EL2_5110_5270,A24047,UrbStrmRest,npd,SED,4.881117
EL2_5110_5270,A24047,UrbStrmRest,npd,TN,4.88E-02
EL2_5110_5270,A24047,UrbStrmRest,npd,TP,6.10E-03
EL1_5150_0001,A24019,UrbStrmRest,rid,SED,0.3488674
EL1_5150_0001,A24019,UrbStrmRest,rid,TN,3.49E-03
EL1_5150_0001,A24019,UrbStrmRest,rid,TP,4.36E-04
EL1_5150_0001,A24019,UrbStrmRest,nid,SED,3.791379
EL1_5150_0001,A24019,UrbStrmRest,nid,TN,3.79E-02
EL1_5150_0001,A24019,UrbStrmRest,nid,TP,4.74E-03
EL1_5150_0001,A24019,UrbStrmRest,rpd,SED,1.203252
EL1_5150_0001,A24019,UrbStrmRest,rpd,TN,1.20E-02
EL1_5150_0001,A24019,UrbStrmRest,rpd,TP,1.50E-03
EL1_5150_0001,A24019,UrbStrmRest,npd,SED,13.05415
EL1_5150_0001,A24019,UrbStrmRest,npd,TN,0.1305415
EL1_5150_0001,A24019,UrbStrmRest,npd,TP,1.63E-02
EL0_5151_0000,A24019,UrbStrmRest,rid,SED,1.47947
EL0_5151_0000,A24019,UrbStrmRest,rid,TN,1.48E-02
EL0_5151_0000,A24019,UrbStrmRest,rid,TP,1.85E-03
EL0_5151_0000,A24019,UrbStrmRest,nid,SED,12.75144
EL0_5151_0000,A24019,UrbStrmRest,nid,TN,0.1275145
EL0_5151_0000,A24019,UrbStrmRest,nid,TP,1.59E-02
EL0_5151_0000,A24019,UrbStrmRest,rpd,SED,3.356241
EL0_5151_0000,A24019,UrbStrmRest,rpd,TN,3.36E-02
EL0_5151_0000,A24019,UrbStrmRest,rpd,TP,4.20E-03
EL0_5151_0000,A24019,UrbStrmRest,npd,SED,29.05967
EL0_5151_0000,A24019,UrbStrmRest,npd,TN,0.2905967
EL0_5151_0000,A24019,UrbStrmRest,npd,TP,0.03632459
EL0_5151_0000,F24019,UrbStrmRest,rid,SED,0
EL0_5151_0000,F24019,UrbStrmRest,rid,TN,0
EL0_5151_0000,F24019,UrbStrmRest,rid,TP,0
EL0_5151_0000,F24019,UrbStrmRest,nid,SED,0
EL0_5151_0000,F24019,UrbStrmRest,nid,TN,0
EL0_5151_0000,F24019,UrbStrmRest,nid,TP,0
EL0_5151_0000,F24019,UrbStrmRest,rpd,SED,0
EL0_5151_0000,F24019,UrbStrmRest,rpd,TN,0
EL0_5151_0000,F24019,UrbStrmRest,rpd,TP,0
EL0_5151_0000,F24019,UrbStrmRest,npd,SED,0
EL0_5151_0000,F24019,UrbStrmRest,npd,TN,0
EL0_5151_0000,F24019,UrbStrmRest,npd,TP,0
EL2_5270_0001,A24045,UrbStrmRest,rid,SED,2.031907
EL2_5270_0001,A24045,UrbStrmRest,rid,TN,2.03E-02
EL2_5270_0001,A24045,UrbStrmRest,rid,TP,2.54E-03
EL2_5270_0001,A24045,UrbStrmRest,nid,SED,23.19477
EL2_5270_0001,A24045,UrbStrmRest,nid,TN,0.2319476
EL2_5270_0001,A24045,UrbStrmRest,nid,TP,2.90E-02
EL2_5270_0001,A24045,UrbStrmRest,rpd,SED,5.864908
EL2_5270_0001,A24045,UrbStrmRest,rpd,TN,5.86E-02
EL2_5270_0001,A24045,UrbStrmRest,rpd,TP,7.33E-03
EL2_5270_0001,A24045,UrbStrmRest,npd,SED,75.52488
EL2_5270_0001,A24045,UrbStrmRest,npd,TN,0.7552488
EL2_5270_0001,A24045,UrbStrmRest,npd,TP,9.44E-02
EL2_5270_0001,A24047,UrbStrmRest,rid,SED,0.8816281
EL2_5270_0001,A24047,UrbStrmRest,rid,TN,8.82E-03
EL2_5270_0001,A24047,UrbStrmRest,rid,TP,1.10E-03
EL2_5270_0001,A24047,UrbStrmRest,nid,SED,16.95148
EL2_5270_0001,A24047,UrbStrmRest,nid,TN,0.1695147
EL2_5270_0001,A24047,UrbStrmRest,nid,TP,2.12E-02
EL2_5270_0001,A24047,UrbStrmRest,rpd,SED,1.547579
EL2_5270_0001,A24047,UrbStrmRest,rpd,TN,0.01547579
EL2_5270_0001,A24047,UrbStrmRest,rpd,TP,1.93E-03
EL2_5270_0001,A24047,UrbStrmRest,npd,SED,44.5733
EL2_5270_0001,A24047,UrbStrmRest,npd,TN,0.445733
EL2_5270_0001,A24047,UrbStrmRest,npd,TP,5.57E-02
EL0_5271_0000,A24047,UrbStrmRest,rid,SED,0.7756814
EL0_5271_0000,A24047,UrbStrmRest,rid,TN,7.76E-03
EL0_5271_0000,A24047,UrbStrmRest,rid,TP,9.70E-04
EL0_5271_0000,A24047,UrbStrmRest,nid,SED,8.778443
EL0_5271_0000,A24047,UrbStrmRest,nid,TN,8.78E-02
EL0_5271_0000,A24047,UrbStrmRest,nid,TP,1.10E-02
EL0_5271_0000,A24047,UrbStrmRest,rpd,SED,1.668661
EL0_5271_0000,A24047,UrbStrmRest,rpd,TN,1.67E-02
EL0_5271_0000,A24047,UrbStrmRest,rpd,TP,2.09E-03
EL0_5271_0000,A24047,UrbStrmRest,npd,SED,20.31907
EL0_5271_0000,A24047,UrbStrmRest,npd,TN,0.2031907
EL0_5271_0000,A24047,UrbStrmRest,npd,TP,2.54E-02
EL0_5280_0000,A24019,UrbStrmRest,rid,SED,2.580559
EL0_5280_0000,A24019,UrbStrmRest,rid,TN,2.58E-02
EL0_5280_0000,A24019,UrbStrmRest,rid,TP,3.23E-03
EL0_5280_0000,A24019,UrbStrmRest,nid,SED,14.41632
EL0_5280_0000,A24019,UrbStrmRest,nid,TN,0.1441632
EL0_5280_0000,A24019,UrbStrmRest,nid,TP,1.80E-02
EL0_5280_0000,A24019,UrbStrmRest,rpd,SED,7.302756
EL0_5280_0000,A24019,UrbStrmRest,rpd,TN,7.30E-02
EL0_5280_0000,A24019,UrbStrmRest,rpd,TP,9.13E-03
EL0_5280_0000,A24019,UrbStrmRest,npd,SED,41.54625
EL0_5280_0000,A24019,UrbStrmRest,npd,TN,0.4154625
EL0_5280_0000,A24019,UrbStrmRest,npd,TP,5.19E-02
EL0_5280_0000,F24019,UrbStrmRest,rid,SED,0.904331
EL0_5280_0000,F24019,UrbStrmRest,rid,TN,9.04E-03
EL0_5280_0000,F24019,UrbStrmRest,rid,TP,1.13E-03
EL0_5280_0000,F24019,UrbStrmRest,nid,SED,8.70E-02
EL0_5280_0000,F24019,UrbStrmRest,nid,TN,8.70E-04
EL0_5280_0000,F24019,UrbStrmRest,nid,TP,1.09E-04
EL0_5280_0000,F24019,UrbStrmRest,rpd,SED,0
EL0_5280_0000,F24019,UrbStrmRest,rpd,TN,0
EL0_5280_0000,F24019,UrbStrmRest,rpd,TP,0
EL0_5280_0000,F24019,UrbStrmRest,npd,SED,0
EL0_5280_0000,F24019,UrbStrmRest,npd,TN,0
EL0_5280_0000,F24019,UrbStrmRest,npd,TP,0
EL0_5281_0000,A24019,UrbStrmRest,rid,SED,0.783249
EL0_5281_0000,A24019,UrbStrmRest,rid,TN,7.83E-03
EL0_5281_0000,A24019,UrbStrmRest,rid,TP,9.79E-04
EL0_5281_0000,A24019,UrbStrmRest,nid,SED,0.401084
EL0_5281_0000,A24019,UrbStrmRest,nid,TN,4.01E-03
EL0_5281_0000,A24019,UrbStrmRest,nid,TP,5.01E-04
EL0_5281_0000,A24019,UrbStrmRest,rpd,SED,0.1120008
EL0_5281_0000,A24019,UrbStrmRest,rpd,TN,1.12E-03
EL0_5281_0000,A24019,UrbStrmRest,rpd,TP,1.40E-04
EL0_5281_0000,A24019,UrbStrmRest,npd,SED,0.5675718
EL0_5281_0000,A24019,UrbStrmRest,npd,TN,5.68E-03
EL0_5281_0000,A24019,UrbStrmRest,npd,TP,7.09E-04
EL0_5283_0000,A24019,UrbStrmRest,rid,SED,0.4918955
EL0_5283_0000,A24019,UrbStrmRest,rid,TN,4.92E-03
EL0_5283_0000,A24019,UrbStrmRest,rid,TP,6.15E-04
EL0_5283_0000,A24019,UrbStrmRest,nid,SED,1.574066
EL0_5283_0000,A24019,UrbStrmRest,nid,TN,1.57E-02
EL0_5283_0000,A24019,UrbStrmRest,nid,TP,1.97E-03
EL0_5283_0000,A24019,UrbStrmRest,rpd,SED,0.1664877
EL0_5283_0000,A24019,UrbStrmRest,rpd,TN,1.66E-03
EL0_5283_0000,A24019,UrbStrmRest,rpd,TP,2.08E-04
EL0_5283_0000,A24019,UrbStrmRest,npd,SED,0.5297336
EL0_5283_0000,A24019,UrbStrmRest,npd,TN,5.30E-03
EL0_5283_0000,A24019,UrbStrmRest,npd,TP,6.62E-04
EL0_5283_0000,F24019,UrbStrmRest,rid,SED,0
EL0_5283_0000,F24019,UrbStrmRest,rid,TN,0
EL0_5283_0000,F24019,UrbStrmRest,rid,TP,0
EL0_5283_0000,F24019,UrbStrmRest,nid,SED,0
EL0_5283_0000,F24019,UrbStrmRest,nid,TN,0
EL0_5283_0000,F24019,UrbStrmRest,nid,TP,0
EL0_5283_0000,F24019,UrbStrmRest,rpd,SED,0
EL0_5283_0000,F24019,UrbStrmRest,rpd,TN,0
EL0_5283_0000,F24019,UrbStrmRest,rpd,TP,0
EL0_5283_0000,F24019,UrbStrmRest,npd,SED,0
EL0_5283_0000,F24019,UrbStrmRest,npd,TN,0
EL0_5283_0000,F24019,UrbStrmRest,npd,TP,0
EL0_5400_0001,A24045,UrbStrmRest,rid,SED,22.85422
EL0_5400_0001,A24045,UrbStrmRest,rid,TN,0.2285422
EL0_5400_0001,A24045,UrbStrmRest,rid,TP,2.86E-02
EL0_5400_0001,A24045,UrbStrmRest,nid,SED,51.38416
EL0_5400_0001,A24045,UrbStrmRest,nid,TN,0.5138416
EL0_5400_0001,A24045,UrbStrmRest,nid,TP,6.42E-02
EL0_5400_0001,A24045,UrbStrmRest,rpd,SED,43.7787
EL0_5400_0001,A24045,UrbStrmRest,rpd,TN,0.437787
EL0_5400_0001,A24045,UrbStrmRest,rpd,TP,5.47E-02
EL0_5400_0001,A24045,UrbStrmRest,npd,SED,137.2388
EL0_5400_0001,A24045,UrbStrmRest,npd,TN,1.372388
EL0_5400_0001,A24045,UrbStrmRest,npd,TP,0.1715486
EL1_5430_0001,A24045,UrbStrmRest,rid,SED,0.9913586
EL1_5430_0001,A24045,UrbStrmRest,rid,TN,9.91E-03
EL1_5430_0001,A24045,UrbStrmRest,rid,TP,1.24E-03
EL1_5430_0001,A24045,UrbStrmRest,nid,SED,10.36764
EL1_5430_0001,A24045,UrbStrmRest,nid,TN,0.1036764
EL1_5430_0001,A24045,UrbStrmRest,nid,TP,1.30E-02
EL1_5430_0001,A24045,UrbStrmRest,rpd,SED,2.156773
EL1_5430_0001,A24045,UrbStrmRest,rpd,TN,2.16E-02
EL1_5430_0001,A24045,UrbStrmRest,rpd,TP,2.70E-03
EL1_5430_0001,A24045,UrbStrmRest,npd,SED,32.01105
EL1_5430_0001,A24045,UrbStrmRest,npd,TN,0.3201105
EL1_5430_0001,A24045,UrbStrmRest,npd,TP,4.00E-02
EL1_5430_0001,A24047,UrbStrmRest,rid,SED,0.601626
EL1_5430_0001,A24047,UrbStrmRest,rid,TN,6.02E-03
EL1_5430_0001,A24047,UrbStrmRest,rid,TP,7.52E-04
EL1_5430_0001,A24047,UrbStrmRest,nid,SED,2.455694
EL1_5430_0001,A24047,UrbStrmRest,nid,TN,2.46E-02
EL1_5430_0001,A24047,UrbStrmRest,nid,TP,3.07E-03
EL1_5430_0001,A24047,UrbStrmRest,rpd,SED,7.57E-02
EL1_5430_0001,A24047,UrbStrmRest,rpd,TN,7.57E-04
EL1_5430_0001,A24047,UrbStrmRest,rpd,TP,9.46E-05
EL1_5430_0001,A24047,UrbStrmRest,npd,SED,1.4492
EL1_5430_0001,A24047,UrbStrmRest,npd,TN,1.45E-02
EL1_5430_0001,A24047,UrbStrmRest,npd,TP,1.81E-03
EL1_5570_0001,A24039,UrbStrmRest,rid,SED,0.2421639
EL1_5570_0001,A24039,UrbStrmRest,rid,TN,2.42E-03
EL1_5570_0001,A24039,UrbStrmRest,rid,TP,3.03E-04
EL1_5570_0001,A24039,UrbStrmRest,nid,SED,3.13678
EL1_5570_0001,A24039,UrbStrmRest,nid,TN,3.14E-02
EL1_5570_0001,A24039,UrbStrmRest,nid,TP,3.92E-03
EL1_5570_0001,A24039,UrbStrmRest,rpd,SED,0.4048678
EL1_5570_0001,A24039,UrbStrmRest,rpd,TN,4.05E-03
EL1_5570_0001,A24039,UrbStrmRest,rpd,TP,5.06E-04
EL1_5570_0001,A24039,UrbStrmRest,npd,SED,5.22166
EL1_5570_0001,A24039,UrbStrmRest,npd,TN,5.22E-02
EL1_5570_0001,A24039,UrbStrmRest,npd,TP,6.53E-03
EL1_5570_0001,A24045,UrbStrmRest,rid,SED,0.2065961
EL1_5570_0001,A24045,UrbStrmRest,rid,TN,2.07E-03
EL1_5570_0001,A24045,UrbStrmRest,rid,TP,2.58E-04
EL1_5570_0001,A24045,UrbStrmRest,nid,SED,1.60812
EL1_5570_0001,A24045,UrbStrmRest,nid,TN,1.61E-02
EL1_5570_0001,A24045,UrbStrmRest,nid,TP,2.01E-03
EL1_5570_0001,A24045,UrbStrmRest,rpd,SED,0.6167613
EL1_5570_0001,A24045,UrbStrmRest,rpd,TN,6.17E-03
EL1_5570_0001,A24045,UrbStrmRest,rpd,TP,7.71E-04
EL1_5570_0001,A24045,UrbStrmRest,npd,SED,4.767602
EL1_5570_0001,A24045,UrbStrmRest,npd,TN,4.77E-02
EL1_5570_0001,A24045,UrbStrmRest,npd,TP,5.96E-03
EL1_5570_0001,A24047,UrbStrmRest,rid,SED,2.020555
EL1_5570_0001,A24047,UrbStrmRest,rid,TN,2.02E-02
EL1_5570_0001,A24047,UrbStrmRest,rid,TP,2.53E-03
EL1_5570_0001,A24047,UrbStrmRest,nid,SED,4.048678
EL1_5570_0001,A24047,UrbStrmRest,nid,TN,4.05E-02
EL1_5570_0001,A24047,UrbStrmRest,nid,TP,5.06E-03
EL1_5570_0001,A24047,UrbStrmRest,rpd,SED,0.8967634
EL1_5570_0001,A24047,UrbStrmRest,rpd,TN,8.97E-03
EL1_5570_0001,A24047,UrbStrmRest,rpd,TP,1.12E-03
EL1_5570_0001,A24047,UrbStrmRest,npd,SED,1.801094
EL1_5570_0001,A24047,UrbStrmRest,npd,TN,1.80E-02
EL1_5570_0001,A24047,UrbStrmRest,npd,TP,2.25E-03
