 seg ,TOTN,TOTP
PM0_4640_4820,    0.7479,    1.0165
PM1_4250_4500,    1.0996,    0.5591
PM2_4860_4670,    1.6329,    0.7698
PM1_4500_4580,    1.0996,    1.3792
PM1_3710_4040,    1.1174,    1.0132
PM3_4670_4660,    1.6329,    0.7698
PM1_4430_4200,    1.6329,    0.7772
PM1_3120_3400,    1.0318,    1.0112
PM3_4660_4620,    1.6329,    1.4279
PM2_2860_3040,    0.7850,    0.8356
PM1_3510_4000,    0.9991,    0.9518
PS1_4790_4830,    1.2808,    1.0252
PM1_3450_3400,    1.1726,    1.3614
PM1_4000_4290,    1.2005,    1.2066
PU0_3000_3090,    1.0817,    0.7513
PM2_3400_3340,    1.1726,    1.3614
PM3_3040_3340,    1.1726,    1.3614
PS2_6730_6660,    0.6055,    0.9461
PU0_3751_3752,    1.3684,    1.4279
PU2_3090_4050,    0.9785,    0.5767
PM4_3340_3341,    1.1726,    1.3614
PM4_3341_4040,    1.1174,    1.0132
PM4_4040_4410,    1.1174,    1.0132
PS2_5550_5560,    0.7470,    0.9352
PS1_4830_5080,    1.2808,    1.2956
PU2_4730_4220,    1.3684,    1.4279
PU2_4050_4180,    1.6329,    1.4279
PS0_6150_6160,    1.0402,    1.0536
PS2_5560_5100,    0.9236,    0.9863
PS3_5100_5080,    0.9847,    1.0359
PU2_2790_3290,    1.4861,    1.2518
PU2_4220_3900,    1.3684,    1.4279
PU0_3601_3602,    1.3684,    1.4279
PS2_6660_6490,    0.7284,    0.2500
PS4_5080_4380,    1.2808,    1.2956
PS3_6460_6230,    0.7899,    1.0954
PU3_2510_3290,    1.4861,    1.2518
PU2_3900_3750,    1.3684,    1.4279
PS3_5990_6161,    1.0402,    1.0536
PS2_6490_6420,    0.7284,    0.2500
PU2_3770_3600,    1.3684,    1.4279
PU2_2840_3080,    1.3684,    1.4279
PU3_3290_3390,    1.4861,    1.2518
PS0_6160_6161,    1.0402,    1.0536
PS2_6420_6360,    0.7902,    0.4220
PU3_3390_3730,    0.8383,    0.4581
PU2_3630_3590,    1.3684,    1.4279
PU2_3080_3640,    1.3684,    1.4279
PU1_3030_3440,    1.3684,    1.4279
PS3_6161_6280,    1.0402,    1.0536
PS3_6280_6230,    0.7902,    0.4220
PS4_6230_6360,    0.7902,    0.4220
PU0_3611_3530,    1.3684,    1.4279
PU2_4340_3860,    0.9817,    0.8950
PU0_3871_3690,    0.2500,    1.4279
PU3_4280_3860,    0.9817,    1.0645
PS4_6360_5840,    0.7902,    0.4220
PS4_5840_5240,    0.8803,    1.3528
PU3_3860_3610,    0.9817,    0.8950
PU1_3100_3690,    0.2500,    1.4279
PS5_5240_5200,    1.4239,    0.2500
PS5_5200_4380,    1.2808,    1.2956
PS5_4380_4370,    1.2808,    1.2956
PU2_3180_3370,    0.9053,    1.0907
PU2_6050_5190,    1.2675,    0.4322
PU2_3370_4020,    0.9053,    1.0907
PS5_4370_4150,    1.6329,    1.4279
PU2_4360_4160,    1.0592,    1.4279
PU0_6080_5620,    1.2675,    1.4279
PU1_3170_3580,    0.7718,    0.7118
PU2_4160_3930,    1.0592,    1.4279
PU2_5190_4310,    1.2675,    1.4279
PU1_5520_5210,    1.2675,    1.4279
PU2_3140_3680,    1.0186,    1.0554
PU1_3580_3780,    0.2500,    1.4279
PU1_3940_3970,    0.7550,    0.2500
PU1_5820_5380,    1.2675,    1.4279
PU0_5620_5380,    1.2675,    1.4279
PU2_5700_5210,    1.2675,    1.4279
PU3_3680_3890,    1.3398,    0.8075
PU1_3850_4190,    0.9942,    0.8590
PU3_5210_5050,    1.2675,    1.4279
PU1_5380_5050,    1.2675,    1.4279
PU4_5050_4310,    1.2675,    1.4279
PU4_4310_4210,    1.2675,    1.4279
PU1_4840_4760,    1.4110,    3.9759
PU1_4190_4300,    0.9942,    0.8590
PU4_4210_4170,    1.2675,    1.4279
PU2_4720_4750,    1.4110,    0.9716
PU1_4760_4450,    1.4110,    0.9716
PU1_4300_4440,    0.9942,    0.8590
PU2_4750_4450,    1.4110,    0.9716
PU3_4450_4440,    1.4110,    0.9716
PU4_4440_3970,    1.0429,    1.4279
PU4_3970_3890,    1.0429,    1.4279
PU4_3890_3990,    0.2500,    1.4279
PU4_3990_3780,    0.2500,    1.4279
PU4_3780_3930,    0.2500,    1.4279
PU5_3930_4170,    1.0592,    1.4279
PU5_4170_4020,    1.2675,    1.4279
PU6_4020_3870,    1.2675,    1.4279
PU6_3870_3690,    0.2500,    1.4279
PU6_3690_3610,    0.2500,    1.4279
PU6_3610_3530,    0.2500,    1.4279
PU6_3530_3440,    1.3684,    1.4279
PU6_3440_3590,    1.3684,    1.4279
PU6_3590_3640,    1.3684,    1.4279
PU6_3640_3600,    1.3684,    1.4279
PU6_3600_3602,    1.3684,    1.4279
PU6_3602_3730,    1.3684,    1.4279
PU6_3730_3750,    1.3684,    1.4279
PU6_3750_3752,    1.3684,    1.4279
PU6_3752_4080,    1.3684,    1.4279
PU6_4080_4180,    1.6329,    1.4279
PU6_4180_4150,    1.6329,    1.4279
PM7_4150_4290,    1.6329,    1.4279
PM7_4290_4200,    1.6329,    1.4279
PM7_4200_4410,    1.6329,    1.4279
PM7_4410_4620,    1.6329,    1.4279
PM7_4620_4580,    1.6329,    1.4279
PM7_4580_4820,    1.6329,    1.4279
PM7_4820_0001,    1.6329,    1.4279
