 seg ,TOTN,TOTP
SJ2_2150_2130,    1.0349,    0.8827
SJ2_2110_2170,    1.0349,    0.8827
SJ2_1900_1930,    1.0349,    0.8827
SJ3_2160_2170,    1.0349,    0.8827
SJ3_2170_1970,    1.0349,    0.8827
SJ1_2280_2450,    1.0349,    0.8827
SJ3_2040_1980,    1.0349,    0.8827
SJ2_2580_2500,    1.0349,    0.8827
SJ2_2500_2450,    1.0349,    0.8827
SJ2_2570_2660,    1.0349,    0.8827
SJ3_2450_2120,    1.0349,    0.8827
SJ3_2250_2230,    1.0349,    0.8827
SJ2_2530_2820,    1.0349,    0.8827
SJ3_1980_2060,    1.0349,    0.8827
SJ3_2230_2060,    1.0349,    0.8827
SJ2_2900_2740,    1.0349,    0.8827
SJ4_2060_2010,    1.0349,    0.8827
SJ4_2010_2210,    1.0349,    0.8827
SJ2_2820_2740,    1.0349,    0.8827
SJ4_2740_2660,    1.0349,    0.8827
SJ4_2660_2360,    1.0349,    0.8827
SJ4_2360_2340,    1.0349,    0.8827
SJ4_2340_2210,    1.0349,    0.8827
SJ5_2210_2320,    1.0349,    0.8827
SJ5_2320_2120,    1.0349,    0.8827
SJ5_2120_1930,    1.0349,    0.8827
SJ6_1930_1970,    1.0349,    0.8827
SJ6_1970_2130,    1.0349,    0.8827
SJ6_2130_2050, -999.0000, -999.0000
