 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,XU2_4330_4480, 0.7871E+00, 0.2190E+07, 0.8641E+04, 0.4051E+05, 0.1801E+05,
TOTN,XU3_4650_0001, 0.9850E+00, 0.1197E+07, 0.7984E+06, 0.1537E+06, 0.4242E+04, 0.2344E+06, 0.7871E+00,
TOTP,XU2_4330_4480, 0.3035E+01, 0.5744E+05, 0.1273E+05, 0.0000E+00, 0.6892E+03,
TOTP,XU3_4650_0001, 0.1072E+01, 0.1009E+06, 0.4810E+05, 0.0000E+00, 0.1634E+03, 0.1683E+05, 0.3035E+01,
