seg,TOTN,TOTP
PL0_5000_0001,-999,0.9837
PL0_4510_0001,1.1225,1.0142
JB3_6820_7053,0.7169,0.8462
EM2_3980_0001,0.9974,0.9715
EL1_5430_0001,0.8445,0.9641
EL0_4560_4562,0.9945,0.9393
EL0_4561_4562,0.9945,0.9393
EL0_4562_0001,-999,-999
WU0_3021_3020,1.0085,0.9387
WU2_3020_3320,1.0085,0.9387
WM0_3881_3880,1.0123,1.0354
WM1_3882_3880,1.0123,1.0354
WM3_3880_4060,1.0123,1.0354
WM1_3660_3910,0.9629,0.9983
PL1_5370_5470,-999,0.9216
PL1_5230_0001,0.9371,0.9898
PL1_4540_0001,-999,1.0551
PL1_4460_4780,0.8807,1.0321
PL0_5540_5490,-999,0.9379
PL0_5070_0001,0.9014,0.9897
PL0_5010_5130,0.4673,1.044
XL1_4690_0001,1.0987,1.0824
XL0_5320_0001,0.7122,0.9942
