 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.6494
PL0_4510_0001,    1.5480,    1.7048
JB3_6820_7053,    0.8193,    0.5185
EM2_3980_0001,    0.9655,    0.3856
EL1_5430_0001,    0.8407,    0.5505
EL0_4560_4562,    1.6282,    0.4137
EL0_4561_4562,    1.6282,    0.4137
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    2.1453,    0.4379
WU2_3020_3320,    2.1453,    0.4379
WM0_3881_3880,    1.1841,    0.7494
WM1_3882_3880,    1.1841,    0.7494
WM3_3880_4060,    1.1841,    0.7494
WM1_3660_3910,    0.9293,    0.4400
PL1_5370_5470, -999.0000,    0.5719
PL1_5230_0001,    1.0897,    0.6436
PL1_4540_0001, -999.0000,    1.4269
PL1_4460_4780,    0.8411,    0.6815
PL0_5540_5490, -999.0000,    0.7489
PL0_5070_0001,    0.8859,    0.6423
PL0_5010_5130,    0.6597,    0.7657
XL1_4690_0001,    0.8856,    1.8948
XL0_5320_0001,    0.3935,    1.1973
