 seg ,TOTN,TOTP
PU0_3000_3090,    0.9926,    0.7206
PU2_3090_4050,    0.9926,    0.7206
PU2_2790_3290,    1.0235,    0.9912
PU3_2510_3290,    1.0235,    0.9912
PU3_3290_3390,    1.0235,    0.9912
PM2_2860_3040,    0.8756,    0.9697
PL0_4510_0001,    1.0494,    0.9992
PU2_3180_3370,    1.1479,    0.9909
PU2_6050_5190,    1.1479,    0.9909
PU2_3370_4020,    1.1479,    0.9909
PU2_4360_4160,    1.1479,    0.9909
PU0_6080_5620,    1.1479,    0.9909
PU1_3170_3580,    1.1479,    0.9909
PU2_4160_3930,    1.1479,    0.9909
PU2_5190_4310,    1.1479,    0.9909
PU1_5520_5210,    1.1479,    0.9909
PU2_3140_3680,    1.1479,    0.9909
PU1_3580_3780,    1.1479,    0.9909
PU1_3940_3970,    1.1479,    0.9909
PU1_5820_5380,    1.1479,    0.9909
PU0_5620_5380,    1.1479,    0.9909
PU2_5700_5210,    1.1479,    0.9909
PU3_3680_3890,    1.1479,    0.9909
PU1_3850_4190,    1.1479,    0.9909
PU3_5210_5050,    1.1479,    0.9909
PU1_5380_5050,    1.1479,    0.9909
PU4_5050_4310,    1.1479,    0.9909
PU4_4310_4210,    1.1479,    0.9909
PU1_4840_4760,    1.1479,    0.9909
PU1_4190_4300,    1.1479,    0.9909
PU4_4210_4170,    1.1479,    0.9909
PU2_4720_4750,    1.1479,    0.9909
PU1_4760_4450,    1.1479,    0.9909
PU1_4300_4440,    1.1479,    0.9909
PU2_4750_4450,    1.1479,    0.9909
PU3_4450_4440,    1.1479,    0.9909
PU4_4440_3970,    1.1479,    0.9909
PU4_3970_3890,    1.1479,    0.9909
PU4_3890_3990,    1.1479,    0.9909
PU4_3990_3780,    1.1479,    0.9909
PU4_3780_3930,    1.1479,    0.9909
PU5_3930_4170,    1.1479,    0.9909
PU5_4170_4020,    1.1479,    0.9909
PU6_4020_3870,    1.1479,    0.9909
