 seg ,TOTN,TOTP
SW1_1450_1510, -999.0000, -999.0000
SW1_1570_1640,    1.3804,    1.0621
SW1_1560_1460,    1.3804,    1.0621
SW1_1180_1190,    1.3804,    1.0621
SW1_1160_1260,    1.3804,    1.0621
SW2_1190_1410,    1.3804,    1.0621
SW3_1040_1220,    1.3804,    1.0621
SW2_1030_1060,    1.3804,    1.0621
SW2_1070_1060,    1.3804,    1.0621
SW3_1250_1340,    1.3804,    1.0621
SW3_1220_1320,    1.3804,    1.0621
SW3_1060_1260,    1.3804,    1.0621
SW4_1260_1300,    1.3804,    1.0621
SW3_1080_1350,    1.3804,    1.0621
SW0_1520_1600,    1.3804,    1.0621
SW2_1000_1110,    1.3804,    1.0621
SW2_0880_0930,    1.3804,    1.0621
SW2_1100_1130,    1.3804,    1.0621
SW1_1910_1890,    1.3804,    1.0621
SW2_1050_0930,    1.3804,    1.0621
SW3_1600_1580,    1.3804,    1.0621
SW3_1090_1091,    1.3804,    1.0621
SW2_1770_1690,    1.3804,    1.0621
SW3_0930_1110,    1.3804,    1.0621
SW4_1110_1150,    1.3804,    1.0621
SW1_1890_1830,    1.3804,    1.0621
SW3_1130_1390,    1.3804,    1.0621
SW3_1920_1750,    1.3804,    1.0621
SW1_1830_1690,    1.3804,    1.0621
SW4_1150_1350,    1.3804,    1.0621
SW5_1350_1470,    1.3804,    1.0621
SW3_1690_1660,    1.3804,    1.0621
SW2_1360_1430,    1.3804,    1.0621
SW3_1390_1330,    1.3804,    1.0621
SW3_1091_1380,    1.3804,    1.0621
SW3_1660_1580,    1.3804,    1.0621
SW3_1870_1800,    1.3804,    1.0621
SW3_1750_1540,    1.3804,    1.0621
SW1_1170_1270,    1.3804,    1.0621
SW2_1240_1270,    1.3804,    1.0621
SW3_1380_1490,    1.3804,    1.0621
SW3_1580_1440,    1.3804,    1.0621
SW2_1950_1940,    1.3804,    1.0621
SW3_1800_1650,    1.3804,    1.0621
SW2_2020_1940,    1.3804,    1.0621
SW3_1270_1370,    1.3804,    1.0621
SW3_1370_1430,    1.3804,    1.0621
SW4_1940_1860,    1.3804,    1.0621
SW4_1860_1720,    1.3804,    1.0621
SW4_1430_1490,    1.3804,    1.0621
SW4_1490_1400,    1.3804,    1.0621
SW4_1720_1650,    1.3804,    1.0621
SW5_1650_1540,    1.3804,    1.0621
SW5_1540_1400,    1.3804,    1.0621
SW6_1400_1330,    1.3804,    1.0621
SW6_1330_1230,    1.3804,    1.0621
SW6_1230_1440,    1.3804,    1.0621
SW6_1440_1470,    1.3804,    1.0621
SW7_1470_1340,    1.3804,    1.0621
SW7_1340_1320,    1.3804,    1.0621
SW7_1320_1300,    1.3804,    1.0621
SW7_1300_1410,    1.3804,    1.0621
SW7_1410_1460,    1.3804,    1.0621
SW7_1460_1640,    1.3804,    1.0621
SW7_1640_1680, -999.0000, -999.0000
