 seg ,TOTN,TOTP
XU0_4090_4270,    0.7900,    0.5905
XU0_4130_4070,    1.7226,    0.2500
XU0_4091_4270,    0.7900,    0.5905
XU2_4270_4650,    0.7900,    0.5905
XU2_4070_4330,    1.7226,    0.2500
XU2_4330_4480,    1.7226,    0.2500
XU2_4480_4650,    0.7900,    0.5905
XU3_4650_0001,    0.7900,    0.5905
