 seg ,TOTN,TOTP
SL0_2721_2720,    0.9351,    0.2500
SL2_2750_2720,    0.9351,    0.2500
SL2_2410_2700,    0.9351,    0.2500
SL1_2390_2420,    0.9351,    0.2500
SL2_2300_2520,    0.9351,    0.2500
SL1_2190_2350,    0.9351,    0.2500
SL2_2200_2350,    0.9351,    0.2500
SL0_2831_2830,    0.9351,    0.2500
SL3_2460_2430,    0.9351,    0.2500
SL3_2350_2470,    0.9351,    0.2500
SL1_2770_2730,    0.9351,    0.2500
SL0_2180_2220,    0.9351,    0.2500
SL3_2470_2420,    0.9351,    0.2500
SL3_2420_2700,    0.9351,    0.2500
SL3_2400_2440,    0.9351,    0.2500
SL1_2830_2760,    0.9351,    0.2500
SL1_2760_2730,    0.9351,    0.2500
SL1_2000_2090,    0.9351,    0.2500
SL1_2670_2370,    0.9351,    0.2500
SL3_2730_2550,    0.9351,    0.2500
SL3_2440_2380,    0.9351,    0.2500
SL0_2220_2140,    0.9351,    0.2500
SL2_1850_1990,    0.9351,    0.2500
SL3_2550_2490,    0.9351,    0.2500
SL2_2540_2370,    0.9351,    0.2500
SL3_2290_2260,    0.9351,    0.2500
SL2_1990_2070,    0.9351,    0.2500
SL2_2070_2090,    0.9351,    0.2500
SL3_1960_2080,    0.9351,    0.2500
SL4_2370_2330,    0.9351,    0.2500
SL4_2330_2270,    0.9351,    0.2500
SL4_2090_2100,    0.9351,    0.2500
SL4_2100_2140,    0.9351,    0.2500
SL3_2260_2050,    0.9351,    0.2500
SL2_1810_2030,    0.9351,    0.2500
SL2_1670_1880,    0.9351,    0.2500
SL1_1790_1840,    0.9351,    0.2500
SL4_2140_2240,    0.9351,    0.2500
SL1_1730_1700,    0.9351,    0.2500
SL4_2240_2310,    0.9351,    0.2500
SL3_1710_1740,    0.9351,    0.2500
SL3_1740_1840,    0.9351,    0.2500
SL1_1700_1780,    0.9351,    0.2500
SL3_1840_1880,    0.9351,    0.2500
SW1_1450_1510,    0.9351,    0.2500
SW1_1510_1680,    0.9351,    0.2500
SJ6_2130_2050,    0.9351,    0.2500
SW7_1640_1680,    0.9351,    0.2500
SW7_1680_1760,    0.9351,    0.2500
SU8_1610_1530,    1.0492,    1.3437
SU8_1530_1760,    0.9351,    0.2500
SL8_1760_1780,    0.9351,    0.2500
SL8_1780_1880,    0.9351,    0.2500
SL8_1880_2030,    0.9351,    0.2500
SL8_2030_2080,    0.9351,    0.2500
SL8_2080_2050,    0.9351,    0.2500
SL9_2050_2270,    0.9351,    0.2500
SL9_2270_2380,    0.9351,    0.2500
SL9_2380_2310,    0.9351,    0.2500
SL9_2310_2430,    0.9351,    0.2500
SL9_2430_2490,    0.9351,    0.2500
SL9_2490_2520,    0.9351,    0.2500
SL9_2520_2700,    0.9351,    0.2500
SL9_2700_2720,    0.9351,    0.2500
SL9_2720_0001,    0.9351,    0.2500
