 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,XU2_4330_4480, 0.9634E+00, 0.2800E+07, 0.8641E+04, 0.4051E+05, 0.1801E+05,
TOTN,XU3_4650_0001, 0.9967E+00, 0.1170E+07, 0.7984E+06, 0.1537E+06, 0.4242E+04, 0.2869E+06, 0.9634E+00,
TOTP,XU2_4330_4480, 0.3168E+01, 0.6205E+05, 0.1273E+05, 0.0000E+00, 0.6892E+03,
TOTP,XU3_4650_0001, 0.1076E+01, 0.1008E+06, 0.4810E+05, 0.0000E+00, 0.1634E+03, 0.1757E+05, 0.3168E+01,
