 seg ,TOTN,TOTP
PM0_4640_4820,    0.8823,    1.0017
PM1_4250_4500,    1.0094,    0.5323
PM2_4860_4670,    1.5572,    0.7527
PM1_4500_4580,    1.0094,    1.0288
PM1_3710_4040,    1.0320,    1.1274
PM3_4670_4660,    1.5572,    0.7527
PM1_4430_4200,    1.5572,    0.8045
PM1_3120_3400,    1.0125,    0.9964
PM3_4660_4620,    1.5572,    1.1924
PM2_2860_3040,    0.9159,    0.9986
PM1_3510_4000,    1.0183,    0.9990
PS1_4790_4830,    1.3354,    1.0063
PM1_3450_3400,    1.0083,    1.0082
PM1_4000_4290,    1.1012,    1.0012
PU0_3000_3090,    0.9949,    0.8135
PM2_3400_3340,    1.0083,    1.0082
PM3_3040_3340,    1.0083,    1.0082
PS2_6730_6660,    0.9737,    0.9874
PU0_3751_3752,    1.0062,    1.1924
PU2_3090_4050,    0.9953,    0.6547
PM4_3340_3341,    1.0083,    1.0082
PM4_3341_4040,    1.0320,    1.1274
PM4_4040_4410,    1.0320,    1.1274
PS2_5550_5560,    0.9392,    0.9812
PS1_4830_5080,    1.3354,    1.0347
PU2_4730_4220,    1.0062,    1.1924
PU2_4050_4180,    1.5572,    1.1924
PS0_6150_6160,    1.0166,    1.0305
PS2_5560_5100,    0.9784,    0.9786
PS3_5100_5080,    0.9727,    1.0376
PU2_2790_3290,    0.9974,    0.9967
PU2_4220_3900,    1.0062,    1.1924
PU0_3601_3602,    1.0062,    1.1924
PS2_6660_6490,    0.7803,    0.2500
PS4_5080_4380,    1.3354,    1.0347
PS3_6460_6230,    0.8299,    0.7626
PU3_2510_3290,    0.9974,    0.9967
PU2_3900_3750,    1.0062,    1.1924
PS3_5990_6161,    1.0166,    1.0305
PS2_6490_6420,    0.7803,    0.2500
PU2_3770_3600,    1.0062,    1.1924
PU2_2840_3080,    1.0062,    1.1924
PU3_3290_3390,    0.9974,    0.9967
PS0_6160_6161,    1.0166,    1.0305
PS2_6420_6360,    1.1400,    1.1785
PU3_3390_3730,    0.9447,    0.9439
PU2_3630_3590,    1.0062,    1.1924
PU2_3080_3640,    1.0062,    1.1924
PU1_3030_3440,    1.0062,    1.1924
PS3_6161_6280,    1.0166,    1.0305
PS3_6280_6230,    1.1400,    1.1785
PS4_6230_6360,    1.1400,    1.1785
PU0_3611_3530,    1.0062,    1.1924
PU2_4340_3860,    0.9975,    0.9845
PU0_3871_3690,    2.5568,    1.1924
PU3_4280_3860,    0.9975,    0.9855
PS4_6360_5840,    1.1400,    1.1785
PS4_5840_5240,    1.0231,    0.9885
PU3_3860_3610,    0.9975,    0.9845
PU1_3100_3690,    2.5568,    1.1924
PS5_5240_5200,    1.0399,    0.2500
PS5_5200_4380,    1.3354,    1.0347
PS5_4380_4370,    1.3354,    1.0347
PU2_3180_3370,    0.9414,    1.0229
PU2_6050_5190,    1.1146,    0.4419
PU2_3370_4020,    0.9414,    1.0229
PS5_4370_4150,    1.5572,    1.1924
PU2_4360_4160,    1.0368,    1.1924
PU0_6080_5620,    1.1146,    1.1924
PU1_3170_3580,    0.9983,    0.8295
PU2_4160_3930,    1.0368,    1.1924
PU2_5190_4310,    1.1146,    1.1924
PU1_5520_5210,    1.1146,    1.1924
PU2_3140_3680,    1.0001,    1.0007
PU1_3580_3780,    0.2500,    1.1924
PU1_3940_3970,    0.9339,    0.2500
PU1_5820_5380,    1.1146,    1.1924
PU0_5620_5380,    1.1146,    1.1924
PU2_5700_5210,    1.1146,    1.1924
PU3_3680_3890,    1.3414,    0.9784
PU1_3850_4190,    0.9822,    0.9090
PU3_5210_5050,    1.1146,    1.1924
PU1_5380_5050,    1.1146,    1.1924
PU4_5050_4310,    1.1146,    1.1924
PU4_4310_4210,    1.1146,    1.1924
PU1_4840_4760,    1.4477,    1.2524
PU1_4190_4300,    0.9822,    0.9090
PU4_4210_4170,    1.1146,    1.1924
PU2_4720_4750,    1.4477,    0.9049
PU1_4760_4450,    1.4477,    0.9049
PU1_4300_4440,    0.9822,    0.9090
PU2_4750_4450,    1.4477,    0.9049
PU3_4450_4440,    1.4477,    0.9049
PU4_4440_3970,    1.0803,    1.1924
PU4_3970_3890,    1.0803,    1.1924
PU4_3890_3990,    0.2500,    1.1924
PU4_3990_3780,    0.2500,    1.1924
PU4_3780_3930,    0.2500,    1.1924
PU5_3930_4170,    1.0368,    1.1924
PU5_4170_4020,    1.1146,    1.1924
PU6_4020_3870,    1.1146,    1.1924
PU6_3870_3690,    2.5568,    1.1924
PU6_3690_3610,    2.5568,    1.1924
PU6_3610_3530,    2.5568,    1.1924
PU6_3530_3440,    1.0062,    1.1924
PU6_3440_3590,    1.0062,    1.1924
PU6_3590_3640,    1.0062,    1.1924
PU6_3640_3600,    1.0062,    1.1924
PU6_3600_3602,    1.0062,    1.1924
PU6_3602_3730,    1.0062,    1.1924
PU6_3730_3750,    1.0062,    1.1924
PU6_3750_3752,    1.0062,    1.1924
PU6_3752_4080,    1.0062,    1.1924
PU6_4080_4180,    1.5572,    1.1924
PU6_4180_4150,    1.5572,    1.1924
PM7_4150_4290,    1.5572,    1.1924
PM7_4290_4200,    1.5572,    1.1924
PM7_4200_4410,    1.5572,    1.1924
PM7_4410_4620,    1.5572,    1.1924
PM7_4620_4580,    1.5572,    1.1924
PM7_4580_4820,    1.5572,    1.1924
PM7_4820_0001,    1.5572,    1.1924
