TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.810941,0.100000,0.,10.00000,0.810941,na,na,0.810941,0.094605,0.,10.00000,0.810941,na,na,0.086632,0.004202,0.000426,10.00000,0.086632,na,na,0.000100,0.004202,0.000627,1.683896,0.000100,184.4728,39048.14,0.0001,1.07,5420.848,22.31659,0.0001,1.07,2.145248,1.448935,0.0001,1.07,2.145248,1.448935,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.070294,0.004981,0.,10.00000,0.070294,na,na,0.070294,0.000998,0.,10.00000,0.070294,na,na,0.009135,0.041865,0.000031,8.948051,0.009135,na,na,0.000100,0.041865,0.000063,1.491348,0.000100,180.5015,48166.74,0.0001,1.07,5540.121,76.72218,0.0001,1.07,0.319908,2.708599,0.0001,1.07,0.319908,2.708599,0.0001,1.07,0.5,0.1,0,0,1.07,20
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.100000,0.,10.00000,1.000000,na,na,0.705821,0.067631,0.,10.00000,0.705821,na,na,0.070585,0.000510,0.004969,0.810171,0.070585,na,na,0.000100,0.000510,0.005461,0.135028,0.000100,10.44941,50000.00,0.0001,1.07,50000.00,0.100000,0.0001,1.07,6.908822,2.768546,0.0001,1.07,6.908822,2.768546,0.0001,1.07,0.5,0.1,0,0,1.07,20
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.001000,0.004437,0.,9.767326,1.000000,na,na,0.001000,0.000887,0.,5.446709,1.000000,na,na,0.001000,0.000526,0.005819,0.400081,0.200000,na,na,0.000100,0.000526,0.006453,0.066683,0.000100,19095.09,35075.62,0.0001,1.07,52.36954,28.45433,0.0001,1.07,2.794292,1.669710,0.0001,1.07,2.794292,1.669710,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.111039,0.002136,0.,10.00000,0.111039,na,na,0.111039,0.000426,0.,10.00000,0.111039,na,na,0.017656,0.100000,0.100E-04,7.965729,0.017656,na,na,0.000100,0.100000,0.100E-04,1.327621,0.000100,95.74087,41561.01,0.0001,1.07,10444.86,30.10199,0.0001,1.07,0.108945,1.203085,0.0001,1.07,0.108945,1.203085,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.043363,0.003410,0.,10.00000,0.043363,na,na,0.043363,0.000680,0.,10.00000,0.043363,na,na,0.005571,0.008919,0.000185,0.832731,0.005571,na,na,0.000100,0.008919,0.000375,0.138787,0.000100,100.0314,48783.00,0.0001,1.07,9996.846,76.32293,0.0001,1.07,1.241969,2.888917,0.0001,1.07,1.241969,2.888917,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.033313,0.012998,0.,6.750508,0.033313,na,na,0.033313,0.002598,0.,6.750508,0.033313,na,na,0.004078,0.000501,0.004016,0.872228,0.004078,na,na,0.000100,0.000501,0.004016,0.145371,0.000100,427.0641,46547.51,0.0001,1.07,2341.570,32.43745,0.0001,1.07,4.909330,2.333436,0.0001,1.07,4.909330,2.333436,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.666400,0.100000,0.,10.00000,0.666400,na,na,0.666400,0.031661,0.,10.00000,0.666400,na,na,0.094321,0.011660,0.000128,10.00000,0.094321,na,na,0.000100,0.011660,0.000237,2.241783,0.000100,581.4026,49872.11,0.0001,1.07,1719.978,47.33965,0.0001,1.07,1.009631,1.822224,0.0001,1.07,1.009631,1.822224,0.0001,1.07,0.5,0.1,0,0,1.07,20
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,1,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.060373,0.,10.00000,1.000000,na,na,1.000000,0.012052,0.,10.00000,1.000000,na,na,0.157978,0.100000,0.100E-04,7.479721,0.157978,na,na,0.000100,0.100000,0.000019,1.246611,0.000100,0.856391,43965.98,0.0001,1.07,50000.00,38.65846,0.0001,1.07,0.178440,1.816084,0.0001,1.07,0.178440,1.816084,0.0001,1.07,0.5,0.1,0,0,1.07,20
