TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,7.351500,1,0.03,0.3,0,50,52.54200,5,0.5,2,0,550,119.9230,5,1,8,0,300,8.993500,6,0.5,1,0,100,0,0,0,0,na,na
A10003,4.454000,1,0.03,0.3,0,50,283.7410,5,0.5,2,0,550,11.81550,5,1,8,0,300,1.030500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,2.255500,1,0.03,0.3,0,50,94.15350,5,0.5,2,0,550,286.3415,5,1,8,0,300,28.88950,6,0.5,1,0,100,0,0,0,0,na,na
A11001,5.913000,1,0.03,0.3,0,50,94.44350,5,0.5,2,0,550,134.2795,5,1,8,0,300,12.61850,6,0.5,1,0,100,0,0,0,0,na,na
A24001,5.656500,1,0.03,0.3,0,50,584.9015,5,0.5,2,0,550,6.804500,5,1,8,0,300,0.603000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,2.017500,1,0.03,0.3,0,50,253.4255,5,0.5,2,0,550,33.86400,5,1,8,0,300,3.711000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,2.923000,1,0.03,0.3,0,50,167.5645,5,0.5,2,0,550,140.2490,5,1,8,0,300,15.17800,6,0.5,1,0,100,0,0,0,0,na,na
A24009,0.952000,1,0.03,0.3,0,50,70.83100,5,0.5,2,0,550,52.69800,5,1,8,0,300,3.993500,6,0.5,1,0,100,0,0,0,0,na,na
A24011,1.325500,1,0.03,0.3,0,50,206.6200,5,0.5,2,0,550,10.44950,5,1,8,0,300,0.859000,6,0.5,1,0,100,0,0,0,0,na,na
