TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,42.53381,1.5,20.00000,0.587768,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,1.551750,1.5,20.00000,16.11085,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,1.290283,1.5,20.00000,19.37559,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,25.95120,1.5,20.00000,0.963347,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,2.081513,1.5,20.00000,12.01050,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,11.79807,1.5,20.00000,2.118990,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,45.38449,1.5,20.00000,0.550849,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,26.32579,1.5,20.00000,0.949639,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,0.837762,1.5,20.00000,29.84139,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,31.29829,1.5,20.00000,0.798767,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,27.69343,1.5,20.00000,0.902742,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,8.407817,1.5,20.00000,2.973422,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,0.535083,1.5,20.00000,46.72171,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,18.34405,1.5,20.00000,1.362841,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,0.983324,1.5,20.00000,25.42397,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,28.07150,1.5,20.00000,0.890582,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
