landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    36.846,    15.211,     5.555
A24009,     0.000,    29.553,    16.136,    11.264
F24009,     0.000,    27.551,    17.528,    11.426
F24037,     0.000,    43.587,     9.095,     5.115
A24033,     0.000,     3.218,    33.880,    14.450
F24033,     0.000,    26.100,    17.725,    11.007
A24003,     0.000,    47.515,     9.617,    10.840
F24003,     0.000,    47.822,     9.326,    10.793
A24027,     0.000,    31.939,    34.398,    12.913
F24027,     0.000,    26.589,    39.249,    13.863
A24031,     0.000,    20.828,    34.507,    14.411
F24031,     0.000,     0.000,    50.328,    18.711
A51073,     0.000,    42.857,    11.487,     5.272
A51115,     0.000,    27.011,    14.024,     5.011
A51119,     0.000,    56.243,    10.513,     5.970
A51199,     0.000,    18.128,    16.496,     6.762
F51199,     0.000,    18.066,    16.544,     6.763
A51095,     0.000,    56.003,     8.910,     6.421
A51097,     0.000,     8.284,    44.918,    10.898
A51127,     0.000,    40.601,    18.503,     7.312
A51830,     0.000,    23.397,    25.421,     9.057
F51095,     0.000,    56.084,     8.835,     6.418
F51830,     0.000,    23.256,    25.607,     9.060
A51650,     0.000,    32.024,    17.879,     5.726
A51735,     0.000,    12.699,    30.245,    14.486
F51650,     0.000,    32.241,    17.739,     5.732
F51735,     0.000,    11.882,    31.101,    14.572
A51101,     0.000,    27.117,    34.541,     8.976
A51033,     0.000,    31.878,    28.834,     6.573
F51033,     0.000,    40.503,    22.261,     6.161
A51177,     0.000,    47.307,    16.357,     6.242
F51177,     0.000,    47.510,    16.197,     6.231
F51101,     0.000,    57.996,    12.428,     6.251
A51109,     0.000,    61.578,    10.441,     5.744
A51003,     0.000,    31.345,    36.469,     7.481
A51065,     0.000,    12.894,    30.381,     6.678
A51075,     0.000,    51.198,    18.508,     4.610
A51103,     0.000,    53.048,    12.563,     5.436
A51133,     0.000,    64.631,    10.675,     5.581
A51057,     0.000,    14.282,    42.020,    11.071
A51159,     0.000,    38.631,    23.977,     6.489
F51159,     0.000,    56.414,    12.208,     5.749
A51099,     0.000,    44.266,    17.106,     6.788
A51630,     0.000,    11.372,    40.371,     7.754
F51057,     0.000,    47.759,    17.206,     7.186
F51099,     0.000,    45.888,    16.242,     6.663
F51630,     0.000,    42.851,    22.501,     5.718
A51047,     0.000,    37.525,    33.854,     7.683
A51061,     0.000,    57.291,    17.374,     6.362
A51157,     0.000,    57.276,    21.902,     5.640
B51061,     0.000,    46.760,    29.426,     7.265
B51157,     0.000,    62.020,    16.627,     5.299
F51061,     0.000,    55.877,    21.786,     6.017
F51157,     0.000,    58.683,    20.049,     5.523
A51113,     0.000,    36.276,    44.799,     8.643
B51113,     0.000,    59.921,    25.087,     6.098
F51113,     0.000,    49.360,    34.641,     7.104
