river,land,HGMR
TU5_9000_9280,B51195,PCRN
TU5_9280_0000,A51169,PCRN
WL0_4390_0000,A24003,CPDN
WL0_4391_0000,A24003,CPDN
WL0_4392_0000,A24003,CPDN
WL0_4393_0000,A24003,CPDN
WL0_4394_0000,A24003,CPDN
WL0_4420_0000,A24003,CPUN
WL0_4421_0000,A24003,CPDT
WL0_4422_0000,A24003,CPDN
WL0_4423_0000,A24003,CPDN
WL0_4424_0000,A24003,CPDN
WL0_4425_0000,A24003,CPDN
WL0_4600_0000,A24003,CPDN
WL0_4601_0000,A24003,CPLN
WL0_4602_0000,A24003,CPDN
WL0_4603_0000,A24003,CPDN
WL0_4770_0000,A24003,CPLN
WL0_4771_0000,A24003,CPDN
WL0_4772_0000,A24003,CPLN
WL0_4772_0000,A24009,CPDN
WL0_4920_0000,A24009,CPDN
WL0_4921_0000,A24009,CPDN
WL0_4922_0000,A24009,CPDN
WL0_4923_0000,A24009,CPDN
WL0_4924_0000,A24037,CPLN
WL0_4925_0000,A24009,CPDN
WL0_5880_0000,A24037,CPLN
WL0_5881_0000,A24037,CPLN
WM0_3650_0001,A24005,PCRN
WM0_3650_0001,A24510,PCRN
WM0_3740_0001,A24005,CPDN
WM0_3740_0001,A24510,CPDN
WM0_3741_0000,A24005,CPDN
WM0_3741_0000,A24510,CPDN
WM0_3742_0000,A24003,CPLN
WM0_3742_0000,A24005,CPLN
WM0_3742_0000,A24027,CPLN
WM0_3742_0000,A24510,CPLN
WM0_3743_0000,A24005,CPLN
WM0_3744_0000,A24005,CPLT
WM0_3745_0000,A24005,CPLN
WM0_3881_3880,A24005,PCRN
WM0_3881_3880,A24013,PCRN
WM0_3960_0000,A24510,CPLT
WM0_3961_0000,A24003,CPDN
WM0_3961_0000,A24005,CPDN
WM0_3961_0000,A24027,CPDN
WM0_3961_0000,A24510,CPDN
WM0_3962_0000,A24003,CPDT
WM0_3962_0000,A24510,CPDN
WM0_3963_0000,A24003,CPDT
WM0_3964_0000,A24005,CPLT
WM0_3964_0000,A24510,CPLT
WM0_3964_0000,A24003,CPLT
WM0_3964_0000,A24027,CPLT
WM0_3965_0000,A24005,CPLT
WM0_3966_0000,A24003,CPDT
WM1_3660_3910,A24005,PCRN
WM1_3882_3880,A24013,PCRN
WM1_3882_3880,A24027,PCRN
WM1_3910_0001,A24003,PCRN
WM1_3910_0001,A24005,PCRN
WM1_3910_0001,A24510,PCRN
WM3_3880_4060,A24005,PCRN
WM3_3880_4060,A24013,PCRN
WM3_3880_4060,A24027,PCRN
WM3_4060_0001,A24003,CPDN
WM3_4060_0001,A24005,PCRN
WM3_4060_0001,A24027,CPDN
WM3_4060_0001,A24510,CPDN
WU0_3021_3020,A24005,PCRN
WU0_3021_3020,A24013,PCRN
WU0_3021_3020,A42133,PCRN
WU0_3160_0000,A24025,CPLN
WU0_3161_0000,A24025,PCRN
WU0_3162_0000,A24025,CPLT
WU0_3163_0000,A24025,CPLT
WU0_3164_0000,A24025,CPLN
WU0_3250_0001,A24025,PCRN
WU0_3251_0000,A24025,CPLN
WU0_3252_0000,A24025,CPLN
WU0_3253_0000,A24025,PCRN
WU0_3254_0000,A24025,CPLN
WU0_3255_0000,A24025,CPLN
WU0_3540_0000,A24005,CPLT
WU0_3540_0000,A24025,CPDT
WU0_3541_0000,A24005,CPLT
WU0_3542_0000,A24005,CPLT
WU0_3670_0001,A24005,CPDN
WU0_3671_0000,A24005,CPDT
WU0_3820_0000,A24005,CPLT
WU0_3821_0000,A24005,CPLT
WU1_3240_3331,A24025,PCRN
WU1_3330_0001,A24025,CPDN
WU1_3331_3330,A24025,PCRN
WU1_3350_3490,A24005,PCRN
WU1_3350_3490,A24013,PCRN
WU1_3482_0001,A24005,PCRN
WU1_3482_0001,A24025,PCRN
WU1_3490_3480,A24005,PCRN
WU2_3020_3320,A24005,PCRN
WU2_3020_3320,A24025,PCRN
WU2_3020_3320,A42133,PCRN
WU2_3320_3480,A24005,PCRN
WU3_3480_3481,A24005,PCRN
WU3_3481_0001,A24005,PCRN
XL0_4953_0000,A24037,CPDN
XL0_4954_0000,A24009,CPDT
XL0_4955_0000,A24037,CPLT
XL0_4956_0000,A24037,CPLN
XL0_5320_0001,A24009,CPUN
XL0_5340_0000,A24017,CPDN
XL0_5340_0000,A24033,CPDN
XL0_5340_0000,A24037,CPDN
XL0_5341_0000,A24009,CPLN
XL0_5342_0000,A24009,CPDN
XL0_5343_0000,A24009,CPLT
XL0_5344_0000,A24037,CPDT
XL0_5345_0000,A24009,CPDT
XL0_5346_0000,A24009,CPDT
XL0_5347_0000,A24037,CPDT
XL0_5348_0000,A24009,CPDT
XL0_5349_0000,A24037,CPLN
XL0_5350_0000,A24009,CPDN
XL1_4690_0001,A24033,CPDN
XL1_4691_0000,A24033,CPDN
XL3_4710_0000,A24003,CPDN
XL3_4710_0000,A24033,CPUN
XL3_4711_0000,A24003,CPDN
XL3_4711_0000,A24033,CPDN
XL3_4712_0000,A24003,CPDN
XL3_4712_0000,A24033,CPDN
XL3_4713_0000,A24003,CPDN
XL3_4713_0000,A24009,CPDN
XL3_4713_0000,A24033,CPDT
XL3_4950_0000,A24003,CPDN
XL3_4950_0000,A24009,CPDN
XL3_4950_0000,A24033,CPDN
XL3_4951_0000,A24009,CPDN
XL3_4951_0000,A24033,CPDN
XL3_4952_0000,A24009,CPLN
XL3_4952_0000,A24033,CPDN
XU0_4090_4270,A24027,PCRN
XU0_4091_4270,A24027,PCRN
XU0_4130_4070,A24027,PCRN
XU0_4130_4070,A24031,PCRN
XU2_4070_4330,A24027,PCRN
XU2_4070_4330,A24031,PCRN
XU2_4270_4650,A24003,CPDN
XU2_4270_4650,A24027,CPDN
XU2_4330_4480,A24027,PCRN
XU2_4330_4480,A24031,PCRN
XU2_4330_4480,A24033,PCRN
XU2_4480_4650,A24003,CPLN
XU2_4480_4650,A24027,PCRN
XU2_4480_4650,A24033,CPDN
XU3_4650_0001,A24003,CPUN
XU3_4650_0001,A24033,CPUN
YL0_6581_0000,A51073,CPUN
YL0_6581_0000,A51115,CPLN
YL0_6581_0000,A51119,CPUN
YL0_6870_0000,A51115,CPLN
YL0_6871_0000,A51115,CPLN
YL0_6872_0000,A51073,CPLN
YL0_6872_0000,A51115,CPLN
YL0_6929_0000,A51199,CPLN
YL0_6930_0000,A51073,CPLN
YL0_6930_0000,A51095,CPDN
YL0_6930_0000,A51097,CPLN
YL0_6930_0000,A51127,CPLN
YL0_6930_0000,A51199,CPDN
YL0_6930_0000,A51830,CPUN
YL0_6931_0000,A51199,CPLN
YL0_6932_0000,A51073,CPLN
YL0_7010_0000,A51073,CPUN
YL0_7230_0000,A51073,CPLN
YL0_7370_0000,A51199,CPLN
YL0_7370_0000,A51650,CPLN
YL0_7370_0000,A51700,CPLN
YL0_7370_0000,A51735,CPLN
YL0_7371_0000,A51650,CPLN
YL0_7372_0000,A51650,CPLN
YL2_6580_0001,A51057,CPUN
YL2_6580_0001,A51073,CPLN
YL2_6580_0001,A51097,CPUN
YL2_6580_0001,A51119,CPUN
YM0_6621_0000,A51097,CPLN
YM0_6621_0000,A51101,CPLN
YM0_6622_0000,A51097,CPUN
YM0_6622_0000,A51101,CPLN
YM0_6623_0000,A51097,CPLN
YM0_6623_0000,A51101,CPLN
YM1_6370_6620,A51033,CPUN
YM1_6370_6620,A51097,CPDN
YM2_6120_6430,A51033,CPUN
YM2_6120_6430,A51137,PCRN
YM2_6120_6430,A51177,PCRN
YM3_6430_6620,A51033,CPUN
YM3_6430_6620,A51101,CPLN
YM3_6430_6620,A51177,PCRN
YM4_6620_0001,A51033,CPUN
YM4_6620_0001,A51097,CPUN
YM4_6620_0001,A51101,CPUN
YP0_6781_0000,A51101,CPLN
YP0_6781_0000,A51127,CPLN
YP0_6782_0000,A51101,CPLN
YP0_6782_0000,A51127,CPLN
YP0_6783_0000,A51097,CPLN
YP0_6783_0000,A51101,CPLN
YP0_6783_0000,A51127,CPLN
YP0_6840_0001,A51085,CPLN
YP0_6860_6840,A51085,CPUN
YP1_6570_6680,A51085,PCRN
YP1_6570_6680,A51109,PCRN
YP1_6680_6670,A51085,PCRN
YP2_6390_6330,A51109,PCRN
YP2_6390_6330,A51137,PCRN
YP2_6390_6330,A51177,PCRN
YP3_6330_6700,A51033,PCRN
YP3_6330_6700,A51085,PCRN
YP3_6330_6700,A51109,PCRN
YP3_6330_6700,A51177,PCRN
YP3_6470_6690,A51003,PCRN
YP3_6470_6690,A51065,PCRN
YP3_6470_6690,A51075,PCRN
YP3_6470_6690,A51085,PCRN
YP3_6470_6690,A51109,PCRN
YP3_6470_6690,A51137,PCRN
YP3_6670_6720,A51033,CPDN
YP3_6670_6720,A51085,CPLN
YP3_6690_6720,A51085,PCRN
YP3_6690_6720,A51109,PCRN
YP3_6700_6670,A51033,CPLN
YP3_6700_6670,A51085,CPUN
YP4_6720_6750,A51033,CPLN
YP4_6720_6750,A51085,CPUN
YP4_6720_6750,A51101,CPLN
YP4_6750_0001,A51033,CPUN
YP4_6750_0001,A51085,CPLN
YP4_6750_0001,A51101,CPUN
YP5_6780_0000,A51085,CPDN
YP5_6780_0000,A51101,CPUN
YP5_6780_0000,A51127,CPDN
