BMPFullane,BMP Shortname,Landuse_Type,HGMR,TN,TP,BOD,SED
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,CPDT,0.19,0,0.095,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,CPLN,0.56,0,0.28,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,CPLT,0.19,0,0.095,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,CPUN,0.31,0,0.155,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,CPUT,0.19,0,0.095,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,ML_N,0.34,0,0.17,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,PCAN,0.46,0,0.23,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,PCRN,0.56,0,0.28,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,VRCN,0.34,0,0.17,0
Forest Buffers trp (Nitrogen),ForestBufferstrpN,ag,VRSN,0.46,0,0.23,0
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,APCN,0,0.42,0.21,0.56
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,APSN,0,0.42,0.21,0.56
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,BR_N,0,0.3,0.15,0.4
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,CPDN,0,0.42,0.21,0.56
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,CPDT,0,0.45,0.225,0.6
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,CPLN,0,0.39,0.195,0.52
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,CPLT,0,0.45,0.225,0.6
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,CPUN,0,0.45,0.225,0.6
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,CPUT,0,0.45,0.225,0.6
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,ML_N,0,0.3,0.15,0.4
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,PCAN,0,0.36,0.18,0.48
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,PCRN,0,0.42,0.21,0.56
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,VRCN,0,0.3,0.15,0.4
Forest Buffers trp (Phosphorus & Sediment),ForestBufferstrpPS,ag,VRSN,0,0.39,0.195,0.52
Urban Forest Buffers,ForestBufUrban,urban,all,0.25,0.5,0.375,0.5
Forest Harvesting Practices,ForHarvestBMP,forest,all,0.5,0.6,0.55,0.6
Grass Buffers (Nitrogen),GrassBuffersN,ag,APCN,0.38,0,0.19,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,APSN,0.38,0,0.19,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,BR_N,0.24,0,0.12,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,CPDN,0.46,0,0.23,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,CPDT,0.13,0,0.065,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,CPLN,0.39,0,0.195,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,CPLT,0.13,0,0.065,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,CPUN,0.21,0,0.105,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,CPUT,0.13,0,0.065,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,ML_N,0.24,0,0.12,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,PCAN,0.32,0,0.16,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,PCRN,0.39,0,0.195,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,VRCN,0.24,0,0.12,0
Grass Buffers (Nitrogen),GrassBuffersN,ag,VRSN,0.32,0,0.16,0
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,APCN,0,0.42,0.21,0.56
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,APSN,0,0.42,0.21,0.56
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,BR_N,0,0.3,0.15,0.4
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,CPDN,0,0.42,0.21,0.56
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,CPDT,0,0.45,0.225,0.6
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,CPLN,0,0.39,0.195,0.52
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,CPLT,0,0.45,0.225,0.6
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,CPUN,0,0.45,0.225,0.6
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,CPUT,0,0.45,0.225,0.6
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,ML_N,0,0.3,0.15,0.4
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,PCAN,0,0.36,0.18,0.48
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,PCRN,0,0.42,0.21,0.56
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,VRCN,0,0.3,0.15,0.4
Grass Buffers (Phosphorus & Sediment),GrassBuffersPS,ag,VRSN,0,0.39,0.195,0.52
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,APCN,0.38,0,0.19,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,APSN,0.38,0,0.19,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,BR_N,0.24,0,0.12,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,CPDN,0.46,0,0.23,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,CPDT,0.13,0,0.065,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,CPLN,0.39,0,0.195,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,CPLT,0.13,0,0.065,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,CPUN,0.21,0,0.105,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,CPUT,0.13,0,0.065,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,ML_N,0.24,0,0.12,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,PCAN,0.32,0,0.16,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,PCRN,0.39,0,0.195,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,VRCN,0.24,0,0.12,0
Grass Buffers trp (Nitrogen),GrassBufferstrpN,ag,VRSN,0.32,0,0.16,0
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,APCN,0,0.42,0.21,0.56
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,APSN,0,0.42,0.21,0.56
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,BR_N,0,0.3,0.15,0.4
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,CPDN,0,0.42,0.21,0.56
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,CPDT,0,0.45,0.225,0.6
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,CPLN,0,0.39,0.195,0.52
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,CPLT,0,0.45,0.225,0.6
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,CPUN,0,0.45,0.225,0.6
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,CPUT,0,0.45,0.225,0.6
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,ML_N,0,0.3,0.15,0.4
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,PCAN,0,0.36,0.18,0.48
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,PCRN,0,0.42,0.21,0.56
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,VRCN,0,0.3,0.15,0.4
Grass Buffers trp (Phosphorus & Sediment),GrassBufferstrpPS,ag,VRSN,0,0.39,0.195,0.52
Horse Pasture Management,HorsePasMan,pasture,all,0,0.2,0.1,0.4
Urban Infiltration Practices - nosand\veg_no underdrain,Infiltration,urban,all,0.8,0.85,0.825,0.95
Urban Infiltration Practices - with sandveg_no underdrain,InfiltWithSV,urban,all,0.85,0.85,0.85,0.95
Liquid manure injection,LiquidInjection,ag,all,0.25,0,0.125,0
Loafing Lot Management,LoafLot,afocafo,all,0.2,0.2,0.2,0.4
Off Stream Watering Without Fencing,OSWnoFence,pasture,all,0.05,0.08,0.065,0.1
Litter Injection,PoultryInjection,ag,all,0.25,0,0.125,0
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,APCN,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,APSN,0.11,0.24,0.175,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,BR_N,0.11,0.24,0.175,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,CPDN,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,CPDT,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,CPLN,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,CPLT,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,CPUN,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,CPUT,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,ML_N,0.11,0.24,0.175,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,PCAN,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,PCRN,0.11,0.24,0.175,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,VRCN,0.09,0.24,0.165,0.3
Off Stream Watering With Fencing and Prescribed Grazing,PrecRotGrazing,pasture,VRSN,0.11,0.24,0.175,0.3
Recent Stormwater Management,RcntSWM,urban,all,0.2,0.3,0.25,0.65
Retrofit Stormwater Management,RetroSWM,urban,all,0.25,0.35,0.3,0.65
Street Sweeping Mechanical Monthly,StreetSweep,IU,all,0.03,0.03,0.03,0.09
Upland Prescribed Grazing,UplandPG,pasture,all,0.1,0.2,0.15,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,APCN,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,APSN,0.11,0.24,0.175,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,BR_N,0.11,0.24,0.175,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,CPDN,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,CPDT,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,CPLN,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,CPLT,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,CPUN,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,CPUT,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,ML_N,0.11,0.24,0.175,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,PCAN,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,PCRN,0.11,0.24,0.175,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,VRCN,0.09,0.24,0.165,0.3
Upland Precision Intensive Rotational Grazing,UpPrecIntRotGraze,pasture,VRSN,0.11,0.24,0.175,0.3
Urban Nutrient Management,UrbanNutMan,PU,all,0.17,0.22,0.195,0
Water Control Structures,WaterContStruc,crop,all,0.33,0,0.165,0
Wetland Restoration,WetlandRestore,ag,APCN,0.07,0.12,0.095,0.04
Wetland Restoration,WetlandRestore,ag,APSN,0.07,0.12,0.095,0.04
Wetland Restoration,WetlandRestore,ag,BR_N,0.14,0.26,0.2,0.08
Wetland Restoration,WetlandRestore,ag,CPDN,0.25,0.5,0.375,0.15
Wetland Restoration,WetlandRestore,ag,CPDT,0.25,0.5,0.375,0.15
Wetland Restoration,WetlandRestore,ag,CPLN,0.25,0.5,0.375,0.15
Wetland Restoration,WetlandRestore,ag,CPLT,0.25,0.5,0.375,0.15
Wetland Restoration,WetlandRestore,ag,CPUN,0.25,0.5,0.375,0.15
Wetland Restoration,WetlandRestore,ag,CPUT,0.25,0.5,0.375,0.15
Wetland Restoration,WetlandRestore,ag,ML_N,0.14,0.26,0.2,0.08
Wetland Restoration,WetlandRestore,ag,PCAN,0.14,0.26,0.2,0.08
Wetland Restoration,WetlandRestore,ag,PCRN,0.14,0.26,0.2,0.08
Wetland Restoration,WetlandRestore,ag,VRCN,0.14,0.26,0.2,0.08
Wetland Restoration,WetlandRestore,ag,VRSN,0.14,0.26,0.2,0.08
Wetland Restoration trp,WetlandRestoretrp,trp,APCN,0.07,0.12,0.095,0.04
Wetland Restoration trp,WetlandRestoretrp,trp,APSN,0.07,0.12,0.095,0.04
Wetland Restoration trp,WetlandRestoretrp,trp,BR_N,0.14,0.26,0.2,0.08
Wetland Restoration trp,WetlandRestoretrp,trp,CPDN,0.25,0.5,0.375,0.15
Wetland Restoration trp,WetlandRestoretrp,trp,CPDT,0.25,0.5,0.375,0.15
Wetland Restoration trp,WetlandRestoretrp,trp,CPLN,0.25,0.5,0.375,0.15
Wetland Restoration trp,WetlandRestoretrp,trp,CPLT,0.25,0.5,0.375,0.15
Wetland Restoration trp,WetlandRestoretrp,trp,CPUN,0.25,0.5,0.375,0.15
Wetland Restoration trp,WetlandRestoretrp,trp,CPUT,0.25,0.5,0.375,0.15
Wetland Restoration trp,WetlandRestoretrp,trp,ML_N,0.14,0.26,0.2,0.08
Wetland Restoration trp,WetlandRestoretrp,trp,PCAN,0.14,0.26,0.2,0.08
Wetland Restoration trp,WetlandRestoretrp,trp,PCRN,0.14,0.26,0.2,0.08
Wetland Restoration trp,WetlandRestoretrp,trp,VRCN,0.14,0.26,0.2,0.08
Wetland Restoration trp,WetlandRestoretrp,trp,VRSN,0.14,0.26,0.2,0.08
Wet Ponds and Wetlands,WetPondWetland,urban,all,0.2,0.45,0.325,0.6
Stormwater Management by Era 1985 to 2002 MD,SWMEra8502,urban,all,0.17,0.3,0.235,0.4
Stormwater Management by Era 2002 to 2010 MD,SWMEra0210,urban,all,0.3,0.4,0.35,0.8
