riverseg,Total EOF Loads (lbs/yr) ***
SW2_1950_1940,36213.82893
SW2_2020_1940,29498.13554
SW3_0930_1110,40414.55449
SW3_1040_1220,30203.48805
SW3_1060_1260,23969.19215
SW3_1080_1350,30240.64017
SW3_1090_1091,26403.70182
SW3_1091_1380,2989.256128
SW3_1130_1390,10398.83482
SW3_1220_1320,24185.4764
SW3_1250_1340,14989.75855
SW3_1270_1370,8324.477396
SW3_1370_1430,2455.191729
SW3_1380_1490,2694.669809
SW3_1390_1330,1783.349273
SW3_1580_1440,57767.80681
SW3_1600_1580,3535.634777
SW3_1660_1580,7846.814314
SW3_1690_1660,16892.90097
SW3_1750_1540,34174.66819
SW3_1800_1650,4967.852673
SW3_1870_1800,71603.65387
SW3_1920_1750,14018.16506
SW4_1110_1150,7212.276429
SW4_1150_1350,17765.93013
SW4_1260_1300,15709.92569
SW4_1430_1490,1183.219438
SW4_1490_1400,7576.828468
SW4_1720_1650,28253.9507
SW4_1860_1720,8816.329655
SW4_1940_1860,2750.372477
SW5_1350_1470,8066.44103
SW5_1540_1400,26046.64462
SW5_1650_1540,33763.87517
SW6_1230_1440,45727.56356
SW6_1330_1230,6266.508903
SW6_1400_1330,5122.708079
SW6_1440_1470,14419.3767
SW7_1300_1410,13943.52852
SW7_1320_1300,14357.66505
SW7_1340_1320,18195.02304
SW7_1410_1460,42811.49988
SW7_1460_1640,36046.18435
SW7_1470_1340,15020.90913
SW7_1640_1680,18295.10106
SW7_1680_1760,7590.831518
TU0_9160_0000,53704.76817
TU0_9300_0000,17629.73508
TU1_8570_8680,50626.31826
TU1_9010_9290,36401.81435
TU1_9120_0000,21801.86615
TU1_9220_9200,8768.200205
TU2_8790_9070,82659.52926
TU2_8860_9000,34230.47089
TU2_8950_9040,21096.67398
TU2_8970_9280,52733.16316
TU2_9070_9090,20811.48248
TU2_9100_9200,16589.87086
TU2_9200_9180,2944.834933
TU3_8480_8680,66911.91787
TU3_8650_8800,54132.39092
TU3_8880_9230,70843.29387
TU3_9040_9180,27421.10174
TU3_9060_9230,22688.35156
TU3_9180_9090,7549.099381
TU3_9230_9260,11337.88265
TU4_8680_8810,65450.51122
TU4_8800_9290,94630.37209
TU4_8810_9000,42531.51727
TU4_9090_0000,32648.22418
TU4_9260_0000,64812.33072
TU4_9290_0000,8620.944185
TU5_9000_9280,43998.2109
TU5_9280_0000,5851.662805
WL0_4390_0000,10486.60493
WL0_4391_0000,3410.370835
WL0_4392_0000,8936.701035
WL0_4420_0000,13302.67734
WL0_4421_0000,6450.103201
WL0_4422_0000,2660.210615
WL0_4423_0000,18263.54234
WL0_4600_0000,13280.27875
WL0_4601_0000,3062.09489
WL0_4602_0000,4464.26723
WL0_4603_0000,9573.906893
WL0_4770_0000,4556.277801
WL0_4771_0000,4064.854871
WL0_4772_0000,11612.56861
WL0_4920_0000,3407.607297
WL0_4921_0000,2861.640016
WL0_4922_0000,2300.391925
WL0_4923_0000,2198.959227
WL0_4924_0000,1248.166737
WL0_5880_0000,3058.813077
WL0_5881_0000,832.8018376
WM0_3650_0001,42793.35108
WM0_3740_0001,25938.91212
WM0_3741_0000,7826.998597
WM0_3742_0000,9728.729678
WM0_3881_3880,83092.22371
WM0_3960_0000,14134.96739
WM0_3961_0000,29501.09573
WM0_3962_0000,9629.927498
WM0_3963_0000,4359.073796
WM0_3964_0000,16567.24592
WM1_3660_3910,24366.81193
WM1_3882_3880,44358.58612
WM1_3910_0001,28075.38676
WM3_3880_4060,13211.93797
WM3_4060_0001,52917.83436
WU0_3021_3020,34886.40592
WU0_3160_0000,4935.807277
WU0_3161_0000,13679.14291
WU0_3162_0000,2941.512771
WU0_3250_0001,14565.4877
WU0_3251_0000,4618.377276
WU0_3252_0000,3031.983024
WU0_3253_0000,14582.12524
WU0_3540_0000,8955.084159
WU0_3670_0001,12171.0062
WU0_3671_0000,4323.291582
WU0_3820_0000,7448.01332
WU1_3240_3331,20237.98069
WU1_3330_0001,7512.444428
WU1_3331_3330,6580.682183
WU1_3350_3490,25476.61511
WU1_3482_0001,25572.80952
WU1_3490_3480,15144.24634
WU2_3020_3320,29270.0615
WU2_3320_3480,11680.3312
WU3_3480_3481,12497.99127
WU3_3481_0001,22669.00684
XL0_4953_0000,4321.004959
XL0_4954_0000,4733.021174
XL0_4955_0000,4017.342841
XL0_4956_0000,3429.965964
XL0_5320_0001,2751.302685
XL0_5340_0000,19335.33163
XL0_5341_0000,1499.046148
XL0_5342_0000,2946.9012
XL0_5343_0000,2484.640811
XL0_5344_0000,1463.541132
XL0_5345_0000,2230.830608
XL0_5346_0000,2772.581124
XL0_5347_0000,3302.844229
XL0_5348_0000,8480.953079
XL0_5349_0000,638.2422004
XL0_5350_0000,6075.139099
XL1_4690_0001,53065.29825
XL1_4691_0000,7008.369423
XL3_4710_0000,13807.34159
XL3_4711_0000,7826.30524
XL3_4712_0000,3464.657218
XL3_4713_0000,19337.29701
XL3_4950_0000,21681.37451
XL3_4951_0000,8828.863884
XL3_4952_0000,2452.890319
XU0_4090_4270,28389.96292
XU0_4091_4270,26230.77019
XU0_4130_4070,7264.457348
XU2_4070_4330,16376.41523
XU2_4270_4650,35137.52404
XU2_4330_4480,20750.93774
XU2_4480_4650,23997.93218
XU3_4650_0001,4223.710312
YL0_6581_0000,13634.50548
YL0_6870_0000,18237.15998
YL0_6930_0000,34602.18877
YL0_6931_0000,14565.66761
YL0_7010_0000,11342.98521
YL0_7230_0000,5319.250045
YL0_7370_0000,47322.42572
YL2_6580_0001,24795.35613
YM0_6621_0000,18569.96319
YM0_6622_0000,19729.88258
YM1_6370_6620,30987.88837
YM2_6120_6430,54470.72419
YM3_6430_6620,47776.03055
YM4_6620_0001,20901.49742
YP0_6781_0000,20684.62042
YP0_6840_0001,1333.846819
YP0_6860_6840,8671.708767
YP1_6570_6680,26211.96613
YP1_6680_6670,2282.870682
YP2_6390_6330,103481.2295
YP3_6330_6700,25405.3179
YP3_6470_6690,103557.2822
YP3_6670_6720,2402.452804
YP3_6690_6720,18764.90433
YP3_6700_6670,1629.439084
YP4_6720_6750,10736.49266
YP4_6750_0001,18581.30949
YP5_6780_0000,37800.13654
