riverseg,Total EOF Loads (lbs/yr) ***
SW2_1360_1430,802841.7903
SW2_1770_1690,448128.9866
SW2_1950_1940,690669.834
SW2_2020_1940,598917.4503
SW3_0930_1110,734281.285
SW3_1040_1220,706997.9297
SW3_1060_1260,568727.6196
SW3_1080_1350,704834.8811
SW3_1090_1091,445389.5937
SW3_1091_1380,68227.33793
SW3_1130_1390,219788.9102
SW3_1220_1320,489064.0319
SW3_1250_1340,374830.0647
SW3_1270_1370,202921.0794
SW3_1370_1430,59384.38092
SW3_1380_1490,64962.93182
SW3_1390_1330,36084.08413
SW3_1580_1440,1308277.729
SW3_1600_1580,80195.65856
SW3_1660_1580,186774.5982
SW3_1690_1660,373011.2739
SW3_1750_1540,667979.4481
SW3_1800_1650,84918.93866
SW3_1870_1800,1396517.849
SW3_1920_1750,255548.8496
SW4_1110_1150,151966.18
SW4_1150_1350,405927.2518
SW4_1260_1300,349497.7687
SW4_1430_1490,30193.93782
SW4_1490_1400,189455.0959
SW4_1720_1650,485333.0146
SW4_1860_1720,183384.0477
SW4_1940_1860,57284.50799
SW5_1350_1470,175246.9969
SW5_1540_1400,567567.804
SW5_1650_1540,692382.001
SW6_1230_1440,1013674.253
SW6_1330_1230,139522.7932
SW6_1400_1330,118612.5324
SW6_1440_1470,293067.3472
SW7_1300_1410,289773.0239
SW7_1320_1300,208698.1539
SW7_1340_1320,407915.0891
SW7_1410_1460,1031563.425
SW7_1460_1640,999537.3342
SW7_1470_1340,357681.06
SW7_1640_1680,404043.3375
SW7_1680_1760,176071.2711
TU0_9160_0000,720480.6594
TU0_9300_0000,266905.5115
TU1_8570_8680,738891.8447
TU1_9010_9290,549546.4205
TU1_9120_0000,352656.7406
TU1_9220_9200,125251.0458
TU2_8790_9070,1186833.874
TU2_8860_9000,353410.1235
TU2_8950_9040,324282.3319
TU2_8970_9280,808511.8188
TU2_9070_9090,296931.4247
TU2_9100_9200,257893.7916
TU2_9200_9180,44215.19946
TU3_8480_8680,915292.3416
TU3_8650_8800,837323.2627
TU3_8880_9230,768452.6662
TU3_9040_9180,407471.2709
TU3_9060_9230,281462.0661
TU3_9180_9090,109113.2332
TU3_9230_9260,166452.6914
TU4_8680_8810,972842.4774
TU4_8800_9290,1465008.977
TU4_8810_9000,578726.1503
TU4_9090_0000,468977.3078
TU4_9260_0000,997404.5373
TU4_9290_0000,136651.6929
TU5_9000_9280,732235.9412
TU5_9280_0000,95369.86673
WL0_4390_0000,108472.4447
WL0_4391_0000,44609.0934
WL0_4392_0000,92920.73174
WL0_4420_0000,172389.2384
WL0_4421_0000,76346.82347
WL0_4422_0000,34803.2488
WL0_4423_0000,228161.336
WL0_4600_0000,246349.8996
WL0_4601_0000,34359.46505
WL0_4602_0000,107115.5141
WL0_4603_0000,143091.413
WL0_4770_0000,105471.6738
WL0_4771_0000,107975.947
WL0_4772_0000,189502.6714
WL0_4920_0000,54812.76664
WL0_4921_0000,64665.84797
WL0_4922_0000,31433.71971
WL0_4923_0000,29656.30191
WL0_4924_0000,24806.52011
WL0_5880_0000,75695.3413
WL0_5881_0000,23157.94767
WM0_3650_0001,498448.876
WM0_3740_0001,282115.9087
WM0_3741_0000,90131.49312
WM0_3742_0000,130772.712
WM0_3881_3880,1806398.196
WM0_3960_0000,202394.0765
WM0_3961_0000,333729.2419
WM0_3962_0000,110739.5769
WM0_3963_0000,56678.11602
WM0_3964_0000,212743.7833
WM1_3660_3910,277941.0538
WM1_3882_3880,972831.1055
WM1_3910_0001,319081.225
WM3_3880_4060,275579.6637
WM3_4060_0001,680057.3043
WU0_3021_3020,817486.7862
WU0_3160_0000,97005.25168
WU0_3161_0000,238680.923
WU0_3162_0000,93200.74706
WU0_3250_0001,203656.8258
WU0_3251_0000,93557.11153
WU0_3252_0000,103591.4041
WU0_3253_0000,269516.2486
WU0_3540_0000,159816.7839
WU0_3670_0001,143289.6625
WU0_3671_0000,76935.7689
WU0_3820_0000,103457.8769
WU1_3240_3331,358963.1975
WU1_3330_0001,111276.9802
WU1_3331_3330,95149.12369
WU1_3350_3490,617318.2746
WU1_3482_0001,537567.2846
WU1_3490_3480,218591.9236
WU2_3020_3320,739071.2466
WU2_3320_3480,259999.1453
WU3_3480_3481,200147.0743
WU3_3481_0001,386575.9739
XL0_4953_0000,73952.2557
XL0_4954_0000,54781.73069
XL0_4955_0000,46675.17244
XL0_4956_0000,45217.24333
XL0_5320_0001,53308.96128
XL0_5340_0000,379345.5503
XL0_5341_0000,45034.9659
XL0_5342_0000,62804.58718
XL0_5343_0000,69705.70706
XL0_5344_0000,34881.32255
XL0_5345_0000,48546.89702
XL0_5346_0000,74876.65845
XL0_5347_0000,56165.01262
XL0_5348_0000,192020.9871
XL0_5349_0000,19178.27179
XL0_5350_0000,121394.0185
XL1_4690_0001,833017.1137
XL1_4691_0000,157210.6367
XL3_4710_0000,305311.1378
XL3_4711_0000,206560.8233
XL3_4712_0000,89843.15072
XL3_4713_0000,500306.1522
XL3_4950_0000,515029.9445
XL3_4951_0000,212901.923
XL3_4952_0000,55761.38487
XU0_4090_4270,343813.3651
XU0_4091_4270,570239.2512
XU0_4130_4070,272272.4066
XU2_4070_4330,464836.1702
XU2_4270_4650,519384.5067
XU2_4330_4480,468577.066
XU2_4480_4650,351509.476
XU3_4650_0001,72584.31971
YL0_6581_0000,390517.1205
YL0_6870_0000,363692.9436
YL0_6930_0000,880001.7566
YL0_6931_0000,293202.5384
YL0_7010_0000,341311.6889
YL0_7230_0000,155424.6633
YL0_7370_0000,466716.006
YL2_6580_0001,790434.9513
YM0_6621_0000,594936.5013
YM0_6622_0000,717705.5114
YM1_6370_6620,716445.4185
YM2_6120_6430,1057208.759
YM3_6430_6620,1009677.312
YM4_6620_0001,741036.7096
YP0_6781_0000,631215.4831
YP0_6840_0001,37294.46907
YP0_6860_6840,174588.0463
YP1_6570_6680,539093.4238
YP1_6680_6670,55344.76992
YP2_6390_6330,1587347.152
YP3_6330_6700,554918.8991
YP3_6470_6690,1814058.846
YP3_6670_6720,53323.39791
YP3_6690_6720,535638.5667
YP3_6700_6670,29000.22466
YP4_6720_6750,252784.4298
YP4_6750_0001,615052.8946
YP5_6780_0000,1219447.992
