riverseg,Additional EOS Loads (lbs/yr) ***
SW6_1440_1470,42645.00407
SW7_1300_1410,64435.41
SW7_1320_1300,413610.79
SW7_1340_1320,270825.24
SW7_1410_1460,161381.5966
SW7_1460_1640,145305.1161
SW7_1470_1340,78416.927
SW7_1640_1680,76762.444
SW7_1680_1760,7934.598
TU0_9160_0000,0
TU0_9300_0000,0
TU1_8570_8680,8513.29256
TU1_9010_9290,18546.1459
TU1_9120_0000,0
TU1_9220_9200,6061.6966
TU2_8790_9070,86930.54314
TU2_8860_9000,97036.18387
TU2_8950_9040,4031.403973
TU2_8970_9280,10867.8352
TU2_9070_9090,10929.8683
TU2_9100_9200,18737.775
TU2_9200_9180,8043.82517
TU3_8480_8680,75289.76982
TU3_8650_8800,10913.77257
TU3_8880_9230,106633.1417
TU3_9040_9180,5254.03795
TU3_9060_9230,97020.314
TU3_9180_9090,2003.1964
TU3_9230_9260,27527.7
TU4_8680_8810,32521.5304
TU4_8800_9290,34889.4688
TU4_8810_9000,64551.272
TU4_9090_0000,0
TU4_9260_0000,0
TU4_9290_0000,0
TU5_9000_9280,28225.44938
TU5_9280_0000,0
WL0_4390_0000,41590.351
WL0_4391_0000,24590.77
WL0_4392_0000,166303.238
WL0_4420_0000,33341.9513
WL0_4421_0000,24653.6014
WL0_4422_0000,11402.6665
WL0_4423_0000,298932.415
WL0_4600_0000,39401.893
WL0_4601_0000,12549.032
WL0_4602_0000,27111.104
WL0_4603_0000,25045.138
WL0_4770_0000,10842.68267
WL0_4771_0000,5518.9218
WL0_4772_0000,82179.918
WL0_4920_0000,13612.4282
WL0_4921_0000,5730.2601
WL0_4922_0000,9995.703
WL0_4923_0000,12429.102
WL0_4924_0000,3302.8595
WL0_5880_0000,5926.3007
WL0_5881_0000,1386.1201
WM0_3650_0001,86404.5454
WM0_3740_0001,44022.033
WM0_3741_0000,8810.4319
WM0_3742_0000,3705328.825
WM0_3881_3880,208399.637
WM0_3960_0000,57262.4173
WM0_3961_0000,3156529.367
WM0_3962_0000,611554.5979
WM0_3963_0000,38174.08
WM0_3964_0000,2699504.592
WM1_3660_3910,34367.542
WM1_3882_3880,169822.2137
WM1_3910_0001,28824.02
WM3_3880_4060,18583.24
WM3_4060_0001,104323.8933
WU0_3021_3020,111458.1164
WU0_3160_0000,10751.9101
WU0_3161_0000,162063.219
WU0_3162_0000,91253.641
WU0_3250_0001,38980.7991
WU0_3251_0000,57064.057
WU0_3252_0000,725812.734
WU0_3253_0000,28548.449
WU0_3540_0000,86188.589
WU0_3670_0001,17392.284
WU0_3671_0000,14897.934
WU0_3820_0000,17404.2569
WU1_3240_3331,45360.488
WU1_3330_0001,29272.91
WU1_3331_3330,18463.49
WU1_3350_3490,47300.56741
WU1_3482_0001,85238.051
WU1_3490_3480,20903.2104
WU2_3020_3320,28368.1057
WU2_3320_3480,12254.872
WU3_3480_3481,134820.82
WU3_3481_0001,41023.236
XL0_4953_0000,13203.51783
XL0_4954_0000,22603.2485
XL0_4955_0000,12360.0335
XL0_4956_0000,177608.949
XL0_5320_0001,8146.177
XL0_5340_0000,44485.45447
XL0_5341_0000,2086.77549
XL0_5342_0000,8293.19584
XL0_5343_0000,4373.016
XL0_5344_0000,2412.86562
XL0_5345_0000,6687.3289
XL0_5346_0000,5218.5155
XL0_5347_0000,10189.5473
XL0_5348_0000,21469.331
XL0_5349_0000,667.39642
XL0_5350_0000,19942.6881
XL1_4690_0001,29669.298
XL1_4691_0000,364320.1239
XL3_4710_0000,15464.54062
XL3_4711_0000,21305.7468
XL3_4712_0000,11946.1399
XL3_4713_0000,31931.6857
XL3_4950_0000,49396.6149
XL3_4951_0000,19910.04239
XL3_4952_0000,4414.7494
XU0_4090_4270,54058.474
XU0_4091_4270,40998.03357
XU0_4130_4070,3290.5298
XU2_4070_4330,60289.5432
XU2_4270_4650,552825.4865
XU2_4330_4480,58257.23654
XU2_4480_4650,158431.579
XU3_4650_0001,5002.9471
YL0_6581_0000,42536.0278
YL0_6870_0000,48492.7511
YL0_6930_0000,156607.4199
YL0_6931_0000,140551.737
YL0_7010_0000,38741.984
YL0_7230_0000,15302.3415
YL0_7370_0000,967265.245
YL2_6580_0001,12328.26197
YM0_6621_0000,652991.5828
YM0_6622_0000,11067.9728
YM1_6370_6620,16938.60874
YM2_6120_6430,63311.2346
YM3_6430_6620,44189.63697
YM4_6620_0001,5759.3993
YP0_6781_0000,20514.4047
YP0_6840_0001,1507.48416
YP0_6860_6840,28041.42063
YP1_6570_6680,11089.4034
YP1_6680_6670,2929.71647
YP2_6390_6330,175629.878
YP3_6330_6700,13539.68362
YP3_6470_6690,79385.5101
YP3_6670_6720,1232.64449
YP3_6690_6720,71731.5173
YP3_6700_6670,80522.90207
YP4_6720_6750,13501.91839
YP4_6750_0001,13707.66834
YP5_6780_0000,25088.3671
