riverseg,Additional EOS Loads (lbs/yr) ***
EU0_3050_0000,51796.07
EU0_3130_0000,31978.405
EU0_3200_0000,5983.95
EU0_3201_0000,9696.8044
EU0_3202_0000,2492.923
EU0_3203_0000,11118.481
EU0_3300_0000,41416.8189
EU0_3360_0000,19094.421
EU0_3361_0000,1360.2947
EU0_3362_0000,8627.881
EU0_3363_0000,22517.297
EU0_3570_0000,8729.598
EU0_3571_0000,15998.834
EU0_3572_0000,7596.1408
EU0_3573_0000,8031.099
EU0_3700_0000,12455.392
EU0_3720_0000,10586.1127
EU0_3721_0000,731.8841
EU0_3722_0000,7405.2515
EU0_3724_0000,9901.822
EU0_3725_0000,3393.64
EU0_3830_0001,3070.0427
EU0_4010_0000,23555.992
EU0_4011_0000,4687.5439
EU0_4012_0000,6645.0622
EU0_4013_0000,10366.538
EU0_4014_0000,7066.611
EU0_4015_0000,9462.536
EU0_4030_0000,12381.749
EU0_4120_0000,47871.438
EU0_4121_0000,5320.275
EU0_4260_0000,18322.6129
EU0_4470_0000,6283.84378
EU0_4471_0000,5094.9123
EU0_4472_0000,1155.335
EU0_4473_0000,9263.796
EU0_4474_0000,9355.213
EU0_4475_0000,3007.9573
EU0_4490_0000,126615.47
EU0_4550_0000,62211.986
EU0_4610_0000,34224.21
EU0_4700_0000,9519.21
EU1_2650_0001,20879.8476
EU1_2810_0001,47935.96687
EU1_2980_0000,40456.672
EU1_2981_0000,5384.57932
EU1_2982_0000,78276.3728
EU1_2983_0000,8207.5078
EU1_2984_0000,19863.328
EU2_3520_0001,13143.8324
GY0_3800_3801,0
GY0_3801_0000,0
GY0_3950_3952,0
GY0_3951_3952,0
GY0_3952_0000,0
GY0_4240_3951,0
GY0_4530_4532,0
GY0_4531_4532,0
GY0_4532_3951,0
JA0_7291_7290,37684.6235
JA1_7600_7570,26778.6102
JA1_7640_7280,26356.396
JA2_7290_0001,57319.54714
JA2_7410_7470,20138.59302
JA2_7550_7280,116486.4315
JA2_7570_7480,4203.141
JA4_7280_7340,31157.63348
JA4_7340_7470,5827.6483
JA4_7470_7480,14447.2379
JA5_7460_0000,17262.78522
JA5_7480_0001,197467.3615
JA5_7520_0000,343776.7622
JB0_7050_0000,19061.066
JB0_7051_0001,77167.0143
JB0_7052_0001,30470.09001
JB3_7053_0001,21369.6918
JB0_7071_0000,2763964.817
JB0_7072_0000,56279.5386
JB0_7073_0000,1959591.326
JB0_7074_0000,5656044.058
JB0_7270_0000,15333.1141
JB0_7390_0000,2166237.663
JB0_7580_0000,4188303.898
JB0_7660_0000,1450998.363
JB0_7760_0000,62830.624
JB1_8090_0001,32854.26764
JB2_7800_0001,150393.732
JB3_6820_7053,268360.7574
JL7_7070_0001,421932.1321
JL1_6560_6440,28162.97919
JL1_6760_6910,14063.1933
JL1_6770_6850,22747.31849
JL1_6910_6960,2471.5881
JL1_6940_7200,4751.73733
JL1_7080_7190,9189.77831
JL1_7170_6800,8815.97603
JL1_7190_7250,6212.11835
JL1_7200_7250,1661.8622
JL1_7530_7430,7276.177
JL2_6240_6520,52713.83937
JL2_6440_6441,12399.8963
JL2_6441_6520,34164.721
JL2_6850_6890,12957.7603
JL2_7110_7120,21995.8913
JL2_7120_6970,4097.5488
JL2_7240_7350,110404.7301
JL2_7250_7090,3623.5904
JL2_7350_7090,890.76186
JL3_7020_7100,24631.976
JL3_7090_7150,5382.7306
JL4_6520_6710,571965.1598
JL4_6710_6740,8864.0508
JL6_6740_7100,15423.73893
JL6_6890_6990,16300.464
JL6_6960_6970,4292.27723
JL6_6970_6740,9456.26759
JL6_6990_6960,5125.3478
JL6_7150_6890,12738.938
JL6_7160_7440,328169.6187
JL6_7320_7150,11307.25377
JL6_7430_7320,22923.4389
JL6_7440_7430,1346878.943
JL7_6800_7070,166410.0247
JL7_7030_6800,7613.9641
JL7_7100_7030,1912.25092
JU1_6290_6590,1499.98593
JU1_6300_6650,2828.07794
JU1_6340_6650,1589.87953
JU1_6590_6600,86866.3401
JU1_6880_7260,11302.98129
JU1_7560_7500,13255.3409
JU1_7630_7490,28082.69617
JU1_7690_7490,5791.89675
JU1_7750_7560,2734.39472
JU2_6410_6640,24992.7397
JU2_6600_6810,47863.074
JU2_6810_6900,93.80374
JU2_7140_7330,6344.82
JU2_7180_7380,9789.1509
JU2_7360_7000,1710.3209
JU2_7450_7360,8156.3114
JU3_6380_6900,6112.490645
JU3_6640_6790,40223.45703
JU3_6650_7300,79135.619
JU3_6790_7260,78691.4899
JU3_6900_6950,398585.9943
JU3_6950_7330,338459.4879
JU3_7400_7510,4069.56897
JU3_7490_7400,34829.8756
JU4_7000_7300,123662.352
JU4_7260_7380,119142.678
JU4_7330_7000,115428.0009
JU4_7380_7160,68482.34912
JU5_7300_7510,8654.1624
JU5_7420_7160,34040.9515
JU5_7500_7420,23998.12614
JU5_7510_7500,3691.4964
KU0_8980_0000,0
MN0_7790_0000,2739.5046
MN0_7870_0000,132857.953
MN0_8040_0000,0
MN0_8300_0001,2555.853
MN1_7590_7860,6803.55049
MN1_7620_7710,20826.06439
MN1_7730_8160,5716.9621
MN1_7990_8100,8586.48641
MN1_8240_0000,0
MN2_7720_7830,9858.22733
MN2_7830_7950,6845.7958
MN2_7850_0000,0
MN2_8100_8190,18339.74885
MN2_8250_8190,13089.6221
MN2_8530_8510,13370.2647
MN3_7540_7680,47696.1801
MN3_7680_7860,2861.18167
MN3_7770_7930,60182.35035
MN3_7860_8080,9672.79953
MN3_7930_8010,16980.12983
MN3_8010_7950,1500.8893
MN3_8150_0000,0
MN3_8190_8260,44358.3913
MN4_7710_8161,15981.34516
MN4_7810_8080,24026.54465
MN4_7950_7710,836.0101
MN4_8080_8110,4725.7302
MN4_8110_0000,0
MN4_8260_8400,40690.2348
MN4_8380_0000,0
MN4_8400_8380,11483.02876
MN4_8510_8380,34918.0369
MN5_8160_0000,0
MN5_8161_8160,1919.65299
MN5_8230_8161,25313.58032
NR0_8310_0000,0
NR1_7880_8050,2335.861
NR1_8030_8051,9591.4649
NR1_8820_8760,14477.36161
NR1_8960_8870,5206.67676
NR1_9030_9080,11689.04164
NR1_9150_9050,70763.134
NR2_8210_8180,16328.3476
NR2_8600_8700,43244.48495
NR2_9250_9170,26581.97692
NR3_8290_8170,39241.49872
NR3_8420_8430,40588.48156
NR3_8430_7820,3467.2278
NR3_8690_8500,37282.71662
NR3_8740_8500,24336.88127
NR3_9170_9130,44271.2988
NR3_9190_9170,4802.09581
NR3_9240_9130,139905.8871
NR3_9310_9240,205545.453
NR4_9130_9080,61732.2739
NR5_8700_8640,2847.9053
NR5_8760_8640,10866.76
NR5_8870_8760,64034.7985
NR5_9050_8870,110297.6728
NR5_9080_9050,203141.5275
NR6_7820_7960,298448.2246
NR6_7960_8050,33888.08478
NR6_8000_0000,0
NR6_8050_8051,77730.2015
NR6_8051_8000,86029.74558
NR6_8170_7960,12986.285
NR6_8180_8051,9203.8458
NR6_8500_7820,78401.893
NR6_8640_8500,19827.014
OD6_8621_8470,2477.5565
OD3_8931_9140,74698.536
OD1_8910_8930,16316.91971
OD1_9270_9110,142954.74
OD2_8560_8630,88331.92089
OD2_8670_8890,19764.7632
OD2_8830_8710,156346.5049
OD2_8840_9020,25460.24803
OD2_8920_8830,1543935.309
OD3_8340_8520,120751.943
OD3_8520_8621,17942.4027
OD3_8630_8720,127931.5926
OD3_8710_8470,740548.8452
OD3_8720_8900,130150.2243
OD3_8850_8931,27644.62279
OD3_8930_8931,11308.8826
OD3_9020_9110,178566.5841
OD4_8990_8900,142211.5631
OD4_9110_9140,1251458.65
OD4_9140_8990,103208.771
OD5_8770_8780,402849.7442
OD5_8780_8660,21329.9418
OD5_8890_8770,4555.026073
OD5_8900_8770,335821.2379
OD5_8940_8780,190721.0746
OD6_8660_8621,40889.66037
OR1_7700_7980,5684.10582
OR1_8280_8020,12637.46704
OR1_8320_8271,16818.67304
OR2_7610_7780,88020.0912
OR2_7650_8070,46149.79698
OR2_7670_7840,38228.9383
OR2_7780_7890,40087.213
OR2_7840_7970,25915.70969
OR2_7900_7740,80922.6186
OR2_8020_8130,31384.24796
OR2_8070_8120,12640.5171
OR2_8130_7900,11727.14163
OR2_8450_8490,5195.9295
OR2_8460_8271,70303.8637
OR3_7740_8271,101486.761
OR4_8120_7890,60696.2669
OR4_8271_8120,341835.6642
OR5_7890_7970,78000.955
OR5_7910_8410,21055.13649
OR5_7970_8200,17815.7589
OR5_7980_8200,4303.9526
OR5_8200_8370,3332.7149
OR5_8370_8410,5437.87002
OR5_8410_8470,19599.48604
OR7_8470_8490,3168183.93
OR7_8490_0000,0
PL0_4510_0001,32805.9745
PL0_4961_0000,11366.532
PL0_5000_0001,85729.41394
PL0_5010_5130,24194.9131
PL0_5070_0001,15576.717
PL0_5090_0000,2534252.849
PL0_5131_0000,2313634.943
PL0_5141_5140,33463.6138
PL3_5250_0001,184382.61
PL0_5251_0000,965312.6458
PL0_5290_0000,3062.77
PL0_5390_0000,329014.3534
PL0_5440_0000,43423.0045
PL0_5450_0000,11226.8353
PL0_5490_0001,3249.53152
PL0_5491_0000,105595.9185
PL0_5510_0001,23093.21475
PL0_5530_5710,10869.332
PL0_5540_5490,378.6658
PL0_5580_0000,7209.131
PL0_5581_0000,90865.362
PL0_5582_0000,3457.0725
PL0_5583_0000,4178.71368
PL0_5584_0000,9748.5969
PL0_5585_0000,2647.082
PL0_5670_0000,14630.933
PL0_5671_0000,8224.55
PL0_5672_0000,22921.50151
PL0_5710_0001,911.173
PL0_5720_0001,3332.343
PL0_5730_5690,18640.75348
PL0_5750_0001,12577.233
PL0_5790_0000,15507.721
PL0_5830_0001,14235.1623
PL0_5850_0000,83358.4564
PL0_5860_0000,823.7039
PL0_5900_0000,27855.1252
PL0_5920_0000,53646.205
PL0_5930_0000,2315.6375
PL0_5950_0000,6806.053
PL0_5951_0000,4514.6106
PL0_5952_0000,1500.834
PL0_5960_0000,32389.995
PL0_5961_0000,1653.091
PL0_5962_0000,2282.212
PL0_5980_0000,10428.731
PL0_5981_0000,14152.5482
PL0_5982_0000,12028.4313
PL0_5983_0000,5482.717
PL0_6020_0000,5235.9273
PL0_6060_0000,17855.24
PL0_6100_0000,63755.17953
PL0_6110_0000,12860.177
PL0_6130_0000,15794.192
PL0_6140_0000,13479.8627
PL0_6270_0000,21385.063
PL1_4460_4780,68637.5464
PL1_4540_0001,56061.0908
PL1_4780_0001,25852.7727
PL1_5060_0000,7643.184
PL1_5061_0000,759644.947
PL1_5130_0001,37466.19
PL1_5230_0001,30445.44224
PL1_5370_5470,60321.348
PL1_5690_0001,10861.50884
PL1_5910_0001,24228.522
PL2_4810_0000,67584.202
PL2_4945_0004,21280.7119
PL2_4970_5250,1364580.301
PL2_5140_5360,30559.5845
PL2_5300_5630,42122.9945
PL2_5470_5360,14600.5385
PL2_5630_0001,3890.155
PL2_5800_0000,2853.4028
PL3_5360_5250,15330.2622
PL7_4910_0000,35200.4621
PL7_4940_0000,83243.8979
PL7_4960_0000,13185988.63
PL7_4980_0000,88522.28742
PM0_4640_4820,21537.75085
PM1_3120_3400,57578.9618
PM1_3450_3400,167634.1477
PM1_3510_4000,54644.027
PM1_3710_4040,78544.38006
PM1_4000_4290,40504.1261
PM1_4250_4500,217925.734
PM1_4430_4200,13236.8099
PM1_4500_4580,18595.67442
PM2_2860_3040,128758.4972
PM2_3400_3340,455.3653
PM2_4860_4670,17577.8558
PM3_3040_3340,111127.758
PM3_4660_4620,25702.002
PM3_4670_4660,56508.6906
PM4_3340_3341,88215.842
PM4_3341_4040,543890.213
PM4_4040_4410,158842.1248
PM7_4150_4290,96917.5727
PM7_4200_4410,51622.46274
PM7_4290_4200,11282.6591
PM7_4410_4620,90870.1753
PM7_4580_4820,159671.7257
PM7_4620_4580,159105.762
PM7_4820_0001,20342.1804
PS0_6150_6160,17630.4272
PS0_6160_6161,10818.6896
PS1_4790_4830,19146.73936
PS1_4830_5080,41269.00603
PS2_5550_5560,25760.16124
PS2_5560_5100,180008.3834
PS2_6420_6360,21531.25522
PS2_6490_6420,19128.67786
PS2_6660_6490,301091.257
PS2_6730_6660,68684.2258
PS3_5100_5080,417937.309
PS3_5990_6161,132825.6601
PS3_6161_6280,494222.4386
PS3_6280_6230,36987.56176
PS3_6460_6230,325096.3935
PS4_5080_4380,9929.937084
PS4_5840_5240,357483.1134
PS4_6230_6360,7767.7551
PS4_6360_5840,2716.1152
PS5_4370_4150,146478.51
PS5_4380_4370,387508.6594
PS5_5200_4380,131139.7193
PS5_5240_5200,96058.44011
PU0_3000_3090,122132.8327
PU0_3601_3602,12972.305
PU0_3611_3530,6781.5657
PU0_3751_3752,15025.0409
PU0_3871_3690,3000.7787
PU0_5620_5380,24107.89434
PU0_6080_5620,11318.44589
PU1_3030_3440,28265.4994
PU1_3100_3690,12124.41034
PU1_3170_3580,40466.244
PU1_3580_3780,63608.5985
PU1_3850_4190,7238.84581
PU1_3940_3970,49087.6592
PU1_4190_4300,59195.961
PU1_4300_4440,2416.4292
PU1_4760_4450,709.8227
PU1_4840_4760,897214.356
PU1_5380_5050,32975.3987
PU1_5520_5210,1764.0026
PU1_5820_5380,53382.51762
PU2_2790_3290,487778.1903
PU2_2840_3080,36023.17842
PU2_3080_3640,5593.2286
PU2_3090_4050,471358.536
PU2_3140_3680,24287.7123
PU2_3180_3370,5564.15112
PU2_3370_4020,14770.366
PU2_3630_3590,95890.4153
PU2_3770_3600,89976.4866
PU2_3900_3750,285931.642
PU2_4050_4180,13374.3766
PU2_4160_3930,41303.4674
PU2_4220_3900,349647.8737
PU2_4340_3860,36925.601
PU2_4360_4160,67943.2396
PU2_4720_4750,686978.6383
PU2_4730_4220,354987.1876
PU2_4750_4450,3699.48196
PU2_5190_4310,221298.435
PU2_5700_5210,15937.77593
PU2_6050_5190,33123.4963
PU3_2510_3290,23470.274
PU3_3290_3390,41170.5987
PU3_3390_3730,193516.8578
PU3_3680_3890,17902.3707
PU3_3860_3610,92446.681
PU3_4280_3860,123805.104
PU3_4450_4440,460808.2294
PU3_5210_5050,44081.181
PU4_3780_3930,157754.3695
PU4_3890_3990,9443.7532
PU4_3970_3890,310707.8987
PU4_3990_3780,440294.5088
PU4_4210_4170,49541.476
PU4_4310_4210,193356.9072
PU4_4440_3970,24636.51624
PU4_5050_4310,433077.5903
PU5_3930_4170,125012.1578
PU5_4170_4020,29193.96852
PU6_3440_3590,17567.3641
PU6_3530_3440,42045.937
PU6_3590_3640,7328.8239
PU6_3600_3602,42514.002
PU6_3602_3730,25372.482
PU6_3610_3530,24637.46915
PU6_3640_3600,29072.62
PU6_3690_3610,9230.458
PU6_3730_3750,90059.896
PU6_3750_3752,36918.087
PU6_3752_4080,24154.048
PU6_3870_3690,191554.979
PU6_4020_3870,56610.5653
PU6_4080_4180,35328.71
PU6_4180_4150,56878.978
RL0_6450_0000,121704.307
RL0_6500_0000,69832.923
RL0_6501_0000,29211.1844
RL0_6530_0000,53587.73848
RL0_6540_0001,1798.72412
RL1_6180_0001,5503.76024
RL1_6322_0000,4860.9919
RL5_6070_0000,501923.5362
RL5_6320_0000,3015.0489
RL5_6321_0000,33698.9969
RU2_5220_5640,102079.0769
RU2_5500_5610,15847.26192
RU2_5810_5610,12036.00649
RU2_5940_6200,34150.01967
RU2_6090_6220,21259.98557
RU2_6200_6170,3184.4087
RU2_6220_6170,60299.69293
RU3_5610_5640,10426.47476
RU3_6170_6040,4162.63799
RU4_5640_6030,200379.0225
RU4_6040_6030,56731.9775
RU5_6030_0001,16781.83573
SJ1_2280_2450,6678.2185
SJ2_1900_1930,93602.8822
SJ2_2110_2170,5080.492
SJ2_2150_2130,35278.46919
SJ2_2500_2450,1226.563
SJ2_2530_2820,40854.6688
SJ2_2570_2660,11187.7178
SJ2_2580_2500,21586.42216
SJ2_2820_2740,2887.3905
SJ2_2900_2740,138375.1623
SJ3_1980_2060,9786.835
SJ3_2040_1980,365396.3049
SJ3_2160_2170,18887.68362
SJ3_2170_1970,2388.841
SJ3_2230_2060,11900.2624
SJ3_2250_2230,590018.3094
SJ3_2450_2120,2937.72
SJ4_2010_2210,155441.5817
SJ4_2060_2010,14531.64
SJ4_2340_2210,227.6416
SJ4_2360_2340,37592.1496
SJ4_2660_2360,15077.3582
SJ4_2740_2660,102815.648
SJ5_2120_1930,26554.6158
SJ5_2210_2320,6857.6161
SJ5_2320_2120,26766.054
SJ6_1930_1970,169374.91
SJ6_1970_2130,43000.5205
SJ6_2130_2050,49849.18143
SL0_2180_2220,463154.87
SL0_2220_2140,3025.814
SL0_2721_2720,23951.9469
SL0_2831_2830,11202.9953
SL1_1700_1780,283087.08
SL1_1730_1700,83721.235
SL1_1790_1840,51990.35777
SL1_2000_2090,144362.45
SL1_2190_2350,312915.022
SL1_2390_2420,250727.1158
SL1_2670_2370,143766.79
SL1_2760_2730,426822.19
SL1_2770_2730,128640.91
SL1_2830_2760,116061.61
SL2_1670_1880,212415.624
SL2_1810_2030,21251.344
SL2_1850_1990,81165
SL2_1990_2070,7908.761
SL2_2070_2090,20987.58
SL2_2200_2350,103742.2399
SL2_2300_2520,151340.574
SL2_2410_2700,58434.816
SL2_2480_0001,90175.2506
SL2_2540_2370,23542.159
SL2_2750_2720,53198.12457
SL2_2910_3060,55670.14368
SL2_3060_0001,44540.0682
SL3_1710_1740,30177.97856
SL3_1740_1840,27387.703
SL3_1840_1880,429.9757
SL3_1960_2080,47738.841
SL3_2260_2050,106454.6393
SL3_2290_2260,35607.056
SL3_2350_2470,195947.1846
SL3_2400_2440,910469.8757
SL3_2420_2700,171524.19
SL3_2440_2380,165343.5715
SL3_2460_2430,601617.4668
SL3_2470_2420,697643.9269
SL3_2550_2490,910111.9
SL3_2730_2550,13140.4
SL4_2090_2100,77368.62
SL4_2100_2140,7648.3
SL4_2140_2240,19273.635
SL4_2240_2310,342566.487
SL4_2330_2270,317297.97
SL4_2370_2330,270790.9503
SL8_1760_1780,109384.4593
SL8_1780_1880,53819.559
SL8_1880_2030,59074.90754
SL8_2030_2080,12863.7427
SL8_2080_2050,39598.62
SL9_2050_2270,64667.8398
SL9_2270_2380,1660867.024
SL9_2310_2430,65065.033
SL9_2380_2310,146487.409
SL9_2430_2490,202800.294
SL9_2490_2520,30213.363
SL9_2520_2700,446042.17
SL9_2700_2720,9350.301
SL9_2720_0001,219492.889
SL9_2970_0000,44750.855
SL9_2971_0000,58617.611
SU1_0050_0090,27959.1239
SU1_0060_0190,39322.78
SU1_0080_0210,32427.355
SU1_0200_0270,68822.5
SU1_0330_0560,39610.55365
SU1_0380_0400,9276.1749
SU1_0390_0560,11223.239
SU1_0410_0480,13340.2109
SU1_0660_0710,15564.96
SU1_0820_0740,17434.6879
SU1_0840_0831,7590.0729
SU1_0940_0900,5660.0352
SU1_1480_1500,302010.8801
SU1_1630_1610,16600.0615
SU2_0020_0140,643404.011
SU2_0030_0140,1405585.183
SU2_0040_0180,37877.907
SU2_0070_0090,383955.8818
SU2_0100_0230,88978.5299
SU2_0110_0240,46782.095
SU2_0120_0260,54443.812
SU2_0130_0250,83140.05
SU2_0150_0220,68646.4
SU2_0160_0260,273917.664
SU2_0210_0300,22649.542
SU2_0280_0430,185527.6293
SU2_0290_0291,20059.34802
SU2_0291_0320,21853.141
SU2_0320_0340,651.972
SU2_0360_0460,36572.237
SU2_0440_0550,574935.029
SU2_0450_0720,177229.745
SU2_0470_0590,62250.9471
SU2_0510_0570,110680.52
SU2_0560_0590,2185.8005
SU2_0570_0580,157189.3285
SU2_0620_0580,6635.881
SU2_0640_0630,24331.021
SU2_0670_0810,22019.4651
SU2_0680_0610,37951.2991
SU2_0700_0860,94989.831
SU2_0740_0741,76909.597
SU2_0741_0690,93947.2562
SU2_0760_0960,16185.476
SU2_0780_0710,13222.62
SU2_0800_0850,38591.12697
SU2_0830_0831,35881.442
SU2_0890_0900,20050.8919
SU2_0900_0870,3960.756
SU2_0920_0830,31276.3036
SU2_0990_0950,9665.9757
SU2_1020_0980,20297.059
SU2_1200_1310,51692.5315
SU2_1210_1310,16130.3739
SU2_1290_1500,40654.08
SU2_1550_1620,182077.287
SU3_0010_0190,83693.502
SU3_0090_0170,17977.471
SU3_0140_0180,24215.602
SU3_0170_0270,160596.44
SU3_0180_0230,138097.242
SU3_0190_0300,96435.705
SU3_0240_0350,430876.7337
SU3_0370_0490,535350.3297
SU3_0490_0530,142244.704
SU3_0590_0540,7908.896
SU3_0710_0910,63567.94
SU3_0770_0690,3917.41329
SU3_0790_0770,8019.981
SU3_0810_0970,100137.302
SU3_0831_0790,6751.9873
SU3_0870_0730,7978.61613
SU3_0910_1010,11095.88
SU3_0970_1120,1143511.178
SU3_1280_1590,39457.8521
SU3_1310_1280,9346.719
SU3_1500_1420,3421.7975
SU4_0220_0250,201419.5345
SU4_0230_0220,7353.672
SU4_0250_0340,62653.419
SU4_0260_0350,486871.1734
SU4_0270_0430,441024.79
SU4_0300_0310,47027.503
SU4_0350_0420,54967.82761
SU4_0430_0420,30701.1896
SU4_0580_0630,45136.114
SU4_0630_0650,20955.52
SU4_0690_0650,24308.793
SU5_0310_0400,76335.7477
SU5_0340_0310,74477.033
SU5_0400_0460,37587.637
SU5_0420_0500,264037.787
SU5_0460_0480,67804.6431
SU5_0530_0610,1320185.032
SU5_0600_0750,70172.658
SU5_0610_0600,57568.045
SU5_0650_0530,22435.37
SU7_0750_0850,6498.299
SU6_0480_0520,331737.3421
SU6_0500_0550,2170092.123
SU6_0520_0500,128121.63
SU7_0540_0720,161856.0559
SU7_0550_0540,535838.3922
SU7_0720_0750,77258.034
SU7_0730_0860,25444.5685
SU7_0850_0730,541807.79
SU7_0860_0960,15872.09
SU7_0950_1010,8665.70711
SU7_0960_0950,504034.869
SU7_0980_1120,77491.586
SU7_1010_0980,1476.134
SU7_1120_1140,82712.969
SU7_1140_1420,718870.5277
SU7_1420_1590,379806.855
SU8_1530_1760,285153.3988
SU8_1590_1620,2447.551
SU8_1610_1530,14818.882
SU8_1620_1610,851.93
SW0_1520_1600,8621.4
SW1_1160_1260,2381.3163
SW1_1170_1270,4639.2208
SW1_1180_1190,2789.805
SW1_1450_1510,32353.9201
SW1_1510_1680,10472.689
SW1_1560_1460,3635.60746
SW1_1570_1640,40843.0124
SW1_1830_1690,157414.04
SW1_1890_1830,388975.72
SW1_1910_1890,40906.9
SW2_0880_0930,3018.617
SW2_1000_1110,7143.174179
SW2_1030_1060,13891.095
SW2_1050_0930,1827.762
SW2_1070_1060,7179.6319
SW2_1100_1130,3558.91041
SW2_1190_1410,116217.577
SW2_1240_1270,34053.53705
SW2_1360_1430,24116.641
SW2_1770_1690,8382.283
SW2_1950_1940,63769.8876
SW2_2020_1940,54791.4223
SW3_0930_1110,73822.856
SW3_1040_1220,19663.62189
SW3_1060_1260,11819.9639
SW3_1080_1350,14684.796
SW3_1090_1091,13092.7873
SW3_1091_1380,35999.00391
SW3_1130_1390,2327.903591
SW3_1220_1320,36685.2305
SW3_1250_1340,8813.12952
SW3_1270_1370,2789.26109
SW3_1370_1430,4849.7392
SW3_1380_1490,8533.1579
SW3_1390_1330,1176.8239
SW3_1580_1440,160324.8571
SW3_1600_1580,1754.6817
SW3_1660_1580,14474.74914
SW3_1690_1660,12002.92
SW3_1750_1540,77754.1906
SW3_1800_1650,5152.7969
SW3_1870_1800,75114.50611
SW3_1920_1750,16746.56069
SW4_1110_1150,2997.18905
SW4_1150_1350,16428.6189
SW4_1260_1300,29886.39
SW4_1430_1490,12253.5915
SW4_1490_1400,16115.41969
SW4_1720_1650,235519.346
SW4_1860_1720,77541.299
SW4_1940_1860,1855.818
SW5_1350_1470,11887.70647
SW5_1540_1400,8896.1951
SW5_1650_1540,20338.82
SW6_1230_1440,25057.4673
SW6_1330_1230,1579.858
SW6_1400_1330,1294.4246
