riverseg,Additional EOS Loads (lbs/yr) ***
TU3_8650_8800,49.6279844
TU3_8880_9230,3504.64618
TU3_9040_9180,8.588548
TU3_9060_9230,3618.04604
TU3_9180_9090,58.66165
TU3_9230_9260,1218.082
TU4_8680_8810,118.01216
TU4_8800_9290,487.30541
TU4_8810_9000,1400.00471
TU4_9090_0000,0
TU4_9260_0000,0
TU4_9290_0000,0
TU5_9000_9280,243.554215
TU5_9280_0000,0
WL0_4390_0000,83.27734
WL0_4391_0000,416.3867
WL0_4392_0000,16878.3338
WL0_4420_0000,6.07967
WL0_4421_0000,22.29212
WL0_4422_0000,30.39835
WL0_4423_0000,14546.176
WL0_4600_0000,152.9777
WL0_4601_0000,70.92949
WL0_4602_0000,1777.58548
WL0_4603_0000,52.69048
WL0_4770_0000,57.179564
WL0_4771_0000,10.13279
WL0_4772_0000,6404.50086
WL0_4920_0000,12.38841
WL0_4921_0000,10.717203
WL0_4922_0000,43.35942
WL0_4923_0000,88.78357
WL0_4924_0000,7.910949
WL0_5880_0000,30.62303
WL0_5881_0000,16.84266
WM0_3650_0001,782.26159
WM0_3740_0001,693.596561
WM0_3741_0000,9.122161
WM0_3742_0000,84530.287
WM0_3881_3880,2212.0211
WM0_3960_0000,1499.1174
WM0_3961_0000,160382.4769
WM0_3962_0000,46658.58075
WM0_3963_0000,786.5082
WM0_3964_0000,54372.25873
WM1_3660_3910,33.31767
WM1_3882_3880,10731.03547
WM1_3910_0001,327.163488
WM3_3880_4060,185.030343
WM3_4060_0001,1091.57878
WU0_3021_3020,2202.752122
WU0_3160_0000,28.02255
WU0_3161_0000,5325.8331
WU0_3162_0000,1956.5818
WU0_3250_0001,28.02255
WU0_3251_0000,3072.0095
WU0_3252_0000,33520.074
WU0_3253_0000,242.8621
WU0_3540_0000,2252.924
WU0_3670_0001,82.09945
WU0_3671_0000,291.9092
WU0_3820_0000,300.55359
WU1_3240_3331,56.04509
WU1_3330_0001,439.0199
WU1_3331_3330,93.40849
WU1_3350_3490,445.875101
WU1_3482_0001,4840.0411
WU1_3490_3480,21.55849
WU2_3020_3320,24.874219
WU2_3320_3480,11.75918
WU3_3480_3481,3361.165
WU3_3481_0001,985.1347
XL0_4953_0000,1.786343
XL0_4954_0000,11.16285
XL0_4955_0000,5.35903
XL0_4956_0000,25846.47632
XL0_5320_0001,0
XL0_5340_0000,58.3839679
XL0_5341_0000,3.298117
XL0_5342_0000,0.5074025
XL0_5343_0000,6.596234
XL0_5344_0000,1.020767
XL0_5345_0000,3.551818
XL0_5346_0000,6.34253
XL0_5347_0000,4.593454
XL0_5348_0000,6.596234
XL0_5349_0000,1.531151
XL0_5350_0000,28.92195
XL1_4690_0001,157.2307
XL1_4691_0000,35924.9156
XL3_4710_0000,111.559708
XL3_4711_0000,2589.18123
XL3_4712_0000,776.996119
XL3_4713_0000,769.785386
XL3_4950_0000,150.37607
XL3_4951_0000,11.062594
XL3_4952_0000,19.33447
XU0_4090_4270,170.1692
XU0_4091_4270,78.80179
XU0_4130_4070,7.403144
XU2_4070_4330,1264.834
XU2_4270_4650,22906.27626
XU2_4330_4480,8269.58511
XU2_4480_4650,10773.07365
XU3_4650_0001,12.765615
YL0_6581_0000,980.203653
YL0_6870_0000,477.345331
YL0_6930_0000,4186.005497
YL0_6931_0000,3706.99947
YL0_7010_0000,356.6658
YL0_7230_0000,32.23008
YL0_7370_0000,80092.8836
YL2_6580_0001,2.6130269
YM0_6621_0000,89690.16647
YM0_6622_0000,24.206005
YM1_6370_6620,24.8659786
YM2_6120_6430,619.6823275
YM3_6430_6620,3296.786866
YM4_6620_0001,15.307897
YP0_6781_0000,108.0079
YP0_6840_0001,1.804649
YP0_6860_6840,2.320263
YP1_6570_6680,16.079461
YP1_6680_6670,0.5156139
YP2_6390_6330,7737.84825
YP3_6330_6700,8.0288168
YP3_6470_6690,1917.796864
YP3_6670_6720,1.967216
YP3_6690_6720,8060.52816
YP3_6700_6670,24663.53561
YP4_6720_6750,10.57009
YP4_6750_0001,66.560398
YP5_6780_0000,29.739449
