 seg, sgtf_conc1N
 SU7_0730_0860,  1.49892926
 SU7_0850_0730,  1.53652394
 SU7_0860_0960,  1.49892926
 SU7_0950_1010,  1.49892926
 SU7_0960_0950,  1.49892926
 SU7_0980_1120,  1.49892926
 SU7_1010_0980,  1.49892926
 SU7_1120_1140,  1.49892926
 SU7_1140_1420,  1.49892926
 SU7_1420_1590,  1.49892926
 SU8_1530_1760,  1.78571427
 SU8_1590_1620,  1.49892926
 SU8_1610_1530,  1.49892926
 SU8_1620_1610,  1.49892926
 SW0_1520_1600,  1.39984727
 SW1_1160_1260,  1.39984727
 SW1_1170_1270,  1.39984727
 SW1_1180_1190,  1.39984727
 SW1_1450_1510,  1.78571427
 SW1_1510_1680,  1.78571427
 SW1_1560_1460,  1.39984727
 SW1_1570_1640,  1.39984727
 SW1_1830_1690,  1.39984727
 SW1_1890_1830,  1.39984727
 SW1_1910_1890,  1.39984727
 SW2_0880_0930,  1.39984727
 SW2_1000_1110,  1.39984727
 SW2_1030_1060,  1.39984727
 SW2_1050_0930,  1.39984727
 SW2_1070_1060,  1.39984727
 SW2_1100_1130,  1.39984727
 SW2_1190_1410,  1.39984727
 SW2_1240_1270,  1.39984727
 SW2_1360_1430,  1.39984727
 SW2_1770_1690,  1.39984727
 SW2_1950_1940,  1.39984727
 SW2_2020_1940,  1.39984727
 SW3_0930_1110,  1.39984727
 SW3_1040_1220,  1.39984727
 SW3_1060_1260,  1.39984727
 SW3_1080_1350,  1.39984727
 SW3_1090_1091,  1.39984727
 SW3_1091_1380,  1.39984727
 SW3_1130_1390,  1.39984727
 SW3_1220_1320,  1.39984727
 SW3_1250_1340,  1.39984727
 SW3_1270_1370,  1.39984727
 SW3_1370_1430,  1.39984727
 SW3_1380_1490,  1.39984727
 SW3_1390_1330,  1.39984727
 SW3_1580_1440,  1.39984727
 SW3_1600_1580,  1.39984727
 SW3_1660_1580,  1.39984727
 SW3_1690_1660,  1.39984727
 SW3_1750_1540,  1.39984727
 SW3_1800_1650,  1.39984727
 SW3_1870_1800,  1.39984727
 SW3_1920_1750,  1.39984727
 SW4_1110_1150,  1.39984727
 SW4_1150_1350,  1.39984727
 SW4_1260_1300,  1.39984727
 SW4_1430_1490,  1.39984727
 SW4_1490_1400,  1.39984727
 SW4_1720_1650,  1.39984727
 SW4_1860_1720,  1.39984727
 SW4_1940_1860,  1.39984727
 SW5_1350_1470,  1.39984727
 SW5_1540_1400,  1.39984727
 SW5_1650_1540,  1.39984727
 SW6_1230_1440,  1.39984727
 SW6_1330_1230,  1.39984727
 SW6_1400_1330,  1.39984727
 SW6_1440_1470,  1.39984727
 SW7_1300_1410,  1.39984727
 SW7_1320_1300,  1.39984727
 SW7_1340_1320,  1.39984727
 SW7_1410_1460,  1.39984727
 SW7_1460_1640,  1.39984727
 SW7_1470_1340,  1.39984727
 SW7_1640_1680,  1.78571427
 SW7_1680_1760,  1.78571427
 TU0_9160_0000, -999.
 TU0_9300_0000, -999.
 TU1_8570_8680,  1.04717815
 TU1_9010_9290, -999.
 TU1_9120_0000, -999.
 TU1_9220_9200, -999.
 TU2_8790_9070,  1.20883238
 TU2_8860_9000, -999.
 TU2_8950_9040,  1.21497154
 TU2_8970_9280, -999.
 TU2_9070_9090, -999.
 TU2_9100_9200, -999.
 TU2_9200_9180, -999.
 TU3_8480_8680,  1.04717815
 TU3_8650_8800,  0.772163987
 TU3_8880_9230, -999.
 TU3_9040_9180, -999.
 TU3_9060_9230, -999.
 TU3_9180_9090, -999.
 TU3_9230_9260, -999.
 TU4_8680_8810,  1.04717815
 TU4_8800_9290, -999.
 TU4_8810_9000, -999.
 TU4_9090_0000, -999.
 TU4_9260_0000, -999.
 TU4_9290_0000, -999.
 TU5_9000_9280, -999.
 TU5_9280_0000, -999.
 WL0_4390_0000, -999.
 WL0_4391_0000, -999.
 WL0_4392_0000, -999.
 WL0_4420_0000, -999.
 WL0_4421_0000, -999.
 WL0_4422_0000, -999.
 WL0_4423_0000, -999.
 WL0_4600_0000, -999.
 WL0_4601_0000, -999.
 WL0_4602_0000, -999.
 WL0_4603_0000, -999.
 WL0_4770_0000, -999.
 WL0_4771_0000, -999.
 WL0_4772_0000, -999.
 WL0_4920_0000, -999.
 WL0_4921_0000, -999.
 WL0_4922_0000, -999.
 WL0_4923_0000, -999.
 WL0_4924_0000, -999.
 WL0_5880_0000, -999.
 WL0_5881_0000, -999.
 WM0_3650_0001, -999.
 WM0_3740_0001, -999.
 WM0_3741_0000, -999.
 WM0_3742_0000, -999.
 WM0_3881_3880,  1.46956944
 WM0_3960_0000, -999.
 WM0_3961_0000, -999.
 WM0_3962_0000, -999.
 WM0_3963_0000, -999.
 WM0_3964_0000, -999.
 WM1_3660_3910,  0.903750539
 WM1_3882_3880,  1.46956944
 WM1_3910_0001, -999.
 WM3_3880_4060,  1.46956944
 WM3_4060_0001, -999.
 WU0_3021_3020,  2.07852197
 WU0_3160_0000, -999.
 WU0_3161_0000, -999.
 WU0_3162_0000, -999.
 WU0_3250_0001, -999.
 WU0_3251_0000, -999.
 WU0_3252_0000, -999.
 WU0_3253_0000, -999.
 WU0_3540_0000, -999.
 WU0_3670_0001, -999.
 WU0_3671_0000, -999.
 WU0_3820_0000, -999.
 WU1_3240_3330, -999.
 WU1_3330_0001, -999.
 WU1_3331_3330, -999.
 WU1_3350_3490, -999.
 WU1_3482_0001, -999.
 WU1_3490_3480, -999.
 WU2_3020_3320,  2.07852197
 WU2_3320_3480, -999.
 WU3_3480_3481, -999.
 WU3_3481_0001, -999.
 XL0_4953_0000, -999.
 XL0_4954_0000, -999.
 XL0_4955_0000, -999.
 XL0_4956_0000, -999.
 XL0_5320_0001,  0.872226417
 XL0_5340_0000, -999.
 XL0_5341_0000, -999.
 XL0_5342_0000, -999.
 XL0_5343_0000, -999.
 XL0_5344_0000, -999.
 XL0_5345_0000, -999.
 XL0_5346_0000, -999.
 XL0_5347_0000, -999.
 XL0_5348_0000, -999.
 XL0_5349_0000, -999.
 XL0_5350_0000, -999.
 XL1_4690_0001,  1.2002275
 XL1_4691_0000, -999.
 XL3_4710_0000, -999.
 XL3_4711_0000, -999.
 XL3_4712_0000, -999.
 XL3_4713_0000, -999.
 XL3_4950_0000, -999.
 XL3_4951_0000, -999.
 XL3_4952_0000, -999.
 XU0_4090_4270,  1.52625155
 XU0_4091_4270,  1.52625155
 XU0_4130_4070,  3.45350552
 XU2_4070_4330,  1.02853751
 XU2_4270_4650,  0.988969207
 XU2_4330_4480,  1.02853751
 XU2_4480_4650,  0.988969207
 XU3_4650_0001,  0.988969207
 YL0_6581_0000, -999.
 YL0_6870_0000, -999.
 YL0_6930_0000, -999.
 YL0_6931_0000, -999.
 YL0_7010_0000, -999.
 YL0_7230_0000, -999.
 YL0_7370_0000, -999.
 YL2_6580_0001, -999.
 YM0_6621_0000, -999.
 YM0_6622_0000, -999.
 YM1_6370_6620,  1.72626376
 YM2_6120_6430,  1.72626376
 YM3_6430_6620,  1.72626376
 YM4_6620_0001, -999.
 YP0_6781_0000, -999.
 YP0_6840_0001, -999.
 YP0_6860_6840, -999.
 YP1_6570_6680,  1.72059572
 YP1_6680_6670,  1.72059572
 YP2_6390_6330,  3.68380666
 YP3_6330_6700,  3.68380666
 YP3_6470_6690,  1.72059572
 YP3_6670_6720,  1.72059572
 YP3_6690_6720,  1.72059572
 YP3_6700_6670,  1.72059572
 YP4_6720_6750,  1.72059572
 YP4_6750_0001, -999.
 YP5_6780_0000, -999.
 KU0_8980_0000, -999.
