landseg,for,hvf,hwm,lwm,hom,hyw,pas,hyo,alf,trp,urs,rpd,rid,rcn,rex,npd,nid,nex,cpd,cid,ccn,cex,nhi,nlo,nho,nhy,npa,nal
A51036,0.8772,20.25,7.6745,7.6881,12.4919,3.0217,1.8312,2.7,4.95,10.0899,113.4,2.0560,0,7.5,8.8594,2.0560,0,8.8594,2.0560,0,7.5,8.8594,6.1396,6.1504,9.9935,2.4173,1.4650,3.96
A51041,0.9301,20.25,7.5803,7.5939,12.9708,3.4841,2.0240,2.7,4.95,11.1520,113.4,1.6507,0,7.5,8.8594,1.6507,0,8.8594,1.6507,0,7.5,8.8594,6.0643,6.0751,10.3767,2.7873,1.6192,3.96
A51043,0.8262,20.25,11.1565,11.1681,14.4824,3.2897,1.8253,2.7,4.95,10.0571,113.4,1.5147,0,7.5,8.8594,1.5147,0,8.8594,1.5147,0,7.5,8.8594,8.9252,8.9344,11.5859,2.6318,1.4602,3.96
A51045,0.7007,20.25,10.8924,10.9041,13.5874,3.2723,1.7270,2.7,4.95,9.5155,113.4,2.3432,0,7.5,8.8594,2.3432,0,8.8594,2.3432,0,7.5,8.8594,8.7139,8.7233,10.8699,2.6178,1.3816,3.96
A51047,0.8050,20.25,9.4998,9.5122,13.9059,3.3044,2.0140,2.7,4.95,11.0969,113.4,1.9160,0,7.5,8.8594,1.9160,0,8.8594,1.9160,0,7.5,8.8594,7.5998,7.6098,11.1247,2.6435,1.6112,3.96
A51049,0.7787,20.25,13.1419,13.1522,13.8752,4.1773,2.2547,2.7,4.95,12.4236,113.4,1.8741,0,7.5,8.8594,1.8741,0,8.8594,1.8741,0,7.5,8.8594,10.5135,10.5218,11.1002,3.3418,1.8038,3.96
A51053,0.8369,20.25,7.8523,7.8657,11.1563,3.7967,2.0959,2.7,4.95,11.5482,113.4,1.8695,0,7.5,8.8594,1.8695,0,8.8594,1.8695,0,7.5,8.8594,6.2818,6.2925,8.9250,3.0373,1.6767,3.96
A51057,0.8931,20.25,7.8331,7.8465,16.5908,3.2081,1.8579,2.7,4.95,10.2368,113.4,2.0296,0,7.5,8.8594,2.0296,0,8.8594,2.0296,0,7.5,8.8594,6.2665,6.2772,13.2726,2.5665,1.4863,3.96
A51059,1.1561,20.25,11.2217,11.2332,13.7267,3.7577,2.2659,2.7,4.95,12.4849,113.4,1.9177,0,7.5,8.8594,1.9177,0,8.8594,1.9177,0,7.5,8.8594,8.9773,8.9865,10.9814,3.0062,1.8127,3.96
A51061,0.8688,20.25,9.0669,9.0796,14.3836,3.3097,1.9007,2.7,4.95,10.4731,113.4,1.8922,0,7.5,8.8594,1.8922,0,8.8594,1.8922,0,7.5,8.8594,7.2535,7.2637,11.5069,2.6477,1.5206,3.96
A51065,0.7686,20.25,8.7779,8.7908,12.6243,3.2151,1.8354,2.7,4.95,10.1130,113.4,1.6234,0,7.5,8.8594,1.6234,0,8.8594,1.6234,0,7.5,8.8594,7.0223,7.0326,10.0994,2.5721,1.4683,3.96
A51069,0.8316,20.25,10.8732,10.8848,14.5458,3.3339,1.7912,2.7,4.95,9.8696,113.4,1.5918,0,7.5,8.8594,1.5918,0,8.8594,1.5918,0,7.5,8.8594,8.6985,8.7079,11.6366,2.6671,1.4330,3.96
A51071,0.7520,20.25,11.1169,11.1285,15.0899,3.3411,1.7026,2.7,4.95,9.3816,113.4,2.6771,0,7.5,8.8594,2.6771,0,8.8594,2.6771,0,7.5,8.8594,8.8935,8.9028,12.0719,2.6729,1.3621,3.96
A51073,0.8175,20.25,6.5847,6.5989,13.1655,3.3039,2.0765,2.7,4.95,11.4414,113.4,3.3848,0,7.5,8.8594,3.3848,0,8.8594,3.3848,0,7.5,8.8594,5.2678,5.2791,10.5324,2.6431,1.6612,3.96
A51075,0.8225,20.25,8.9049,8.9177,13.4055,3.5017,2.0250,2.7,4.95,11.1578,113.4,1.8550,0,7.5,8.8594,1.8550,0,8.8594,1.8550,0,7.5,8.8594,7.1239,7.1342,10.7244,2.8014,1.6200,3.96
A51079,0.8200,20.25,11.8851,11.8962,14.0319,3.7565,1.9986,2.7,4.95,11.0123,113.4,2.4202,0,7.5,8.8594,2.4202,0,8.8594,2.4202,0,7.5,8.8594,9.5081,9.5170,11.2255,3.0052,1.5989,3.96
A51085,0.9426,20.25,7.8958,7.9092,13.9594,3.2937,2.1185,2.7,4.95,11.6730,113.4,1.9164,0,7.5,8.8594,1.9164,0,8.8594,1.9164,0,7.5,8.8594,6.3166,6.3273,11.1676,2.6349,1.6948,3.96
A51087,1.0585,20.25,7.1948,7.2086,14.3713,3.4094,1.9373,2.7,4.95,10.6745,113.4,2.0904,0,7.5,8.8594,2.0904,0,8.8594,2.0904,0,7.5,8.8594,5.7558,5.7669,11.4971,2.7275,1.5498,3.96
A51091,0.7120,20.25,10.7120,11.2441,15.2699,3.5084,1.6163,2.7,4.95,8.9060,113.4,2.6496,0,7.5,8.8594,2.6496,0,8.8594,2.6496,0,7.5,8.8594,8.5696,8.9953,12.2159,2.8068,1.2931,3.96
A51093,0.8516,20.25,8.7823,8.7952,10.0911,2.6142,2.3219,2.7,4.95,12.7936,113.4,2.1066,0,7.5,8.8594,2.1066,0,8.8594,2.1066,0,7.5,8.8594,7.0259,7.0362,8.0729,2.0913,1.8575,3.96
A51095,0.8057,20.25,7.8345,7.8480,14.0216,3.4829,2.1556,2.7,4.95,11.8774,113.4,3.2895,0,7.5,8.8594,3.2895,0,8.8594,3.2895,0,7.5,8.8594,6.2676,6.2784,11.2173,2.7864,1.7245,3.96
A51097,0.8686,20.25,7.8376,7.8511,14.2621,3.1737,1.7430,2.7,4.95,9.6041,113.4,1.7145,0,7.5,8.8594,1.7145,0,8.8594,1.7145,0,7.5,8.8594,6.2701,6.2809,11.4097,2.5389,1.3944,3.96
A51099,0.8745,20.25,7.8471,7.8605,14.0900,3.1081,1.9112,2.7,4.95,10.5309,113.4,3.0920,0,7.5,8.8594,3.0920,0,8.8594,3.0920,0,7.5,8.8594,6.2777,6.2884,11.2720,2.4865,1.5290,3.96
A51101,0.9054,20.25,7.6807,7.6942,13.5917,3.2065,1.9768,2.7,4.95,10.8919,113.4,1.7384,0,7.5,8.8594,1.7384,0,8.8594,1.7384,0,7.5,8.8594,6.1446,6.1554,10.8734,2.5652,1.5814,3.96
A51103,0.9073,20.25,7.3208,7.3346,14.2602,2.8600,1.8560,2.7,4.95,10.2266,113.4,3.2568,0,7.5,8.8594,3.2568,0,8.8594,3.2568,0,7.5,8.8594,5.8567,5.8676,11.4082,2.2880,1.4848,3.96
A51107,0.9459,20.25,8.6398,8.6528,13.4676,3.2828,1.9261,2.7,4.95,10.6129,113.4,2.0430,0,7.5,8.8594,2.0430,0,8.8594,2.0430,0,7.5,8.8594,6.9118,6.9222,10.7741,2.6262,1.5409,3.96
A51109,0.8142,20.25,9.7544,9.7667,14.1173,3.4639,2.0626,2.7,4.95,11.3647,113.4,1.9219,0,7.5,8.8594,1.9219,0,8.8594,1.9219,0,7.5,8.8594,7.8035,7.8134,11.2938,2.7711,1.6501,3.96
A51113,0.8178,20.25,9.6215,9.6339,13.9711,3.5555,2.0542,2.7,4.95,11.3189,113.4,2.4117,0,7.5,8.8594,2.4117,0,8.8594,2.4117,0,7.5,8.8594,7.6972,7.7071,11.1769,2.8444,1.6434,3.96
A51115,0.7186,20.25,6.6167,6.6308,12.9062,3.2556,1.9369,2.7,4.95,10.6721,113.4,3.1762,0,7.5,8.8594,3.1762,0,8.8594,3.1762,0,7.5,8.8594,5.2933,5.3046,10.3249,2.6045,1.5495,3.96
A51119,0.7995,20.25,7.4111,7.4248,13.0318,3.3363,1.8944,2.7,4.95,10.4379,113.4,3.1529,0,7.5,8.8594,3.1529,0,8.8594,3.1529,0,7.5,8.8594,5.9289,5.9398,10.4254,2.6690,1.5155,3.96
A51121,0.7116,20.25,12.5966,12.6073,13.8501,3.3909,1.8044,2.7,4.95,9.9425,113.4,1.8078,0,7.5,8.8594,1.8078,0,8.8594,1.8078,0,7.5,8.8594,10.0773,10.0858,11.0800,2.7127,1.4436,3.96
A51125,0.7342,20.25,9.7687,9.7810,14.0888,3.2295,1.7874,2.7,4.95,9.8487,113.4,2.9898,0,7.5,8.8594,2.9898,0,8.8594,2.9898,0,7.5,8.8594,7.8150,7.8248,11.2710,2.5836,1.4299,3.96
A51127,0.8680,20.25,7.5799,7.5935,13.9611,3.4329,1.7432,2.7,4.95,9.6050,113.4,1.9950,0,7.5,8.8594,1.9950,0,8.8594,1.9950,0,7.5,8.8594,6.0639,6.0748,11.1689,2.7463,1.3946,3.96
A51131,0.7432,20.25,6.6239,6.6380,20.1805,1.8766,1.6986,2.7,4.95,9.3594,113.4,3.2036,0,7.5,8.8594,3.2036,0,8.8594,3.2036,0,7.5,8.8594,5.2991,5.3104,16.1444,1.5013,1.3589,3.96
A51133,0.8957,20.25,7.4882,7.5018,14.0379,3.1409,1.8209,2.7,4.95,10.0331,113.4,3.1795,0,7.5,8.8594,3.1795,0,8.8594,3.1795,0,7.5,8.8594,5.9906,6.0015,11.2303,2.5127,1.4567,3.96
A51135,0.8150,20.25,11.3072,11.3186,13.5015,3.9621,2.1235,2.7,4.95,11.7005,113.4,1.8107,0,7.5,8.8594,1.8107,0,8.8594,1.8107,0,7.5,8.8594,9.0457,9.0549,10.8012,3.1697,1.6988,3.96
A51137,0.8216,20.25,9.3586,9.3711,14.0508,3.4275,2.0121,2.7,4.95,11.0865,113.4,1.8296,0,7.5,8.8594,1.8296,0,8.8594,1.8296,0,7.5,8.8594,7.4869,7.4969,11.2407,2.7420,1.6097,3.96
A51139,1.0924,20.25,17.8522,17.8598,14.2721,5.2285,2.7740,2.7,4.95,15.2847,113.4,1.9054,0,7.5,8.8594,1.9054,0,8.8594,1.9054,0,7.5,8.8594,14.2817,14.2879,11.4177,4.1828,2.2192,3.96
A51145,0.8116,20.25,10.3122,10.3242,13.8276,3.5260,2.0683,2.7,4.95,11.3965,113.4,2.0578,0,7.5,8.8594,2.0578,0,8.8594,2.0578,0,7.5,8.8594,8.2498,8.2594,11.0621,2.8208,1.6547,3.96
A51147,0.7680,20.25,11.0685,11.0801,12.8326,3.5242,1.9866,2.7,4.95,10.9460,113.4,1.7007,0,7.5,8.8594,1.7007,0,8.8594,1.7007,0,7.5,8.8594,8.8548,8.8640,10.2661,2.8194,1.5893,3.96
A51149,1.0165,20.25,7.6059,7.6195,11.7171,3.3098,1.8748,2.7,4.95,10.3303,113.4,2.2509,0,7.5,8.8594,2.2509,0,8.8594,2.2509,0,7.5,8.8594,6.0847,6.0956,9.3737,2.6478,1.4999,3.96
A51153,0.9927,20.25,8.6410,8.6539,14.8753,3.5763,2.0756,2.7,4.95,11.4366,113.4,2.1134,0,7.5,8.8594,2.1134,0,8.8594,2.1134,0,7.5,8.8594,6.9128,6.9231,11.9002,2.8611,1.6605,3.96
A51157,0.8439,20.25,9.5835,9.5959,14.3541,3.2697,1.7978,2.7,4.95,9.9058,113.4,2.6273,0,7.5,8.8594,2.6273,0,8.8594,2.6273,0,7.5,8.8594,7.6668,7.6767,11.4833,2.6158,1.4382,3.96
A51159,0.8999,20.25,7.6618,7.6778,13.8177,3.3090,1.7822,2.7,4.95,9.8200,113.4,2.1587,0,7.5,8.8594,2.1587,0,8.8594,2.1587,0,7.5,8.8594,6.1295,6.1423,11.0541,2.6472,1.4258,3.96
A51161,0.7150,20.25,12.5066,12.5174,14.0747,3.6900,2.0329,2.7,4.95,11.2010,113.4,2.0460,0,7.5,8.8594,2.0460,0,8.8594,2.0460,0,7.5,8.8594,10.0053,10.0139,11.2598,2.9520,1.6263,3.96
A51163,0.6731,20.25,11.7852,11.7964,14.9421,3.4053,1.8029,2.7,4.95,9.9338,113.4,1.8562,0,7.5,8.8594,1.8562,0,8.8594,1.8562,0,7.5,8.8594,9.4282,9.4371,11.9537,2.7242,1.4423,3.96
A51165,1.1687,20.25,16.1972,16.2058,14.4900,5.1863,2.9317,2.7,4.95,16.1536,113.4,1.7839,0,7.5,8.8594,1.7839,0,8.8594,1.7839,0,7.5,8.8594,12.9578,12.9647,11.5920,4.1490,2.3453,3.96
A51171,0.9040,20.25,12.1987,12.2096,14.6055,3.9515,2.0876,2.7,4.95,11.5026,113.4,1.6196,0,7.5,8.8594,1.6196,0,8.8594,1.6196,0,7.5,8.8594,9.7589,9.7677,11.6844,3.1612,1.6701,3.96
A51177,0.8717,20.25,8.5922,8.6051,13.6351,3.2737,2.1336,2.7,4.95,11.7559,113.4,1.8730,0,7.5,8.8594,1.8730,0,8.8594,1.8730,0,7.5,8.8594,6.8737,6.8841,10.9081,2.6190,1.7069,3.96
A51179,0.9371,20.25,7.4143,7.4280,13.9656,3.5144,1.8960,2.7,4.95,10.4471,113.4,2.0416,0,7.5,8.8594,2.0416,0,8.8594,2.0416,0,7.5,8.8594,5.9314,5.9424,11.1725,2.8115,1.5168,3.96
A51181,0.8196,20.25,7.9960,8.0094,9.9949,2.7407,13.4893,2.7,4.95,74.3260,113.4,2.2067,0,7.5,8.8594,2.2067,0,8.8594,2.2067,0,7.5,8.8594,6.3968,6.4075,7.9959,2.1926,10.7914,3.96
A51187,0.8014,20.25,11.8491,11.8602,14.5243,3.1597,1.7804,2.7,4.95,9.8103,113.4,1.4971,0,7.5,8.8594,1.4971,0,8.8594,1.4971,0,7.5,8.8594,9.4793,9.4882,11.6195,2.5277,1.4244,3.96
A51193,0.8649,20.25,8.1930,8.2062,16.3664,3.1163,1.7061,2.7,4.95,9.4008,113.4,2.1839,0,7.5,8.8594,2.1839,0,8.8594,2.1839,0,7.5,8.8594,6.5544,6.5650,13.0931,2.4931,1.3649,3.96
A51199,0.8826,20.25,6.5969,6.6110,14.9979,3.9281,2.9823,2.7,4.95,16.4323,113.4,3.4939,0,7.5,8.8594,3.4939,0,8.8594,3.4939,0,7.5,8.8594,5.2775,5.2888,11.9983,3.1425,2.3858,3.96
A51510,1.1717,20.25,8.1201,8.1155,11.7105,3.2806,1.5382,2.7,4.95,8.4756,113.4,1.8567,0,7.5,8.8594,1.8567,0,8.8594,1.8567,0,7.5,8.8594,6.4961,6.4924,9.3684,2.6245,1.2306,3.96
A51530,0.6458,20.25,10.3560,10.3500,15.1525,3.2100,1.4590,2.7,4.95,8.0390,113.4,1.7466,0,7.5,8.8594,1.7466,0,8.8594,1.7466,0,7.5,8.8594,8.2848,8.2800,12.1220,2.5680,1.1672,3.96
A51540,0.8590,20.25,8.9280,8.9229,12.7198,3.2388,1.4911,2.7,4.95,8.2159,113.4,2.0039,0,7.5,8.8594,2.0039,0,8.8594,2.0039,0,7.5,8.8594,7.1424,7.1383,10.1759,2.5910,1.1929,3.96
A51550,0.8750,20.25,4.9493,4.9644,16.1276,3.4652,2.4832,2.7,4.95,13.6825,113.4,3.4597,0,7.5,8.8594,3.4597,0,8.8594,3.4597,0,7.5,8.8594,3.9594,3.9715,12.9021,2.7722,1.9866,3.96
A51570,1.0570,20.25,7.9976,7.9930,11.5652,3.2588,1.5209,2.7,4.95,8.3804,113.4,3.2964,0,7.5,8.8594,3.2964,0,8.8594,3.2964,0,7.5,8.8594,6.3981,6.3944,9.2522,2.6070,1.2167,3.96
A51580,0.6809,20.25,10.3938,10.3878,15.1969,3.2169,1.4643,2.7,4.95,8.0681,113.4,1.8592,0,7.5,8.8594,1.8592,0,8.8594,1.8592,0,7.5,8.8594,8.3150,8.3102,12.1575,2.5735,1.1714,3.96
A51600,1.2480,20.25,9.3437,9.3383,13.2127,3.3128,1.5497,2.7,4.95,8.5389,113.4,2.4013,0,7.5,8.8594,2.4013,0,8.8594,2.4013,0,7.5,8.8594,7.4749,7.4706,10.5702,2.6502,1.2398,3.96
A51610,1.2794,20.25,9.3772,9.3718,13.2525,3.3188,1.5545,2.7,4.95,8.5650,113.4,2.2975,0,7.5,8.8594,2.2975,0,8.8594,2.2975,0,7.5,8.8594,7.5018,7.4975,10.6020,2.6550,1.2436,3.96
A51630,0.9814,20.25,9.0588,9.0536,12.8750,3.2621,1.5095,2.7,4.95,8.3176,113.4,1.6227,0,7.5,8.8594,1.6227,0,8.8594,1.6227,0,7.5,8.8594,7.2471,7.2429,10.3000,2.6097,1.2076,3.96
A51650,0.5892,20.25,7.4978,7.4934,10.9725,3.1698,1.4504,2.7,4.95,7.9919,113.4,2.9058,0,7.5,8.8594,2.9058,0,8.8594,2.9058,0,7.5,8.8594,5.9982,5.9948,8.7780,2.5358,1.1604,3.96
A51660,1.2092,20.25,10.9582,10.9519,15.8663,3.3174,1.5439,2.7,4.95,8.5067,113.4,2.2526,0,7.5,8.8594,2.2526,0,8.8594,2.2526,0,7.5,8.8594,8.7665,8.7615,12.6930,2.6539,1.2351,3.96
A51670,1.8427,20.25,8.8370,8.8319,12.5607,3.4082,1.6393,2.7,4.95,9.0327,113.4,4.4999,0,7.5,8.8594,4.4999,0,8.8594,4.4999,0,7.5,8.8594,7.0696,7.0655,10.0485,2.7266,1.3115,3.96
A51678,0.6579,20.25,10.3689,10.3629,15.1678,3.2123,1.4608,2.7,4.95,8.0490,113.4,1.5258,0,7.5,8.8594,1.5258,0,8.8594,1.5258,0,7.5,8.8594,8.2951,8.2903,12.1342,2.5699,1.1686,3.96
A51680,0.7863,20.25,8.8504,8.8453,12.6277,3.2250,1.4801,2.7,4.95,8.1556,113.4,1.9541,0,7.5,8.8594,1.9541,0,8.8594,1.9541,0,7.5,8.8594,7.0803,7.0762,10.1022,2.5800,1.1841,3.96
A51683,1.0795,20.25,9.1636,9.1584,12.9992,3.2808,1.5243,2.7,4.95,8.3990,113.4,3.4519,0,7.5,8.8594,3.4519,0,8.8594,3.4519,0,7.5,8.8594,7.3309,7.3267,10.3994,2.6246,1.2195,3.96
A51685,1.0991,20.25,9.1846,9.1793,13.0241,3.2845,1.5273,2.7,4.95,8.4153,113.4,3.5300,0,7.5,8.8594,3.5300,0,8.8594,3.5300,0,7.5,8.8594,7.3477,7.3434,10.4193,2.6276,1.2218,3.96
A51700,0.8928,20.25,7.8221,7.8176,11.3571,3.2275,1.4962,2.7,4.95,8.2440,113.4,3.4638,0,7.5,8.8594,3.4638,0,8.8594,3.4638,0,7.5,8.8594,6.2577,6.2541,9.0857,2.5820,1.1970,3.96
A51710,1.0392,20.25,7.9787,7.9741,11.5427,3.2554,1.5183,2.7,4.95,8.3656,113.4,3.7141,0,7.5,8.8594,3.7141,0,8.8594,3.7141,0,7.5,8.8594,6.3829,6.3792,9.2342,2.6043,1.2146,3.96
A51730,0.9676,20.25,7.9020,7.8975,11.4519,3.2418,1.5075,2.7,4.95,8.3061,113.4,2.0893,0,7.5,8.8594,2.0893,0,8.8594,2.0893,0,7.5,8.8594,6.3216,6.3180,9.1615,2.5934,1.2060,3.96
A51735,0.5301,20.25,7.4346,7.4303,10.8968,3.1585,1.4415,2.7,4.95,7.9428,113.4,2.7858,0,7.5,8.8594,2.7858,0,8.8594,2.7858,0,7.5,8.8594,5.9477,5.9443,8.7175,2.5268,1.1532,3.96
A51740,1.0705,20.25,8.0120,8.0074,11.5822,3.2613,1.5230,2.7,4.95,8.3915,113.4,3.7356,0,7.5,8.8594,3.7356,0,8.8594,3.7356,0,7.5,8.8594,6.4096,6.4059,9.2658,2.6091,1.2184,3.96
A51760,1.1254,20.25,8.0706,8.0660,11.6518,3.2718,1.5312,2.7,4.95,8.4371,113.4,2.1424,0,7.5,8.8594,2.1424,0,8.8594,2.1424,0,7.5,8.8594,6.4565,6.4528,9.3215,2.6174,1.2250,3.96
A51790,0.8324,20.25,10.5553,10.5492,15.3888,3.2455,1.4871,2.7,4.95,8.1938,113.4,1.5774,0,7.5,8.8594,1.5774,0,8.8594,1.5774,0,7.5,8.8594,8.4442,8.4393,12.3110,2.5964,1.1897,3.96
A51800,0.8263,20.25,7.6548,7.6684,10.0655,3.2400,1.8945,2.7,4.95,10.4386,113.4,2.2396,0,7.5,8.8594,2.2396,0,8.8594,2.2396,0,7.5,8.8594,6.1239,6.1347,8.0524,2.5920,1.5156,3.96
A51810,0.7909,20.25,5.3200,5.3349,17.3273,3.0942,2.3151,2.7,4.95,12.7564,113.4,3.3052,0,7.5,8.8594,3.3052,0,8.8594,3.3052,0,7.5,8.8594,4.2560,4.2679,13.8618,2.4754,1.8521,3.96
A51820,0.8946,20.25,10.6220,10.6159,15.4676,3.2575,1.4965,2.7,4.95,8.2455,113.4,3.6156,0,7.5,8.8594,3.6156,0,8.8594,3.6156,0,7.5,8.8594,8.4976,8.4927,12.3741,2.6060,1.1972,3.96
A51830,0.8685,20.25,7.7962,7.7917,11.3264,3.2229,1.4925,2.7,4.95,8.2239,113.4,3.4679,0,7.5,8.8594,3.4679,0,8.8594,3.4679,0,7.5,8.8594,6.2370,6.2334,9.0611,2.5783,1.1940,3.96
A51840,0.8588,20.25,10.5834,10.5773,15.4222,3.2507,1.4911,2.7,4.95,8.2157,113.4,1.5521,0,7.5,8.8594,1.5521,0,8.8594,1.5521,0,7.5,8.8594,8.4668,8.4619,12.3378,2.6006,1.1928,3.96
A54003,0.8961,20.25,10.4496,10.4615,14.6140,2.8290,1.7431,2.7,4.95,9.6044,113.4,1.9040,0,7.5,8.8594,1.9040,0,8.8594,1.9040,0,7.5,8.8594,8.3597,8.3692,11.6912,2.2632,1.3945,3.96
A54023,1.0064,20.25,13.0264,13.0369,15.4444,3.3157,1.8271,2.7,4.95,10.0671,113.4,4.4261,0,7.5,8.8594,4.4261,0,8.8594,4.4261,0,7.5,8.8594,10.4212,10.4295,12.3555,2.6526,1.4616,3.96
A54027,0.7983,20.25,10.8238,10.8355,14.3064,2.7586,1.6455,2.7,4.95,9.0665,113.4,1.6442,0,7.5,8.8594,1.6442,0,8.8594,1.6442,0,7.5,8.8594,8.6590,8.6684,11.4451,2.2069,1.3164,3.96
A54031,0.9096,20.25,16.1239,16.1325,14.9029,3.5342,2.3797,2.7,4.95,13.1123,113.4,2.2231,0,7.5,8.8594,2.2231,0,8.8594,2.2231,0,7.5,8.8594,12.8991,12.9060,11.9223,2.8274,1.9038,3.96
A54037,0.8971,20.25,9.1995,9.2122,14.5736,2.9865,1.8117,2.7,4.95,9.9824,113.4,1.6828,0,7.5,8.8594,1.6828,0,8.8594,1.6828,0,7.5,8.8594,7.3596,7.3697,11.6589,2.3892,1.4494,3.96
A54057,0.8575,20.25,11.3804,11.3918,15.0165,2.8967,1.6157,2.7,4.95,8.9022,113.4,2.4576,0,7.5,8.8594,2.4576,0,8.8594,2.4576,0,7.5,8.8594,9.1044,9.1135,12.0132,2.3174,1.2925,3.96
A54063,0.6955,20.25,11.1773,11.1888,14.9814,2.8033,1.7327,2.7,4.95,9.5470,113.4,2.1018,0,7.5,8.8594,2.1018,0,8.8594,2.1018,0,7.5,8.8594,8.9419,8.9511,11.9851,2.2426,1.3861,3.96
A54065,0.8641,20.25,11.2758,11.2872,14.5390,2.6480,1.7012,2.7,4.95,9.3734,113.4,2.1338,0,7.5,8.8594,2.1338,0,8.8594,2.1338,0,7.5,8.8594,9.0206,9.0298,11.6312,2.1184,1.3609,3.96
A54071,0.7626,20.25,11.9328,11.9439,15.2267,3.4301,2.0145,2.7,4.95,11.0999,113.4,1.5835,0,7.5,8.8594,1.5835,0,8.8594,1.5835,0,7.5,8.8594,9.5463,9.5551,12.1813,2.7441,1.6116,3.96
A54077,1.0851,20.25,10.4040,10.4328,15.5595,2.6990,1.8382,2.7,4.95,10.1283,113.4,6.4452,0,7.5,8.8594,6.4452,0,8.8594,6.4452,0,7.5,8.8594,8.3232,8.3463,12.4476,2.1592,1.4705,3.96
A54093,1.0546,20.25,10.0613,10.0077,14.5210,2.7396,1.7015,2.7,4.95,9.3753,113.4,7.1440,0,7.5,8.8594,7.1440,0,8.8594,7.1440,0,7.5,8.8594,8.0490,8.0062,11.6168,2.1917,1.3612,3.96
B24001,0.8521,20.25,11.2824,11.2938,14.6977,2.6101,1.9190,2.7,4.95,10.5739,113.4,2.6887,0,7.5,8.8594,2.6887,0,8.8594,2.6887,0,7.5,8.8594,9.0259,9.0350,11.7582,2.0881,1.5352,3.96
B24021,1.0577,20.25,9.3903,9.4028,15.8672,1.7832,3.6705,2.7,4.95,20.2245,113.4,2.5785,0,7.5,8.8594,2.5785,0,8.8594,2.5785,0,7.5,8.8594,7.5122,7.5222,12.6937,1.4266,2.9364,3.96
B42001,1.0983,20.25,11.3454,11.3568,14.9542,3.0119,2.7919,2.7,4.95,15.3832,113.4,3.7456,0,7.5,8.8594,3.7456,0,8.8594,3.7456,0,7.5,8.8594,9.0763,9.0854,11.9634,2.4095,2.2335,3.96
B42009,0.9009,20.25,11.0840,11.0956,14.1985,2.6822,2.6622,2.7,4.95,14.6688,113.4,2.9295,0,7.5,8.8594,2.9295,0,8.8594,2.9295,0,7.5,8.8594,8.8672,8.8764,11.3588,2.1458,2.1298,3.96
B42015,0.9292,20.25,10.3500,10.3620,15.6060,2.6292,2.7446,2.7,4.95,15.1228,113.4,3.1490,0,7.5,8.8594,3.1490,0,8.8594,3.1490,0,7.5,8.8594,8.2800,8.2896,12.4848,2.1034,2.1957,3.96
B42027,0.9152,20.25,10.1081,10.1202,25.9700,2.7087,2.9143,2.7,4.95,16.0577,113.4,3.4326,0,7.5,8.8594,3.4326,0,8.8594,3.4326,0,7.5,8.8594,8.0865,8.0962,20.7760,2.1669,2.3314,3.96
B42035,0.9472,20.25,10.5217,10.5335,14.0680,2.8249,3.7066,2.7,4.95,20.4236,113.4,3.0453,0,7.5,8.8594,3.0453,0,8.8594,3.0453,0,7.5,8.8594,8.4173,8.4268,11.2544,2.2599,2.9653,3.96
B42041,1.0553,20.25,11.1449,11.1564,14.1163,2.7729,3.9603,2.7,4.95,21.8213,113.4,2.8550,0,7.5,8.8594,2.8550,0,8.8594,2.8550,0,7.5,8.8594,8.9159,8.9251,11.2931,2.2183,3.1682,3.96
B42043,1.2168,20.25,11.3422,11.3536,14.8163,3.0543,3.7853,2.7,4.95,20.8570,113.4,3.2892,0,7.5,8.8594,3.2892,0,8.8594,3.2892,0,7.5,8.8594,9.0738,9.0829,11.8530,2.4435,3.0282,3.96
B42055,1.0162,20.25,11.3783,11.3897,14.5469,2.9824,4.6558,2.7,4.95,25.6534,113.4,2.7523,0,7.5,8.8594,2.7523,0,8.8594,2.7523,0,7.5,8.8594,9.1026,9.1118,11.6375,2.3859,3.7246,3.96
B42079,0.9133,20.25,10.0536,10.0657,14.5509,2.5729,2.5131,2.7,4.95,13.8472,113.4,4.2867,0,7.5,8.8594,4.2867,0,8.8594,4.2867,0,7.5,8.8594,8.0429,8.0526,11.6407,2.0584,2.0105,3.96
B42081,0.9146,20.25,10.1375,10.1496,14.7631,2.6066,2.7088,2.7,4.95,14.9257,113.4,2.7276,0,7.5,8.8594,2.7276,0,8.8594,2.7276,0,7.5,8.8594,8.1100,8.1197,11.8105,2.0853,2.1671,3.96
B42119,0.9954,20.25,10.7684,10.7801,17.2804,3.1504,4.5608,2.7,4.95,25.1299,113.4,2.9727,0,7.5,8.8594,2.9727,0,8.8594,2.9727,0,7.5,8.8594,8.6147,8.6241,13.8243,2.5203,3.6486,3.96
B42131,0.9100,20.25,10.1776,10.1896,13.9633,2.5885,2.3513,2.7,4.95,12.9554,113.4,3.6667,0,7.5,8.8594,3.6667,0,8.8594,3.6667,0,7.5,8.8594,8.1421,8.1517,11.1707,2.0708,1.8810,3.96
B51003,0.8987,20.25,9.7849,9.7972,14.3685,3.2372,1.8537,2.7,4.95,10.2141,113.4,2.5768,0,7.5,8.8594,2.5768,0,8.8594,2.5768,0,7.5,8.8594,7.8279,7.8378,11.4948,2.5897,1.4830,3.96
