LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
F51099,0.12299,0.64868,0.00543,0.43494,0.03306,4.89826,8.05275,0.00129,0.2171,0.13909,0.54221,0.00139,3.02916,0.97685,5.14054,0.10834,1.6263,0.00729,0.02198
F51630,0.95964,0.97609,0.00945,0.46298,0.28852,11.9301,8.62627,0.01279,0.22592,0.21371,0.52159,0.00449,3.44841,1.00435,5.38275,0.50704,1.02073,0.01043,0.00812
A51047,0.13232,0.87648,0.05723,0.48116,0.04204,4.62645,9.39037,0.0125,0.01292,0.37251,0.57451,0.00045,2.70475,2.02533,5.53598,0.10747,0.85188,0.51311,0.01036
A51061,0.22089,1.2608,0.01379,0.464,0.05298,7.83443,8.847,0.06403,0.04495,0.3432,0.53419,0.00103,3.05718,1.48731,5.50463,0.13893,1.42555,0.01405,0.02087
A51157,0.09967,1.16306,0.04994,0.47166,0.03353,6.88236,9.91821,0.00296,0.07137,0.3775,0.56208,0.00024,2.36653,2.22747,5.50958,0.06119,0.96566,0.38735,0.01616
B51061,0.05866,0.97208,0.02343,0.43638,0.01784,5.46922,9.66484,0.01347,0.03082,0.40412,0.56419,0.00029,3.0663,1.59964,5.55295,0.04915,1.18166,0.30838,0.01554
B51157,0.15385,1.65378,0.04611,0.4804,0.05026,8.73418,9.96064,0.0047,0.09902,0.35389,0.57141,0.00039,2.37382,2.28658,5.59846,0.08049,1.14774,0.21003,0.01614
F51061,0.21176,0.93452,0.01247,0.45419,0.0457,5.65944,9.13236,0.07012,0.03391,0.34762,0.5484,0.00135,3.03122,1.55965,5.53898,0.21449,1.21887,0.05877,0.02185
F51157,0.15157,1.34001,0.05226,0.47433,0.06543,7.56082,9.92209,0.00419,0.07033,0.37557,0.56295,0.00029,2.49342,2.11927,5.52644,0.08143,0.99435,0.3426,0.01642
A51113,0.14049,0.8398,0.03055,0.42341,0.05623,5.67369,11.0178,0.02866,0.01403,0.41876,0.5865,0.00033,2.78194,2.05931,5.62108,0.13145,0.85362,0.52385,0.01408
B51113,0.2379,1.43175,0.04138,0.46829,0.08542,7.14778,10.3011,0.04796,0.03113,0.40003,0.59233,0.00059,2.69257,2.15047,5.80244,0.14005,1.35779,0.08415,0.0158
F51113,0.18733,0.97585,0.03221,0.44779,0.10033,6.13027,10.451,0.0459,0.01811,0.40464,0.58221,0.00045,2.76242,2.02642,5.6655,0.1685,0.99751,0.27377,0.01566
A51079,0.34876,1.38884,0.01224,0.58414,0.13059,7.05903,12.2438,0.07387,0.04173,0.44157,0.68497,0.00154,4.15086,1.5377,6.9206,0.25249,1.28461,0.05093,0.01482
B51079,0.54682,2.18541,0.01397,0.60097,0.20149,9.26563,12.0539,0.11027,0.06554,0.3941,0.6886,0.00203,4.15978,1.56443,6.9274,0.1799,1.48648,0.0153,0.01451
F51079,0.37426,1.31759,0.01527,0.58468,0.24577,6.95109,12.2674,0.08891,0.03612,0.43215,0.68736,0.00152,4.1517,1.56699,6.91569,0.29128,1.2376,0.07504,0.01545
A51137,0.29316,0.96909,0.01763,0.46569,0.07953,5.69395,9.53502,0.09567,0.02183,0.34383,0.56223,0.00107,3.04211,1.66239,5.67694,0.25396,1.18901,0.05411,0.01267
F51137,0.28343,0.9329,0.01659,0.46549,0.07486,5.42039,9.63919,0.09875,0.01958,0.34137,0.56909,0.00115,3.04036,1.6766,5.67087,0.27405,1.13056,0.07262,0.00813
A24005,0.08304,0.402,0.0084,0.31987,0.01791,5.08166,11.5597,0.00048,0.06363,0.20418,0.53556,0.00052,2.93341,1.64864,4.90239,0.06766,0.76842,0.56234,0.01089
A24510,0.21507,0.58802,0.00711,0.46594,0.05199,8.04981,8.86612,0.00154,0.25789,0.20781,0.56174,0.00126,3.317,1.28721,5.68441,0.14887,1.33212,0.23751,0.01099
F24005,0.07044,0.39458,0.00667,0.32838,0.01663,4.85928,12.6219,8e-05,0.15938,0.11142,0.53928,0.00052,2.91741,1.47513,6.60599,0.06256,0.7523,0.46257,0.01784
F24510,0.18877,0.61904,0.00628,0.46653,0.04411,8.09662,8.85353,0.00152,0.26081,0.20432,0.5615,0.00121,3.32558,1.27476,5.67417,0.14333,1.35138,0.22305,0.011
A24013,0.30428,0.61078,0.01035,0.439,0.05898,7.82604,9.69981,0.06025,0.04307,0.35852,0.57294,0.0016,3.17763,1.47721,5.64874,0.15925,1.18095,0.26549,0.01377
F24013,0.63962,1.06522,0.01057,0.45005,0.12415,15.5265,9.58708,0.12891,0.07399,0.25453,0.57541,0.00329,3.17963,1.43089,5.53045,0.19709,1.46704,0.00719,0.01391
A24025,0.19332,0.52462,0.01584,0.33034,0.03399,7.58861,10.5842,0.00924,0.04239,0.38714,0.53392,0.00068,2.599,1.92414,5.2632,0.09885,1.00497,0.442,0.01044
F24025,0.16269,1.03608,0.01233,0.36185,0.02638,12.4843,10.2165,0.01485,0.07493,0.34304,0.54309,0.00097,2.53087,1.90974,5.29294,0.103,1.3073,0.03626,0.01048
A10001,0.06594,0.55943,0.00574,0.38239,0.01247,3.97406,8.20371,0.03263,0.01118,0.34153,0.53715,0.00126,3.51276,1.24098,5.01575,0.12822,0.8187,0.35996,0.01962
A10005,0.06269,0.91277,0.00213,0.56026,0.00869,6.50277,14.7319,0.41883,0.14068,0.13024,0.84568,0.0013,0.0165,0.57531,7.42208,0.09041,3.13492,0.00359,0.00735
A24011,0.18665,1.94585,0.00475,0.76994,0.03575,11.6018,14.5712,0.95877,0.38159,0.0083,0.93114,0.00313,5.59826,0.98755,6.66041,0.17794,4.07004,0.00449,0.01214
A24019,0.22079,0.59142,0.00423,0.38738,0.05145,6.39861,7.07324,0.67491,0.24397,0.00349,0.46012,0.00461,3.17492,1.04555,5.04334,0.17443,1.97517,0.00345,0.01444
A24045,0.1797,2.55501,0.00483,1.29714,0.03945,16.2115,25.9531,0.98078,0.46104,0.00269,1.71066,0.00354,0.46467,1.10586,12.8677,0.33884,5.72996,0.00392,0.01523
F24019,0.09911,0.62806,0.00394,0.38729,0.02852,6.55435,7.04483,0.52814,0.32993,0.02867,0.4584,0.00245,3.18293,1.03933,5.03956,0.08132,2.06404,0.00333,0.01445
A24047,0.08266,0.74171,0.00466,0.60278,0.01679,8.23481,11.952,0.48278,0.21582,0.00279,0.78811,0.00529,5.23344,1.14705,8.21547,0.15689,2.79801,0.00418,0.01584
F24045,0.27879,2.48762,0.00509,1.26163,0.07028,16.3938,15.6613,1.0242,0.53952,0.00107,1.64283,0.00519,2.5117,1.10459,14.1524,0.37743,5.53009,0.00382,0.01445
A24039,0.2541,1.76863,0.00376,1.06409,0.07076,12.5834,13.1746,0.91252,0.41121,0.0008,1.39793,0.0065,13.08,0.96368,13.504,0.37075,5.26115,0.00271,0.01422
A51001,0.1934,0.38272,0.00352,0.40066,0.04605,5.86735,7.285,0.36602,0.10226,0.00085,0.48762,0.00639,3.51561,0.88921,5.31794,0.16389,1.79776,0.00302,0.01423
F24039,0.11989,1.79211,0.0035,1.06336,0.04004,12.8057,12.8094,0.66532,0.57775,0.0016,1.39872,0.00492,17.0626,0.95954,12.8613,0.20038,5.53114,0.00264,0.01404
F51001,0.19246,0.38358,0.00352,0.40067,0.0458,5.86662,7.28333,0.36555,0.1025,0.00086,0.48754,0.00637,3.51589,0.88906,5.31794,0.16297,1.7987,0.00302,0.01423
A51131,0.25452,0.50777,0.00386,0.32316,0.04598,7.89921,7.08187,0.00317,0.28681,0.04348,0.43429,0.00457,2.54842,0.90136,4.1762,0.167,1.15742,0.00452,0.01403
F51131,0.28354,0.47495,0.00395,0.32308,0.05277,7.87068,7.08662,0.0034,0.28619,0.04385,0.4345,0.00493,2.54748,0.90149,4.17582,0.18624,1.1382,0.00459,0.01403
F10005,0.0577,1.10513,0.00202,0.64259,0.00985,7.60501,12.4741,0.42296,0.20895,0.05431,0.85047,0.00436,10.7674,0.55829,5.02857,0.07405,3.06632,0.00201,0.00734
A24041,0.20924,0.68603,0.00378,0.39985,0.04593,6.20579,7.74793,0.20434,0.07662,0.14498,0.48974,0.00331,3.24774,0.88992,5.01251,0.13448,1.49276,0.00443,0.01213
F24041,0.11437,0.72008,0.00348,0.39999,0.02951,6.3577,7.74629,0.12684,0.09157,0.20735,0.48978,0.00216,3.23927,0.9013,5.01012,0.07344,1.55404,0.0041,0.01213
A24035,0.0605,0.69972,0.00657,0.43948,0.0166,4.36838,8.3565,0.0038,0.03809,0.23158,0.54836,0.00078,2.83185,1.48293,5.38479,0.11797,1.05484,0.43969,0.01938
F24035,0.07447,0.64761,0.00665,0.41931,0.02254,5.46349,8.50747,0.06363,0.04704,0.32641,0.5319,0.00116,2.88339,1.48633,5.26106,0.1081,1.38282,0.05015,0.01953
A24015,0.14077,0.47325,0.01339,0.41499,0.02804,6.51053,9.38133,0.10647,0.03213,0.3254,0.56,0.00085,2.75327,1.91205,5.40162,0.1147,1.06927,0.50272,0.01042
A10003,0.17375,0.4663,0.00783,0.37195,0.04678,5.34986,7.44394,0.08733,0.04172,0.26902,0.47835,0.00234,2.48255,1.5294,4.82637,0.14914,1.59161,0.01203,0.0196
F24015,0.41102,0.82257,0.01482,0.43163,0.0776,12.9791,9.27087,0.27633,0.05663,0.13024,0.5668,0.00221,2.67433,1.86842,5.43002,0.14495,1.60562,0.01181,0.01052
A24029,0.12335,0.65409,0.00886,0.49159,0.03103,5.34757,8.89298,0.15044,0.04602,0.28112,0.5678,0.00151,3.17643,1.7226,5.81432,0.16552,1.28709,0.10539,0.01948
F24029,0.11535,0.65564,0.00877,0.4915,0.03038,5.36429,8.89635,0.14854,0.04658,0.28261,0.56782,0.00149,3.17555,1.72268,5.81177,0.16196,1.29331,0.10345,0.01948
A42029,0.22465,0.50919,0.01602,0.41689,0.05,7.61424,10.5665,0.04695,0.03454,0.38243,0.57757,0.001,2.67973,2.07055,5.56249,0.16635,1.10013,0.26737,0.01048
A51041,0.11608,0.34161,0.0098,0.38277,0.02261,4.65766,7.70201,0.11067,0.02655,0.24048,0.48914,0.00152,2.51736,1.56158,4.92827,0.21522,0.9232,0.17431,0.01052
A51145,0.35266,1.70125,0.01252,0.51297,0.13825,10.1712,10.4924,0.12023,0.06859,0.30747,0.60363,0.00198,3.86727,1.09134,6.03323,0.20967,1.12866,0.01635,0.01119
A51570,0.04952,0.48719,0.00443,0.39941,0.01444,5.39708,21.3101,0.00183,0.18824,0.22641,0.49882,0.00095,3.06033,1.02727,5.03257,0.02606,1.54488,0.00377,0.02264
A51149,0.02894,0.40948,0.01444,0.29877,0.00745,4.59508,11.0045,0.00701,0.00892,0.3397,0.5132,0.00031,2.22165,1.9771,4.99154,0.05248,1.38272,0.12167,0.02401
A51670,0.05845,0.69934,0.00468,0.43784,0.01346,7.6115,12.6379,0.00126,0.19997,0.2888,0.57791,0.00093,3.66604,1.04726,5.75019,0.03385,2.06873,0.00417,0.02267
F51149,0.04657,0.45155,0.0158,0.36131,0.01173,5.23798,8.24543,0.04774,0.04341,0.32097,0.52128,0.0005,2.1185,2.03803,5.01263,0.03708,1.84675,0.01474,0.02271
F51670,0.06353,0.68952,0.00502,0.43778,0.01415,7.56689,12.653,0.00122,0.20445,0.28361,0.57788,0.00095,3.67143,1.04054,5.75433,0.03862,2.06455,0.00432,0.02271
A51007,0.39903,0.61485,0.03092,0.50524,0.11266,5.50742,8.97923,0.41869,0.05856,0.05337,0.58871,0.0011,3.44273,1.77402,6.29711,0.24764,1.6088,0.02558,0.02242
A51135,0.37158,0.80566,0.02276,0.58583,0.09553,6.07395,10.6719,0.28986,0.04507,0.22367,0.66583,0.00125,3.87599,1.85641,6.8086,0.28167,1.08163,0.09209,0.0162
A51147,0.38672,1.01255,0.01998,0.56935,0.13326,6.03385,10.2067,0.11534,0.04059,0.36895,0.59909,0.0018,3.7307,1.50978,6.42472,0.24325,1.09187,0.16417,0.01147
A51011,0.32941,0.93462,0.01377,0.86054,0.08208,4.3964,14.8203,0.00181,0.1734,0.14963,0.94157,0.00171,2.61526,1.55238,5.26322,0.26033,1.00198,0.28955,0.00868
A51029,0.27897,1.37477,0.01035,0.4436,0.06502,7.02325,14.1365,0.14638,0.03283,0.29531,0.67844,0.00155,4.74328,1.30434,9.44358,0.18638,1.17772,0.03494,0.01085
A51049,0.37265,1.28675,0.01045,0.65632,0.09118,8.06526,11.0215,0.44577,0.10635,0.11111,0.67824,0.00205,5.1371,1.22581,8.14348,0.1592,1.60124,0.00997,0.01137
F51011,0.28811,0.90281,0.01366,0.53219,0.0678,3.59546,7.78665,0.00605,0.09551,0.2092,0.52126,0.00167,2.96006,1.55129,5.46299,0.24191,0.93561,0.25794,0.01141
F51147,1.08261,1.88381,0.01415,0.54928,0.29327,10.9744,9.07616,0.36942,0.05493,0.10635,0.53584,0.00517,3.7275,1.49584,6.26304,0.54593,0.59653,0.01713,0.0116
F51145,0.65767,2.47112,0.01245,0.51573,0.26359,14.5741,10.3582,0.18451,0.08065,0.22934,0.59919,0.0029,3.8594,1.11636,5.99075,0.28265,1.01527,0.00976,0.01126
A51053,0.25683,0.48432,0.02276,0.53468,0.05999,4.19684,8.33223,0.32031,0.02202,0.091,0.61516,0.00186,2.21429,1.92568,5.175,0.35242,1.32339,0.03653,0.02146
A51730,0.03022,0.45358,0.00406,0.39436,0.00786,4.86744,23.1126,0.00046,0.14025,0.24786,0.48821,0.00064,2.96695,1.04986,4.89295,0.01588,1.48936,0.00379,0.02452
F51053,0.62495,0.26831,0.02349,0.40393,0.15489,5.00352,5.71628,0.42337,0.02621,0.00463,0.54179,0.00421,2.33783,1.96094,5.15236,0.652,1.07244,0.02225,0.02145
F51730,0.07392,0.62225,0.00489,0.39372,0.01599,6.99425,8.86279,0.00212,0.16765,0.24245,0.48993,0.00105,2.9848,1.03422,4.88663,0.03475,1.47016,0.00379,0.02265
A51036,0.10269,0.4036,0.00759,0.38876,0.02487,5.21158,7.62407,0.09733,0.04584,0.2651,0.49367,0.00144,2.68501,1.46356,5.03489,0.06794,1.69141,0.00753,0.02208
A51087,0.10612,0.35164,0.01116,0.35255,0.02514,4.75767,7.60612,0.00709,0.05239,0.29096,0.4798,0.00106,2.26552,1.62894,4.69556,0.18876,1.02827,0.13363,0.02153
A51760,0.14365,0.49495,0.00514,0.40167,0.02722,6.4103,18.946,0.00168,0.19423,0.23101,0.50655,0.0015,3.14732,1.00091,5.08826,0.06784,1.54349,0.00392,0.02179
F51041,0.2729,0.32282,0.01031,0.38295,0.07003,5.57868,6.89516,0.31911,0.05369,0.04646,0.44548,0.00342,2.45924,1.56029,4.88732,0.25889,1.27222,0.01246,0.00982
F51087,0.10607,0.35172,0.01116,0.35254,0.02516,4.75778,7.60585,0.0071,0.05234,0.29103,0.47981,0.00106,2.26541,1.62902,4.69543,0.18899,1.02723,0.13433,0.02155
F51760,0.28991,0.58312,0.00604,0.40873,0.06791,8.72233,7.96062,0.00557,0.23165,0.18229,0.50631,0.00257,3.16014,0.99662,5.02827,0.14948,1.46156,0.0042,0.02061
A51181,0.02332,0.43116,0.01258,0.32751,0.00601,4.67449,10.2155,0.00634,0.01047,0.34671,0.53416,0.00034,2.37247,1.94681,5.09882,0.0328,1.47469,0.04413,0.02385
F51181,0.04259,0.49336,0.01242,0.38475,0.00959,5.62128,8.65753,0.04764,0.05389,0.3224,0.53744,0.00058,2.35075,1.9255,5.13202,0.03543,1.69251,0.01159,0.02266
A51550,0.02122,0.33833,0.00358,0.23949,0.00982,3.66808,5.12666,0.0031,0.11719,0.16249,0.33964,0.00059,1.73048,1.05819,3.38681,0.01735,1.38419,0.00477,0.02247
A51710,0.0556,0.45974,0.0052,0.39832,0.02318,5.18654,13.9832,0.00218,0.23508,0.17126,0.49771,0.00105,3.01876,1.05618,4.96986,0.06511,1.39918,0.01486,0.02254
A51810,0.02821,0.36409,0.00367,0.26152,0.01174,4.00529,5.43019,0.02389,0.07529,0.20053,0.36376,0.00093,1.95133,1.02908,3.61813,0.01441,1.46169,0.00304,0.02252
F51710,0.04318,0.47373,0.00451,0.39835,0.01943,5.1985,13.9189,0.00194,0.23314,0.17459,0.49764,0.00089,3.01027,1.06613,4.96765,0.04739,1.45219,0.01226,0.02251
A51740,0.03922,0.49905,0.00396,0.39985,0.01616,5.40631,11.1201,0.00191,0.22795,0.18772,0.50057,0.00086,3.05982,1.04525,4.98958,0.02483,1.65018,0.00431,0.02271
F51550,0.0285,0.3306,0.00369,0.23935,0.01186,3.66311,5.12997,0.0043,0.11575,0.16259,0.3397,0.00082,1.73678,1.05176,3.38703,0.02486,1.36879,0.00512,0.02247
F51740,0.039,0.49929,0.00395,0.39984,0.0161,5.40655,11.1185,0.0019,0.22796,0.18773,0.50057,0.00086,3.05976,1.04541,4.98963,0.02465,1.65026,0.00431,0.02271
A51800,0.226,0.29271,0.0058,0.38769,0.05183,5.30214,7.21708,0.21928,0.02801,0.14551,0.45791,0.00518,2.73765,1.25335,4.85645,0.19492,1.31807,0.00691,0.02463
A51093,0.01507,0.16138,0.00752,0.43499,0.00518,1.58803,12.9239,0.00257,0.00286,0.39374,0.56959,0.00033,2.38942,1.80439,5.99433,0.04987,0.5433,0.54998,0.02347
A51700,0.03266,0.55225,0.00379,0.39035,0.01145,5.87574,10.004,0.00126,0.20272,0.19894,0.48212,0.00073,2.90117,1.05022,4.80581,0.01529,1.4397,0.00326,0.02249
F51700,0.03099,0.55422,0.00374,0.39036,0.0113,5.87838,10.0008,0.00123,0.20285,0.19888,0.48213,0.00071,2.89951,1.052,4.80555,0.01453,1.44047,0.00325,0.02249
F51810,0.0367,0.35494,0.004,0.26138,0.01443,3.9996,5.43195,0.02842,0.07183,0.19938,0.3637,0.00106,1.95997,1.02029,3.618,0.01783,1.45881,0.00311,0.02252
F51800,0.48374,0.23809,0.00633,0.37474,0.16161,5.95711,5.39269,0.37636,0.02623,0.02086,0.33616,0.00862,2.74086,1.24116,4.8223,0.31119,1.16753,0.00586,0.02282
A51085,0.15045,0.60399,0.01369,0.43715,0.03477,4.35932,8.18468,0.01272,0.01473,0.29245,0.5378,0.00091,2.39353,1.6694,5.10822,0.22279,0.97653,0.34197,0.01949
F51085,0.12367,0.43658,0.01442,0.39122,0.03209,4.95777,8.23573,0.05863,0.0266,0.31559,0.50867,0.00075,2.56417,1.60454,5.01147,0.16285,1.15121,0.08841,0.02125
B51003,0.06676,1.23767,0.00182,0.4634,0.02328,6.29022,10.4867,0.00721,0.24033,0.22005,0.58194,0.00093,4.14212,0.51476,5.81501,0.07509,1.30516,0.06522,0.01309
F51003,0.16827,0.95529,0.00212,0.45674,0.0776,5.80468,10.4476,0.00855,0.2457,0.18579,0.57209,0.00262,4.01632,0.50224,5.85509,0.20644,1.09304,0.06482,0.0187
