LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0,0.08642,0.00272,0.13736,0,0.89242,2.12394,0,0.0305,0,0.02774,1e-05,0.31747,0.00035,0.30702,0,0,0,0
A24009,0,0.08314,0.00481,0.13566,0,0.8803,2.7506,0,0.03016,0,0.03072,0,0.3159,0,0.30773,0,0,0,0
F24009,0,0.08307,0.00477,0.13539,0,0.87921,2.76049,0,0.03013,0,0.03079,0,0.31553,0,0.30775,0,0,0,0
F24037,0,0.0868,0.00272,0.12292,0,0.89713,1.08083,0,0.03059,0,0.02556,1e-05,0.32047,0.0001,0.307,0,0,0,0
A24033,0,0.082,0.00446,0.13213,0,0.86794,2.83088,0,0.02975,0,0.03121,0,0.31405,0,0.30787,0,0,0,0
F24033,0,0.08419,0.00429,0.13793,0,0.88623,2.63742,0,0.0304,0,0.03001,0,0.31906,0,0.30754,0,0,0,0
A24003,0,0.08602,0.00316,0.13277,0,0.89335,2.35325,0,0.03056,0,0.02594,0,0.32139,0.00022,0.30764,0,0,0,0
F24003,0,0.08601,0.00317,0.13269,0,0.89347,2.32484,0,0.03056,0,0.02569,0,0.32155,0.0002,0.30764,0,0,0,0
A24027,0,0.08357,0.00274,0.13319,0,0.86881,2.80047,0,0.02979,0,0.03097,1e-05,0.31298,0.00114,0.30831,0,0,0,0
F24027,0,0.0804,0.00278,0.12952,0,0.83951,2.88323,0,0.02882,0,0.03104,0,0.30909,0.00091,0.30926,0,0,0,0
A24031,0,0.07994,0.00347,0.13016,0,0.83959,2.87057,0,0.02892,0,0.03102,0,0.30926,0.00054,0.30933,0,0,0,0
F24031,0,0.06371,0.00349,0.12538,0,0.65968,2.963,0,0.02657,0,0.03019,0,0.29723,0.00093,0.31027,0,0,0,0
A51073,0,0.08771,0.00191,0.15158,0,0.89708,1.81335,0,0.03061,0,0.03522,8e-05,0.3148,0.00176,0.30708,0,0,0,0
A51115,0,0.08844,0.00094,0.14758,0,0.89523,1.8139,0,0.03055,0,0.03363,0.00056,0.30633,0.00623,0.30702,0,0,0,0
A51119,0,0.08699,0.0024,0.13221,0,0.89507,2.04012,0,0.03054,0,0.0244,4e-05,0.31397,0.0019,0.30716,0,0,0,0
A51199,0,0.08757,0.00161,0.14042,0,0.89281,2.5114,0,0.03053,0,0.02923,6e-05,0.31205,0.00316,0.30719,0,0,0,0
F51199,0,0.08757,0.00161,0.14044,0,0.89277,2.51427,0,0.03053,0,0.02927,6e-05,0.31194,0.00322,0.30719,0,0,0,0
A51095,0,0.08678,0.00233,0.13955,0,0.89213,2.37418,0,0.03051,0,0.02772,2e-05,0.31455,0.00111,0.30724,0,0,0,0
A51097,0,0.07776,0.00171,0.13176,0,0.79911,2.8234,0,0.02751,0,0.03109,7e-05,0.29325,0.00994,0.30765,0,0,0,0
A51127,0,0.08601,0.00207,0.14243,0,0.88256,2.70998,0,0.03022,0,0.03257,6e-05,0.30979,0.00328,0.30736,0,0,0,0
A51830,0,0.08824,0.00108,0.13998,0,0.89429,2.32605,0,0.03058,0,0.02735,0.00026,0.30802,0.0064,0.30722,0,0,0,0
F51095,0,0.0868,0.00233,0.13947,0,0.89224,2.37194,0,0.03052,0,0.02767,1e-05,0.31466,0.00104,0.30724,0,0,0,0
F51830,0,0.08822,0.00108,0.14007,0,0.89418,2.33507,0,0.03058,0,0.02744,0.00029,0.30734,0.00687,0.30723,0,0,0,0
A51650,0,0.08435,0.00117,0.14221,0,0.86242,2.59319,0,0.02942,0,0.03047,0.00019,0.30015,0.00679,0.30698,0,0,0,0
A51735,0,0.08019,0.00118,0.13718,0,0.82182,2.70754,0,0.028,0,0.03056,0.00019,0.28978,0.0138,0.30798,0,0,0,0
