LandSegs,SNH4,INH4,DNH4,BNH4,SNO3,INO3,BNO3,SLON,ILON,DLON,BLON,SRON,IRON,DRON,BRON,SPO4,IPO4,DPO4,BPO4
A24037,0.42644,0.45924,0.02501,0.42008,0.08498,4.57486,6.72819,0.08013,0.01148,0.35642,0.48688,0.00181,3.44541,1.9625,5.40231,0.3903,0.79805,0.16756,0.02241
A24009,0.12428,0.63712,0.07965,0.43474,0.03108,4.69254,7.9438,0.00295,0.01146,0.43352,0.55808,0.00016,3.06419,2.32771,5.4038,0.09476,0.56074,0.85606,0.02242
F24009,0.12723,0.64665,0.09186,0.43629,0.04325,4.64604,7.97118,0.00256,0.01096,0.4477,0.55992,0.00018,3.12572,2.25789,5.40491,0.09045,0.57596,0.8848,0.02242
F24037,0.74066,0.42567,0.02519,0.39966,0.16759,6.37209,5.85898,0.24312,0.01982,0.27248,0.51813,0.00317,3.38409,1.9955,5.32855,0.49182,0.77257,0.03887,0.0224
A24033,0.15939,0.7562,0.06921,0.45658,0.03608,5.02665,9.00109,0.04745,0.00741,0.53689,0.59992,0.00038,4.34456,2.11583,5.355,0.11772,0.8703,0.76133,0.01953
F24033,0.28033,0.83888,0.0737,0.50911,0.06521,5.67405,9.28312,0.0838,0.01033,0.49157,0.63979,0.00048,3.77079,1.92271,5.97548,0.21345,0.99185,0.68003,0.01972
A24003,0.3247,0.48604,0.03276,0.38173,0.08373,7.13913,7.86538,0.10166,0.023,0.40231,0.52793,0.00114,3.12513,2.17626,5.20066,0.30133,1.03846,0.1714,0.00176
F24003,0.30227,0.49552,0.03178,0.3821,0.07901,7.23923,7.84915,0.1057,0.02451,0.39673,0.52695,0.00119,3.1377,2.1607,5.19897,0.29715,1.07879,0.14461,0.00176
A24027,0.30302,0.54279,0.02553,0.38337,0.06487,8.50599,9.00104,0.01737,0.04418,0.48562,0.56444,0.00076,3.4885,2.17082,5.45141,0.20477,0.87134,0.46579,0.00997
F24027,0.18257,0.51579,0.02323,0.37022,0.03986,7.4632,9.16969,0.01317,0.03664,0.49734,0.56191,0.00065,3.43634,2.28509,5.37018,0.16599,0.82027,0.57809,0.0081
A24031,0.20239,0.47312,0.03229,0.34585,0.04417,6.45166,8.61846,0.00569,0.03759,0.4606,0.53615,0.0005,3.02661,2.3398,5.04483,0.13402,0.73884,0.69106,0.01443
F24031,0.17867,0.37239,0.02784,0.33377,0.04027,4.88241,9.19176,5e-05,0.16273,0.16667,0.53161,0.00053,2.95532,2.30531,4.56709,0.12717,0.54593,0.89239,0.00277
A51073,0.13523,0.41402,0.01252,0.32623,0.02561,5.80908,6.64012,0.00775,0.15282,0.28863,0.45198,0.00226,2.62113,1.94703,4.53555,0.1273,1.31548,0.01291,0.02196
A51115,0.09113,0.44256,0.00516,0.32866,0.01603,5.47338,6.84513,0.00135,0.34673,0.08601,0.45857,0.00318,3.24838,1.24067,4.4888,0.12348,1.11886,0.00792,0.02196
A51119,0.20761,0.47917,0.02203,0.37999,0.05787,4.86175,6.09614,0.00826,0.07635,0.31056,0.50365,0.00156,2.8452,2.12842,4.93796,0.17552,1.22693,0.02904,0.02196
