TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,130.4170,0.5,0.01,0.1,0.004000,200,317.0167,8,0.02,0.5,13.35967,2200,336.4200,9,0.02,0.005,7.699333,1200,6.499666,5,0.005,0.1,0.,1000,0,0,0,0,223.3900,4.523333
A10003,90.96899,0.5,0.01,0.1,0.006667,200,958.8406,8,0.02,0.5,18.82400,2200,47.57234,9,0.02,0.005,4.967000,1200,1.120667,5,0.005,0.1,0.,1000,0,0,0,0,222.7567,4.500000
A10005,157.3733,0.5,0.01,0.1,0.006333,200,309.8520,8,0.02,0.5,8.395333,2200,388.6173,9,0.02,0.005,9.429000,1200,9.795667,5,0.005,0.1,0.,1000,0,0,0,0,208.9033,4.236667
A11001,25.33300,0.5,0.01,0.1,0.001000,200,411.7587,8,0.02,0.5,14.02967,2200,311.7940,9,0.02,0.005,8.851334,1200,5.407667,5,0.005,0.1,0.,1000,0,0,0,0,284.8067,5.793334
A24001,95.24233,0.5,0.01,0.1,0.004000,200,796.2023,8,0.02,0.5,19.42900,2200,120.2870,9,0.02,0.005,5.334667,1200,2.729000,5,0.005,0.1,0.,1000,0,0,0,0,130.2933,2.633333
A24003,25.91933,0.5,0.01,0.1,0.001000,200,827.2077,8,0.02,0.5,18.85200,2200,69.24167,9,0.02,0.005,4.905334,1200,0.876667,5,0.005,0.1,0.,1000,0,0,0,0,263.0767,5.343333
A24005,26.52433,0.5,0.01,0.1,0.,200,317.3610,8,0.02,0.5,14.36033,2200,426.4860,9,0.02,0.005,7.431333,1200,9.155666,5,0.005,0.1,0.,1000,0,0,0,0,239.8533,4.890000
A24009,37.30167,0.5,0.01,0.1,0.002667,200,527.1950,8,0.02,0.5,14.81000,2200,224.0347,9,0.02,0.005,7.138334,1200,4.360000,5,0.005,0.1,0.,1000,0,0,0,0,229.8367,4.660000
A24011,107.6493,0.5,0.01,0.1,0.003333,200,1019.072,8,0.02,0.5,17.98367,2200,57.39133,9,0.02,0.005,4.805334,1200,1.427667,5,0.005,0.1,0.,1000,0,0,0,0,159.9667,3.263333
A24013,24.21667,0.5,0.01,0.1,0.,200,719.4730,8,0.02,0.5,16.62300,2200,186.2347,9,0.02,0.005,7.402667,1200,3.599000,5,0.005,0.1,0.,1000,0,0,0,0,249.8967,5.076667
