TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,35.78933,0.5,0.01,0.1,0.002000,200,234.1647,8,0.02,0.5,13.35300,2200,681.7247,9,0.02,0.005,8.313334,1200,12.90500,5,0.005,0.1,0.,1000,0,0,0,0,222.2900,4.496666
A10003,4.296000,0.5,0.01,0.1,0.,200,1541.604,8,0.02,0.5,18.76500,2200,2.204000,9,0.02,0.005,4.442000,1200,0.083667,5,0.005,0.1,0.,1000,0,0,0,0,190.5800,3.853333
A10005,22.80900,0.5,0.01,0.1,0.,200,294.4637,8,0.02,0.5,8.306666,2200,819.8340,9,0.02,0.005,11.60300,1200,19.64467,5,0.005,0.1,0.,1000,0,0,0,0,203.0533,4.120000
A11001,16.05733,0.5,0.01,0.1,0.,200,293.6270,8,0.02,0.5,13.97300,2200,669.4346,9,0.02,0.005,8.978333,1200,12.62433,5,0.005,0.1,0.,1000,0,0,0,0,271.8767,5.526667
A24001,7.345666,0.5,0.01,0.1,0.,200,1204.521,8,0.02,0.5,19.27033,2200,71.82667,9,0.02,0.005,5.200667,1200,1.516000,5,0.005,0.1,0.,1000,0,0,0,0,127.8733,2.583333
A24003,3.791333,0.5,0.01,0.1,0.,200,1099.173,8,0.02,0.5,18.79933,2200,28.86033,9,0.02,0.005,5.087334,1200,0.690333,5,0.005,0.1,0.,1000,0,0,0,0,271.4100,5.513334
A24005,17.28667,0.5,0.01,0.1,0.000667,200,126.8900,8,0.02,0.5,14.30333,2200,941.0740,9,0.02,0.005,7.273666,1200,18.95867,5,0.005,0.1,0.,1000,0,0,0,0,219.1033,4.463333
A24009,16.86533,0.5,0.01,0.1,0.,200,547.4240,8,0.02,0.5,14.76333,2200,325.3353,9,0.02,0.005,6.843000,1200,6.203333,5,0.005,0.1,0.,1000,0,0,0,0,222.4833,4.513333
A24011,5.100667,0.5,0.01,0.1,0.,200,1663.779,8,0.02,0.5,17.76600,2200,2.101667,9,0.02,0.005,4.510000,1200,0.082333,5,0.005,0.1,0.,1000,0,0,0,0,141.3500,2.883333
A24013,8.970666,0.5,0.01,0.1,0.,200,871.2300,8,0.02,0.5,16.57667,2200,261.7617,9,0.02,0.005,7.243000,1200,4.972666,5,0.005,0.1,0.,1000,0,0,0,0,242.8933,4.936666
A24015,29.18133,0.5,0.01,0.1,0.001000,200,492.9607,8,0.02,0.5,14.13933,2200,518.5563,9,0.02,0.005,7.279000,1200,10.47033,5,0.005,0.1,0.,1000,0,0,0,0,229.8800,4.676667
A24017,9.333667,0.5,0.01,0.1,0.,200,819.9573,8,0.02,0.5,10.79067,2200,193.9410,9,0.02,0.005,6.248333,1200,4.663000,5,0.005,0.1,0.,1000,0,0,0,0,120.1967,2.446667
A24019,9.818000,0.5,0.01,0.1,0.,200,1468.832,8,0.02,0.5,13.06533,2200,2.042667,9,0.02,0.005,3.796333,1200,0.041333,5,0.005,0.1,0.,1000,0,0,0,0,86.49667,1.760000
A24021,14.72167,0.5,0.01,0.1,0.,200,557.2967,8,0.02,0.5,16.07200,2200,380.6550,9,0.02,0.005,6.870333,1200,6.851667,5,0.005,0.1,0.,1000,0,0,0,0,262.0367,5.316667
A24023,28.09400,0.5,0.01,0.1,0.,200,2199.289,8,0.02,0.5,21.54300,2200,13.74767,9,0.02,0.005,4.383000,1200,0.235667,5,0.005,0.1,0.,1000,0,0,0,0,82.42667,1.686667
A24025,13.88067,0.5,0.01,0.1,0.,200,673.5096,8,0.02,0.5,16.57233,2200,403.9100,9,0.02,0.005,6.536000,1200,8.168000,5,0.005,0.1,0.,1000,0,0,0,0,241.8800,4.913333
A24027,9.269668,0.5,0.01,0.1,0.,200,408.7937,8,0.02,0.5,15.30767,2200,647.3480,9,0.02,0.005,7.352667,1200,13.65800,5,0.005,0.1,0.,1000,0,0,0,0,247.5433,5.026667
A24029,7.977999,0.5,0.01,0.1,0.,200,1277.524,8,0.02,0.5,18.67467,2200,2.472667,9,0.02,0.005,4.447333,1200,0.056000,5,0.005,0.1,0.,1000,0,0,0,0,218.7167,4.426667
A24031,15.38867,0.5,0.01,0.1,0.,200,165.9220,8,0.02,0.5,14.12833,2200,911.2753,9,0.02,0.005,7.582000,1200,19.16600,5,0.005,0.1,0.,1000,0,0,0,0,210.8200,4.270000
A24033,10.11700,0.5,0.01,0.1,0.,200,384.7330,8,0.02,0.5,13.68000,2200,500.7953,9,0.02,0.005,7.383333,1200,9.561667,5,0.005,0.1,0.,1000,0,0,0,0,241.7133,4.916667
A24035,27.14300,0.5,0.01,0.1,0.,200,593.4319,8,0.02,0.5,17.03733,2200,326.1060,9,0.02,0.005,6.290667,1200,5.861333,5,0.005,0.1,0.,1000,0,0,0,0,238.1300,4.833333
A24037,3.354000,0.5,0.01,0.1,0.,200,950.0229,8,0.02,0.5,15.12067,2200,42.73233,9,0.02,0.005,6.255667,1200,0.736333,5,0.005,0.1,0.,1000,0,0,0,0,173.4500,3.526667
A24039,3.962667,0.5,0.01,0.1,0.,200,1583.330,8,0.02,0.5,12.57700,2200,1.662000,9,0.02,0.005,3.572000,1200,0.054667,5,0.005,0.1,0.,1000,0,0,0,0,87.13000,1.766667
A24041,6.335667,0.5,0.01,0.1,0.,200,1526.132,8,0.02,0.5,16.32433,2200,2.094000,9,0.02,0.005,4.763334,1200,0.082333,5,0.005,0.1,0.,1000,0,0,0,0,114.4867,2.333333
A24043,7.569666,0.5,0.01,0.1,0.002000,200,13.78933,8,0.02,0.5,8.966666,2200,990.1282,9,0.02,0.005,9.196667,1200,17.53700,5,0.005,0.1,0.,1000,0,0,0,0,198.8633,4.056667
A24045,8.845667,0.5,0.01,0.1,0.,200,883.5457,8,0.02,0.5,9.775333,2200,130.1650,9,0.02,0.005,5.062666,1200,3.255000,5,0.005,0.1,0.,1000,0,0,0,0,134.2433,2.723333
A24047,10.64767,0.5,0.01,0.1,0.,200,888.1287,8,0.02,0.5,9.422334,2200,106.8023,9,0.02,0.005,4.698333,1200,2.459667,5,0.005,0.1,0.,1000,0,0,0,0,116.3767,2.363333
A24510,6.835001,0.5,0.01,0.1,0.,200,916.8477,8,0.02,0.5,19.60233,2200,137.4410,9,0.02,0.005,6.313000,1200,2.588333,5,0.005,0.1,0.,1000,0,0,0,0,342.6700,6.973333
A36003,11.41600,0.5,0.01,0.1,0.,200,2136.639,8,0.02,0.5,20.11267,2200,2.035000,9,0.02,0.005,3.885000,1200,0.055667,5,0.005,0.1,0.,1000,0,0,0,0,66.69666,1.366667
