TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,126.6697,0.5,0.01,0.1,0.003333,200,345.7940,8,0.02,0.5,13.09667,2200,281.3767,9,0.02,0.005,7.706333,1200,8.655000,5,0.005,0.1,0.,1000,0,0,0,0,215.5167,4.366667
A10003,101.9043,0.5,0.01,0.1,0.008667,200,829.1199,8,0.02,0.5,18.92367,2200,64.42734,9,0.02,0.005,5.806667,1200,0.950667,5,0.005,0.1,0.,1000,0,0,0,0,232.2700,4.693333
A10005,142.9980,0.5,0.01,0.1,0.005333,200,326.1480,8,0.02,0.5,8.252000,2200,318.5327,9,0.02,0.005,8.880000,1200,12.41533,5,0.005,0.1,0.,1000,0,0,0,0,208.5900,4.230000
A11001,81.27700,0.5,0.01,0.1,0.003000,200,419.7803,8,0.02,0.5,14.01733,2200,226.6563,9,0.02,0.005,8.818000,1200,8.820667,5,0.005,0.1,0.,1000,0,0,0,0,276.1467,5.616667
A24001,92.33767,0.5,0.01,0.1,0.004000,200,726.2734,8,0.02,0.5,19.37933,2200,138.5057,9,0.02,0.005,5.370333,1200,2.310000,5,0.005,0.1,0.,1000,0,0,0,0,126.1367,2.550000
A24003,75.56367,0.5,0.01,0.1,0.006667,200,751.3387,8,0.02,0.5,18.86133,2200,53.27567,9,0.02,0.005,4.565667,1200,3.750333,5,0.005,0.1,0.,1000,0,0,0,0,245.5667,4.986666
A24005,75.03834,0.5,0.01,0.1,0.001000,200,348.7680,8,0.02,0.5,14.42167,2200,320.3067,9,0.02,0.005,7.613667,1200,12.04367,5,0.005,0.1,0.,1000,0,0,0,0,235.3167,4.803333
A24009,85.77000,0.5,0.01,0.1,0.005333,200,499.8873,8,0.02,0.5,14.93067,2200,196.2723,9,0.02,0.005,7.200333,1200,4.813334,5,0.005,0.1,0.,1000,0,0,0,0,218.5067,4.433333
A24011,109.8657,0.5,0.01,0.1,0.005000,200,883.5943,8,0.02,0.5,18.01033,2200,72.81567,9,0.02,0.005,5.301000,1200,1.329667,5,0.005,0.1,0.,1000,0,0,0,0,167.2767,3.413333
A24013,67.56600,0.5,0.01,0.1,0.002000,200,666.9880,8,0.02,0.5,16.70600,2200,156.6227,9,0.02,0.005,7.841000,1200,3.685000,5,0.005,0.1,0.,1000,0,0,0,0,239.5367,4.870000
A24015,115.6940,0.5,0.01,0.1,0.009000,200,473.6490,8,0.02,0.5,14.19967,2200,217.5383,9,0.02,0.005,7.787334,1200,7.579000,5,0.005,0.1,0.,1000,0,0,0,0,229.6367,4.673333
A24017,51.15667,0.5,0.01,0.1,0.,200,595.1193,8,0.02,0.5,11.05967,2200,172.5603,9,0.02,0.005,6.699000,1200,4.645333,5,0.005,0.1,0.,1000,0,0,0,0,124.1600,2.526667
A24019,70.80434,0.5,0.01,0.1,0.,200,829.3480,8,0.02,0.5,13.54733,2200,96.30766,9,0.02,0.005,4.711667,1200,1.445000,5,0.005,0.1,0.,1000,0,0,0,0,105.8633,2.150000
A24021,104.1907,0.5,0.01,0.1,0.005667,200,513.4537,8,0.02,0.5,16.32067,2200,185.9387,9,0.02,0.005,7.368667,1200,4.901667,5,0.005,0.1,0.,1000,0,0,0,0,257.1034,5.216667
A24023,75.41300,0.5,0.01,0.1,0.,200,1039.992,8,0.02,0.5,21.54100,2200,105.1343,9,0.02,0.005,5.074667,1200,1.760333,5,0.005,0.1,0.,1000,0,0,0,0,87.20667,1.783333
A24025,66.95333,0.5,0.01,0.1,0.003667,200,579.8427,8,0.02,0.5,16.73833,2200,185.4820,9,0.02,0.005,7.125667,1200,6.103334,5,0.005,0.1,0.,1000,0,0,0,0,245.1367,4.973333
A24027,44.01067,0.5,0.01,0.1,0.001000,200,513.8533,8,0.02,0.5,15.41333,2200,231.2537,9,0.02,0.005,7.919000,1200,8.358001,5,0.005,0.1,0.,1000,0,0,0,0,254.4967,5.173333
A24029,106.5023,0.5,0.01,0.1,0.010333,200,743.0303,8,0.02,0.5,19.03800,2200,74.85166,9,0.02,0.005,5.543000,1200,1.106667,5,0.005,0.1,0.,1000,0,0,0,0,239.7967,4.856667
A24031,65.40700,0.5,0.01,0.1,0.001000,200,389.3753,8,0.02,0.5,14.16467,2200,316.3457,9,0.02,0.005,7.606333,1200,11.77467,5,0.005,0.1,0.,1000,0,0,0,0,222.2700,4.513333
A24033,65.32166,0.5,0.01,0.1,0.005000,200,442.0690,8,0.02,0.5,13.72100,2200,239.1150,9,0.02,0.005,8.008000,1200,6.333333,5,0.005,0.1,0.,1000,0,0,0,0,241.4167,4.910000
A24035,114.0357,0.5,0.01,0.1,0.006333,200,515.6697,8,0.02,0.5,17.60333,2200,188.9997,9,0.02,0.005,6.224333,1200,4.730333,5,0.005,0.1,0.,1000,0,0,0,0,225.9567,4.596666
A24037,56.65667,0.5,0.01,0.1,0.003000,200,641.5290,8,0.02,0.5,15.24300,2200,132.9610,9,0.02,0.005,6.456333,1200,2.048667,5,0.005,0.1,0.,1000,0,0,0,0,178.4967,3.620000
A24039,69.75400,0.5,0.01,0.1,0.,200,884.4727,8,0.02,0.5,12.95167,2200,81.42400,9,0.02,0.005,4.810000,1200,1.047000,5,0.005,0.1,0.,1000,0,0,0,0,111.8833,2.273333
A24041,91.75067,0.5,0.01,0.1,0.002667,200,841.1470,8,0.02,0.5,16.71633,2200,73.53600,9,0.02,0.005,5.283667,1200,0.999333,5,0.005,0.1,0.,1000,0,0,0,0,139.7700,2.846667
A24043,71.28033,0.5,0.01,0.1,0.002000,200,97.28800,8,0.02,0.5,7.455333,2200,422.2960,9,0.02,0.005,7.845333,1200,17.71267,5,0.005,0.1,0.,1000,0,0,0,0,208.2900,4.260000
A24045,105.1397,0.5,0.01,0.1,0.002000,200,571.1127,8,0.02,0.5,10.21833,2200,169.8747,9,0.02,0.005,5.358667,1200,4.783000,5,0.005,0.1,0.,1000,0,0,0,0,145.4333,2.950000
A24047,98.08700,0.5,0.01,0.1,0.001333,200,575.7457,8,0.02,0.5,9.875000,2200,163.2183,9,0.02,0.005,4.896667,1200,4.068666,5,0.005,0.1,0.,1000,0,0,0,0,126.5433,2.570000
A24510,58.13300,0.5,0.01,0.1,0.004000,200,606.8080,8,0.02,0.5,19.89267,2200,141.0313,9,0.02,0.005,6.278000,1200,4.654667,5,0.005,0.1,0.,1000,0,0,0,0,344.2133,6.996666
A36003,50.58667,0.5,0.01,0.1,0.001000,200,1030.560,8,0.02,0.5,20.19733,2200,76.81834,9,0.02,0.005,5.298000,1200,0.891333,5,0.005,0.1,0.,1000,0,0,0,0,78.91334,1.613333
A36007,47.45900,0.5,0.01,0.1,0.,200,958.9290,8,0.02,0.5,12.66033,2200,94.70634,9,0.02,0.005,5.009666,1200,1.737333,5,0.005,0.1,0.,1000,0,0,0,0,83.62334,1.713333
A36015,52.26567,0.5,0.01,0.1,0.001000,200,925.9109,8,0.02,0.5,13.86267,2200,83.40833,9,0.02,0.005,5.340666,1200,1.204667,5,0.005,0.1,0.,1000,0,0,0,0,93.81667,1.920000
A36017,44.66300,0.5,0.01,0.1,0.,200,997.3383,8,0.02,0.5,17.47467,2200,97.95933,9,0.02,0.005,5.060000,1200,1.644000,5,0.005,0.1,0.,1000,0,0,0,0,77.40000,1.583333
A36023,47.94167,0.5,0.01,0.1,0.,200,1023.486,8,0.02,0.5,17.82567,2200,100.2123,9,0.02,0.005,5.281000,1200,1.947667,5,0.005,0.1,0.,1000,0,0,0,0,83.57000,1.710000
A36025,48.19367,0.5,0.01,0.1,0.000667,200,968.1072,8,0.02,0.5,16.22867,2200,97.91100,9,0.02,0.005,4.624666,1200,2.134000,5,0.005,0.1,0.,1000,0,0,0,0,75.16666,1.533333
A36043,48.00267,0.5,0.01,0.1,0.,200,904.9739,8,0.02,0.5,10.81867,2200,109.1773,9,0.02,0.005,5.326000,1200,2.099000,5,0.005,0.1,0.,1000,0,0,0,0,76.27666,1.563333
A36051,52.48467,0.5,0.01,0.1,0.001667,200,1019.298,8,0.02,0.5,24.31400,2200,71.38866,9,0.02,0.005,5.544667,1200,0.785000,5,0.005,0.1,0.,1000,0,0,0,0,87.96334,1.803333
A36053,52.73633,0.5,0.01,0.1,0.,200,918.0323,8,0.02,0.5,14.17300,2200,124.9993,9,0.02,0.005,6.035667,1200,2.484000,5,0.005,0.1,0.,1000,0,0,0,0,104.1467,2.136667
A36065,54.58033,0.5,0.01,0.1,0.001000,200,899.8637,8,0.02,0.5,12.44500,2200,121.7693,9,0.02,0.005,5.649666,1200,2.830333,5,0.005,0.1,0.,1000,0,0,0,0,96.39333,1.980000
A36067,54.96833,0.5,0.01,0.1,0.001000,200,1007.959,8,0.02,0.5,18.87700,2200,111.1763,9,0.02,0.005,5.758000,1200,3.021667,5,0.005,0.1,0.,1000,0,0,0,0,106.7233,2.190000
A36069,59.07367,0.5,0.01,0.1,0.002000,200,1014.676,8,0.02,0.5,22.95300,2200,85.92933,9,0.02,0.005,5.649333,1200,1.391333,5,0.005,0.1,0.,1000,0,0,0,0,100.3733,2.060000
A36077,47.74666,0.5,0.01,0.1,0.,200,993.4160,8,0.02,0.5,18.25000,2200,92.35867,9,0.02,0.005,4.634333,1200,1.793000,5,0.005,0.1,0.,1000,0,0,0,0,76.36001,1.560000
A36095,43.81967,0.5,0.01,0.1,0.,200,995.2427,8,0.02,0.5,22.86333,2200,101.9563,9,0.02,0.005,4.769333,1200,2.228667,5,0.005,0.1,0.,1000,0,0,0,0,72.87334,1.486667
A36097,54.89233,0.5,0.01,0.1,0.001000,200,967.9080,8,0.02,0.5,14.85400,2200,85.90134,9,0.02,0.005,5.398666,1200,1.251667,5,0.005,0.1,0.,1000,0,0,0,0,89.50000,1.833333
A36101,56.04634,0.5,0.01,0.1,0.,200,885.3923,8,0.02,0.5,11.99100,2200,96.72666,9,0.02,0.005,5.812334,1200,1.263000,5,0.005,0.1,0.,1000,0,0,0,0,94.12000,1.930000
A36107,51.41500,0.5,0.01,0.1,0.,200,954.9854,8,0.02,0.5,13.88067,2200,86.36800,9,0.02,0.005,5.110000,1200,1.274000,5,0.005,0.1,0.,1000,0,0,0,0,85.28666,1.746667
A36109,47.87867,0.5,0.01,0.1,0.,200,1041.627,8,0.02,0.5,18.54533,2200,77.81833,9,0.02,0.005,5.114333,1200,1.186333,5,0.005,0.1,0.,1000,0,0,0,0,82.49334,1.690000
A36123,53.95500,0.5,0.01,0.1,0.002000,200,977.4650,8,0.02,0.5,21.52733,2200,89.83466,9,0.02,0.005,5.290333,1200,1.421000,5,0.005,0.1,0.,1000,0,0,0,0,88.59666,1.813333
A37001,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37005,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37009,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
A37033,1,0.5,0.01,0.1,2,200,400,8,0.02,0.5,40,2200,100,9,0.02,0.005,25,1200,30,5,0.005,0.1,0,1000,0,0,0,0,250,20
