TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.003843,0.,10.00000,0.005000,na,na,0.005000,0.003843,0.,10.00000,0.005000,na,na,0.000100,0.000302,0.010000,0.545090,0.000100,na,na,0.000100,0.000302,0.010000,0.545090,0.000100,951.2625,50000.00,0.00001,1.07,25343.77,253.4629,0.00001,1.07,116.7263,857.7038,0.00001,1.07,116.7263,857.7038,0.00001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.000922,0.,10.00000,0.005000,na,na,0.005000,0.000922,0.,10.00000,0.005000,na,na,0.000100,0.100000,0.100E-04,0.594410,0.000100,na,na,0.000100,0.100000,0.100E-04,0.594410,0.000100,100.9957,50000.00,0.00001,1.07,50000.00,1149.203,0.00001,1.07,0.779706,1236.568,0.00001,1.07,0.779706,1236.568,0.00001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.001621,0.,10.00000,0.005000,na,na,0.005000,0.001621,0.,10.00000,0.005000,na,na,0.000100,0.000165,0.010000,0.177720,0.000100,na,na,0.000100,0.000165,0.010000,0.177720,0.000100,782.8781,50000.00,0.00001,1.07,20054.66,246.6828,0.00001,1.07,266.9358,1361.845,0.00001,1.07,266.9358,1361.845,0.00001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.003538,0.,10.00000,0.005000,na,na,0.005000,0.003538,0.,10.00000,0.005000,na,na,0.000100,0.000333,0.010000,0.232140,0.000100,na,na,0.000100,0.000333,0.010000,0.232140,0.000100,260.1658,50000.00,0.00001,1.07,39109.66,3817.980,0.00001,1.07,88.29842,716.0558,0.00001,1.07,88.29842,716.0558,0.00001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.000681,0.,10.00000,0.005000,na,na,0.005000,0.000681,0.,10.00000,0.005000,na,na,0.000100,0.004791,0.002132,1.388433,0.000100,na,na,0.000100,0.004791,0.002132,1.388433,0.000100,173.2939,50000.00,0.00001,1.07,48303.80,930.1622,0.00001,1.07,17.50542,952.7112,0.00001,1.07,17.50542,952.7112,0.00001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.000849,0.,10.00000,0.005000,na,na,0.005000,0.000849,0.,10.00000,0.005000,na,na,0.000100,0.009915,0.003627,0.197367,0.000100,na,na,0.000100,0.009915,0.003627,0.197367,0.000100,56.75117,50000.00,0.00001,1.07,50000.00,3732.122,0.00001,1.07,8.135800,1338.605,0.00001,1.07,8.135800,1338.605,0.00001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.008973,0.,10.00000,0.005000,na,na,0.005000,0.008973,0.,10.00000,0.005000,na,na,0.000100,0.000125,0.010000,0.202903,0.000100,na,na,0.000100,0.000125,0.010000,0.202903,0.000100,413.5577,50000.00,0.00001,1.07,27491.17,7309.327,0.00001,1.07,237.1664,1225.202,0.00001,1.07,237.1664,1225.202,0.00001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.001730,0.,10.00000,0.005000,na,na,0.005000,0.001730,0.,10.00000,0.005000,na,na,0.000100,0.000987,0.010000,1.054336,0.000100,na,na,0.000100,0.000987,0.010000,1.054336,0.000100,311.6195,50000.00,0.00001,1.07,36028.12,3064.659,0.00001,1.07,60.32875,913.3006,0.00001,1.07,60.32875,913.3006,0.00001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.005000,0.000312,0.,10.00000,0.005000,na,na,0.005000,0.000312,0.,10.00000,0.005000,na,na,0.000100,0.100000,0.000023,0.515522,0.000100,na,na,0.000100,0.100000,0.000023,0.515522,0.000100,166.4379,49915.77,0.00001,1.07,50000.00,1094.994,0.00001,1.07,0.806172,1042.275,0.00001,1.07,0.806172,1042.275,0.00001,1.07,na,na,na,na,na,na
